# NetGPI 1.1	Timestamp: 20221114112023
# ID	Seq-length	Pred. GPI-Anchored	Omega-site pos.	Likelihood	Amino-acid
sp_Q7L591_DOK3_HUMAN	496	Not GPI-Anchored	-	0.995	*
sp_O60496_DOK2_HUMAN	412	Not GPI-Anchored	-	0.996	*
sp_Q16643_DREB_HUMAN	649	Not GPI-Anchored	-	0.983	*
sp_Q99704_DOK1_HUMAN	481	Not GPI-Anchored	-	0.992	*
sp_Q6P2I7_EBLN2_HUMAN	272	Not GPI-Anchored	-	0.975	*
sp_P0CF75_EBLN1_HUMAN	366	Not GPI-Anchored	-	0.993	*
sp_Q9NR20_DYRK4_HUMAN	520	Not GPI-Anchored	-	0.994	*
sp_Q9BU89_DOHH_HUMAN	302	Not GPI-Anchored	-	0.985	*
sp_O43781_DYRK3_HUMAN	588	Not GPI-Anchored	-	0.988	*
sp_Q92630_DYRK2_HUMAN	601	Not GPI-Anchored	-	0.987	*
sp_O75417_DPOLQ_HUMAN	2590	Not GPI-Anchored	-	0.994	*
sp_P16444_DPEP1_HUMAN	411	GPI-Anchored	385	0.437	S
sp_Q86XF0_DYR2_HUMAN	187	Not GPI-Anchored	-	0.988	*
sp_Q7Z5Q5_DPOLN_HUMAN	900	Not GPI-Anchored	-	0.935	*
sp_Q8TEW6_DOK4_HUMAN	326	Not GPI-Anchored	-	0.993	*
sp_Q9P104_DOK5_HUMAN	306	Not GPI-Anchored	-	0.995	*
sp_Q9NTX5_ECHD1_HUMAN	307	Not GPI-Anchored	-	0.995	*
sp_P00374_DYR_HUMAN	187	Not GPI-Anchored	-	0.984	*
sp_Q9Y3R5_DOP2_HUMAN	2298	Not GPI-Anchored	-	0.994	*
sp_P43003_EAA1_HUMAN	542	Not GPI-Anchored	-	0.996	*
sp_Q15125_EBP_HUMAN	230	Not GPI-Anchored	-	0.989	*
sp_Q5JWR5_DOP1_HUMAN	2465	Not GPI-Anchored	-	0.995	*
sp_P55084_ECHB_HUMAN	474	Not GPI-Anchored	-	0.994	*
sp_Q9NYP3_DONS_HUMAN	566	Not GPI-Anchored	-	0.989	*
sp_P40939_ECHA_HUMAN	763	Not GPI-Anchored	-	0.995	*
sp_Q9BY08_EBPL_HUMAN	206	Not GPI-Anchored	-	0.991	*
sp_Q6PGQ1_DRIC1_HUMAN	229	Not GPI-Anchored	-	0.992	*
sp_Q9UPQ8_DOLK_HUMAN	538	Not GPI-Anchored	-	0.400	*
sp_Q99848_EBP2_HUMAN	306	Not GPI-Anchored	-	0.996	*
sp_A6NNA5_DRGX_HUMAN	263	Not GPI-Anchored	-	0.993	*
sp_Q18PE1_DOK7_HUMAN	504	Not GPI-Anchored	-	0.993	*
sp_P55039_DRG2_HUMAN	364	Not GPI-Anchored	-	0.996	*
sp_Q6PKX4_DOK6_HUMAN	331	Not GPI-Anchored	-	0.981	*
sp_Q9NRD9_DUOX1_HUMAN	1551	Not GPI-Anchored	-	0.995	*
sp_Q9NRD8_DUOX2_HUMAN	1548	Not GPI-Anchored	-	0.995	*
sp_P51572_BAP31_HUMAN	246	Not GPI-Anchored	-	0.996	*
sp_P11230_ACHB_HUMAN	501	Not GPI-Anchored	-	0.965	*
sp_Q96AK3_ABC3D_HUMAN	386	Not GPI-Anchored	-	0.994	*
sp_Q9P2A4_ABI3_HUMAN	366	Not GPI-Anchored	-	0.988	*
sp_Q96LC9_BMF_HUMAN	184	Not GPI-Anchored	-	0.990	*
sp_Q9Y615_ACL7A_HUMAN	435	Not GPI-Anchored	-	0.994	*
sp_Q96I13_ABHD8_HUMAN	439	Not GPI-Anchored	-	0.996	*
sp_P20848_A1ATR_HUMAN	420	Not GPI-Anchored	-	0.995	*
sp_Q8WTS1_ABHD5_HUMAN	349	Not GPI-Anchored	-	0.991	*
sp_P17735_ATTY_HUMAN	454	Not GPI-Anchored	-	0.995	*
sp_Q6IAN0_DRS7B_HUMAN	325	Not GPI-Anchored	-	0.972	*
sp_P27037_AVR2A_HUMAN	513	Not GPI-Anchored	-	0.993	*
sp_O14529_CUX2_HUMAN	1486	Not GPI-Anchored	-	0.992	*
sp_P35663_CYLC1_HUMAN	651	Not GPI-Anchored	-	0.992	*
sp_P00414_COX3_HUMAN	261	GPI-Anchored	237	0.374	A
sp_Q17RW2_COOA1_HUMAN	1714	Not GPI-Anchored	-	0.987	*
sp_Q9NZJ6_COQ3_HUMAN	369	Not GPI-Anchored	-	0.996	*
sp_Q8WTQ4_CP078_HUMAN	265	Not GPI-Anchored	-	0.991	*
sp_Q9HC16_ABC3G_HUMAN	384	Not GPI-Anchored	-	0.989	*
sp_P29372_3MG_HUMAN	298	Not GPI-Anchored	-	0.994	*
sp_P53396_ACLY_HUMAN	1101	Not GPI-Anchored	-	0.994	*
sp_Q13085_ACACA_HUMAN	2346	Not GPI-Anchored	-	0.993	*
sp_A7E2S9_A30BL_HUMAN	258	Not GPI-Anchored	-	0.995	*
sp_Q92560_BAP1_HUMAN	729	Not GPI-Anchored	-	0.996	*
sp_Q5W0U4_BSPRY_HUMAN	402	Not GPI-Anchored	-	0.983	*
sp_Q96CA5_BIRC7_HUMAN	298	Not GPI-Anchored	-	0.989	*
sp_P28330_ACADL_HUMAN	430	Not GPI-Anchored	-	0.995	*
sp_P54619_AAKG1_HUMAN	331	Not GPI-Anchored	-	0.995	*
sp_Q9H845_ACAD9_HUMAN	621	Not GPI-Anchored	-	0.994	*
sp_O95477_ABCA1_HUMAN	2261	Not GPI-Anchored	-	0.995	*
sp_Q3C1V8_BSH_HUMAN	233	Not GPI-Anchored	-	0.991	*
sp_O00763_ACACB_HUMAN	2458	Not GPI-Anchored	-	0.992	*
sp_P13497_BMP1_HUMAN	986	Not GPI-Anchored	-	0.995	*
sp_Q9NX38_ABITM_HUMAN	181	Not GPI-Anchored	-	0.983	*
sp_Q6NTF7_ABC3H_HUMAN	200	Not GPI-Anchored	-	0.995	*
sp_P11229_ACM1_HUMAN	460	Not GPI-Anchored	-	0.994	*
sp_O95972_BMP15_HUMAN	392	Not GPI-Anchored	-	0.995	*
sp_P41240_CSK_HUMAN	450	Not GPI-Anchored	-	0.995	*
sp_Q96KJ9_COX42_HUMAN	171	Not GPI-Anchored	-	0.994	*
sp_Q6PH81_CP087_HUMAN	154	Not GPI-Anchored	-	0.991	*
sp_Q96S66_CLCC1_HUMAN	551	Not GPI-Anchored	-	0.986	*
sp_Q9NZJ0_DTL_HUMAN	730	Not GPI-Anchored	-	0.994	*
sp_P09497_CLCB_HUMAN	229	Not GPI-Anchored	-	0.994	*
sp_Q9NZJ5_E2AK3_HUMAN	1116	Not GPI-Anchored	-	0.973	*
sp_Q9H1R2_DUS15_HUMAN	295	Not GPI-Anchored	-	0.990	*
sp_Q5JTJ3_COA6_HUMAN	125	Not GPI-Anchored	-	0.985	*
sp_Q6ZMT9_DTHD1_HUMAN	781	Not GPI-Anchored	-	0.996	*
sp_O95147_DUS14_HUMAN	198	Not GPI-Anchored	-	0.995	*
sp_P19525_E2AK2_HUMAN	551	Not GPI-Anchored	-	0.994	*
sp_Q9UNI6_DUS12_HUMAN	340	Not GPI-Anchored	-	0.994	*
sp_O75319_DUS11_HUMAN	377	Not GPI-Anchored	-	0.995	*
sp_O94769_ECM2_HUMAN	699	Not GPI-Anchored	-	0.995	*
sp_Q9BQI3_E2AK1_HUMAN	630	Not GPI-Anchored	-	0.990	*
sp_Q9Y6W6_DUS10_HUMAN	482	Not GPI-Anchored	-	0.992	*
sp_Q5VYK3_ECM29_HUMAN	1845	Not GPI-Anchored	-	0.996	*
sp_A6NNS2_DRS7C_HUMAN	312	Not GPI-Anchored	-	0.992	*
sp_Q96DZ5_CLIP3_HUMAN	547	Not GPI-Anchored	-	0.983	*
sp_Q07065_CKAP4_HUMAN	602	Not GPI-Anchored	-	0.996	*
sp_P98187_CP4F8_HUMAN	520	Not GPI-Anchored	-	0.992	*
sp_Q14008_CKAP5_HUMAN	2032	Not GPI-Anchored	-	0.994	*
sp_P24462_CP3A7_HUMAN	503	Not GPI-Anchored	-	0.985	*
sp_Q96FN4_CPNE2_HUMAN	548	Not GPI-Anchored	-	0.993	*
sp_Q96N68_CR015_HUMAN	181	Not GPI-Anchored	-	0.989	*
sp_Q14894_CRYM_HUMAN	314	Not GPI-Anchored	-	0.992	*
sp_Q9P021_CRIPT_HUMAN	101	Not GPI-Anchored	-	0.994	*
sp_Q8NEV1_CSK23_HUMAN	391	Not GPI-Anchored	-	0.985	*
sp_P78369_CLD10_HUMAN	228	Not GPI-Anchored	-	0.994	*
sp_H3BRN8_CO065_HUMAN	121	Not GPI-Anchored	-	0.995	*
sp_P02452_CO1A1_HUMAN	1464	Not GPI-Anchored	-	0.989	*
sp_Q9UBR5_CKLF_HUMAN	152	Not GPI-Anchored	-	0.996	*
sp_Q8N815_CNTD1_HUMAN	330	Not GPI-Anchored	-	0.990	*
sp_P51788_CLCN2_HUMAN	898	Not GPI-Anchored	-	0.993	*
sp_Q9UBD9_CLCF1_HUMAN	225	Not GPI-Anchored	-	0.985	*
sp_P49760_CLK2_HUMAN	499	Not GPI-Anchored	-	0.994	*
sp_P26992_CNTFR_HUMAN	372	GPI-Anchored	342	0.476	S
sp_Q9NP87_DPOLM_HUMAN	494	Not GPI-Anchored	-	0.988	*
sp_Q9Y463_DYR1B_HUMAN	629	Not GPI-Anchored	-	0.970	*
sp_Q9UGP5_DPOLL_HUMAN	575	Not GPI-Anchored	-	0.995	*
sp_Q8WW43_APH1B_HUMAN	257	Not GPI-Anchored	-	0.991	*
sp_P30988_CALCR_HUMAN	474	Not GPI-Anchored	-	0.980	*
sp_Q9NTU7_CBLN4_HUMAN	201	Not GPI-Anchored	-	0.859	*
sp_P78543_BTG2_HUMAN	158	Not GPI-Anchored	-	0.973	*
sp_Q16611_BAK_HUMAN	211	Not GPI-Anchored	-	0.767	*
sp_P50895_BCAM_HUMAN	628	Not GPI-Anchored	-	0.989	*
sp_Q8NFC6_BD1L1_HUMAN	3051	Not GPI-Anchored	-	0.995	*
sp_Q0VD83_APOBR_HUMAN	1097	Not GPI-Anchored	-	0.995	*
sp_Q9NQW6_ANLN_HUMAN	1124	Not GPI-Anchored	-	0.996	*
sp_P06746_DPOLB_HUMAN	335	Not GPI-Anchored	-	0.995	*
sp_Q8IVJ8_APRG1_HUMAN	170	Not GPI-Anchored	-	0.355	*
sp_O95154_ARK73_HUMAN	331	Not GPI-Anchored	-	0.994	*
sp_P02745_C1QA_HUMAN	245	Not GPI-Anchored	-	0.975	*
sp_P40121_CAPG_HUMAN	348	Not GPI-Anchored	-	0.995	*
sp_Q9BWW9_APOL5_HUMAN	433	Not GPI-Anchored	-	0.995	*
sp_Q00975_CAC1B_HUMAN	2339	Not GPI-Anchored	-	0.993	*
sp_P02749_APOH_HUMAN	345	Not GPI-Anchored	-	0.994	*
sp_Q6ZSB3_CB046_HUMAN	139	Not GPI-Anchored	-	0.995	*
sp_A6NN90_CB081_HUMAN	582	Not GPI-Anchored	-	0.995	*
sp_Q8NCU1_CC197_HUMAN	143	Not GPI-Anchored	-	0.970	*
sp_Q9Y698_CCG2_HUMAN	323	Not GPI-Anchored	-	0.995	*
sp_O95813_CER1_HUMAN	267	Not GPI-Anchored	-	0.985	*
sp_Q96GE4_CEP95_HUMAN	821	Not GPI-Anchored	-	0.994	*
sp_Q8TEP8_CE192_HUMAN	2537	Not GPI-Anchored	-	0.989	*
sp_Q5TEZ5_CF163_HUMAN	329	Not GPI-Anchored	-	0.993	*
sp_Q96ST8_CEP89_HUMAN	783	Not GPI-Anchored	-	0.993	*
sp_O43745_CHP2_HUMAN	196	Not GPI-Anchored	-	0.995	*
sp_Q5VXU3_CHIC1_HUMAN	224	Not GPI-Anchored	-	0.993	*
sp_Q86XJ0_CAHM3_HUMAN	344	Not GPI-Anchored	-	0.992	*
sp_Q8N6G5_CGAT2_HUMAN	542	Not GPI-Anchored	-	0.991	*
sp_Q9UQN3_CHM2B_HUMAN	213	Not GPI-Anchored	-	0.991	*
sp_Q6P1N0_C2D1A_HUMAN	951	Not GPI-Anchored	-	0.995	*
sp_Q8WXS5_CCG8_HUMAN	425	Not GPI-Anchored	-	0.993	*
sp_Q6UWJ8_C16L2_HUMAN	174	Not GPI-Anchored	-	0.602	*
sp_Q9BQI4_CCDC3_HUMAN	270	Not GPI-Anchored	-	0.993	*
sp_Q6DHV5_C2D2B_HUMAN	1437	Not GPI-Anchored	-	0.975	*
sp_Q5T9S5_CCD18_HUMAN	1454	Not GPI-Anchored	-	0.993	*
sp_Q7Z5J8_ANKAR_HUMAN	1434	Not GPI-Anchored	-	0.991	*
sp_A2RUR9_C144A_HUMAN	1427	GPI-Anchored	1398	0.360	S
sp_Q96LY2_CC74B_HUMAN	380	Not GPI-Anchored	-	0.994	*
sp_Q6ULP2_AFTIN_HUMAN	936	Not GPI-Anchored	-	0.986	*
sp_Q5TGY3_AHDC1_HUMAN	1603	Not GPI-Anchored	-	0.992	*
sp_Q9NYX4_CALY_HUMAN	217	Not GPI-Anchored	-	0.986	*
sp_Q96HD9_ACY3_HUMAN	319	Not GPI-Anchored	-	0.981	*
sp_P00813_ADA_HUMAN	363	Not GPI-Anchored	-	0.985	*
sp_O95831_AIFM1_HUMAN	613	Not GPI-Anchored	-	0.993	*
sp_P01258_CALC_HUMAN	141	Not GPI-Anchored	-	0.978	*
sp_P36896_ACV1B_HUMAN	505	Not GPI-Anchored	-	0.994	*
sp_Q04771_ACVR1_HUMAN	509	Not GPI-Anchored	-	0.991	*
sp_Q9UHK6_AMACR_HUMAN	382	Not GPI-Anchored	-	0.994	*
sp_Q96Q91_B3A4_HUMAN	983	Not GPI-Anchored	-	0.986	*
sp_Q9NQ31_AKIP1_HUMAN	210	Not GPI-Anchored	-	0.991	*
sp_Q16352_AINX_HUMAN	499	Not GPI-Anchored	-	0.994	*
sp_Q9C0J1_B3GN4_HUMAN	378	Not GPI-Anchored	-	0.992	*
sp_O95076_ALX3_HUMAN	343	Not GPI-Anchored	-	0.994	*
sp_O95503_CBX6_HUMAN	412	Not GPI-Anchored	-	0.990	*
sp_C9J202_AG1L2_HUMAN	215	Not GPI-Anchored	-	0.990	*
sp_Q9Y376_CAB39_HUMAN	341	Not GPI-Anchored	-	0.994	*
sp_Q96IZ2_ADTRP_HUMAN	230	Not GPI-Anchored	-	0.993	*
sp_Q9HCE6_ARGAL_HUMAN	1279	GPI-Anchored	1256	0.399	S
sp_Q8WWN8_ARAP3_HUMAN	1544	Not GPI-Anchored	-	0.992	*
sp_E9PGG2_ANHX_HUMAN	379	Not GPI-Anchored	-	0.976	*
sp_Q8N726_ARF_HUMAN	132	Not GPI-Anchored	-	0.989	*
sp_Q6UW56_ARAID_HUMAN	229	Not GPI-Anchored	-	0.975	*
sp_O60306_AQR_HUMAN	1485	Not GPI-Anchored	-	0.995	*
sp_Q9Y4X5_ARI1_HUMAN	557	Not GPI-Anchored	-	0.993	*
sp_Q13795_ARFRP_HUMAN	201	Not GPI-Anchored	-	0.996	*
sp_Q9UJX5_APC4_HUMAN	808	Not GPI-Anchored	-	0.980	*
sp_Q8NDY3_ARHL1_HUMAN	354	Not GPI-Anchored	-	0.994	*
sp_Q5XXA6_ANO1_HUMAN	986	Not GPI-Anchored	-	0.991	*
sp_P15514_AREG_HUMAN	252	Not GPI-Anchored	-	0.987	*
sp_Q9BYT9_ANO3_HUMAN	981	Not GPI-Anchored	-	0.993	*
sp_P35318_ADML_HUMAN	185	Not GPI-Anchored	-	0.971	*
sp_Q9UPQ3_AGAP1_HUMAN	857	Not GPI-Anchored	-	0.972	*
sp_Q7Z4U5_CF201_HUMAN	140	Not GPI-Anchored	-	0.996	*
sp_Q9BUN8_DERL1_HUMAN	251	Not GPI-Anchored	-	0.993	*
sp_Q8TCT0_CERK1_HUMAN	537	Not GPI-Anchored	-	0.983	*
sp_P50570_DYN2_HUMAN	870	Not GPI-Anchored	-	0.992	*
sp_P04440_DPB1_HUMAN	258	Not GPI-Anchored	-	0.978	*
sp_Q92608_DOCK2_HUMAN	1830	Not GPI-Anchored	-	0.992	*
sp_Q14185_DOCK1_HUMAN	1865	Not GPI-Anchored	-	0.992	*
sp_Q9NR33_DPOE4_HUMAN	117	Not GPI-Anchored	-	0.993	*
sp_Q14184_DOC2B_HUMAN	412	Not GPI-Anchored	-	0.987	*
sp_Q14183_DOC2A_HUMAN	400	Not GPI-Anchored	-	0.974	*
sp_Q9NRF9_DPOE3_HUMAN	147	Not GPI-Anchored	-	0.979	*
sp_Q05193_DYN1_HUMAN	864	Not GPI-Anchored	-	0.992	*
sp_Q5JSL3_DOC11_HUMAN	2073	Not GPI-Anchored	-	0.995	*
sp_P20036_DPA1_HUMAN	260	Not GPI-Anchored	-	0.987	*
sp_P56282_DPOE2_HUMAN	527	Not GPI-Anchored	-	0.995	*
sp_Q96BY6_DOC10_HUMAN	2186	Not GPI-Anchored	-	0.988	*
sp_P13765_DOB_HUMAN	273	Not GPI-Anchored	-	0.986	*
sp_P06340_DOA_HUMAN	250	Not GPI-Anchored	-	0.419	*
sp_Q07864_DPOE1_HUMAN	2286	Not GPI-Anchored	-	0.994	*
sp_Q8IZD9_DOCK3_HUMAN	2030	Not GPI-Anchored	-	0.995	*
sp_Q8N1I0_DOCK4_HUMAN	1966	Not GPI-Anchored	-	0.994	*
sp_Q5T8R8_DOAS1_HUMAN	295	Not GPI-Anchored	-	0.976	*
sp_Q9H7D0_DOCK5_HUMAN	1870	Not GPI-Anchored	-	0.993	*
sp_Q13627_DYR1A_HUMAN	763	Not GPI-Anchored	-	0.968	*
sp_P09884_DPOLA_HUMAN	1462	Not GPI-Anchored	-	0.989	*
sp_Q9BZ29_DOCK9_HUMAN	2069	Not GPI-Anchored	-	0.994	*
sp_Q8NF50_DOCK8_HUMAN	2099	Not GPI-Anchored	-	0.977	*
sp_Q8N1N2_DYNAP_HUMAN	210	Not GPI-Anchored	-	0.992	*
sp_Q9BVM2_DPCD_HUMAN	203	Not GPI-Anchored	-	0.994	*
sp_C9JQL5_DSA2D_HUMAN	133	GPI-Anchored	100	0.376	A
sp_Q86SG4_DPCA2_HUMAN	172	Not GPI-Anchored	-	0.947	*
sp_Q96N67_DOCK7_HUMAN	2140	Not GPI-Anchored	-	0.994	*
sp_Q9UHN1_DPOG2_HUMAN	485	Not GPI-Anchored	-	0.993	*
sp_Q9UQ16_DYN3_HUMAN	869	Not GPI-Anchored	-	0.990	*
sp_Q96HP0_DOCK6_HUMAN	2047	Not GPI-Anchored	-	0.994	*
sp_Q9UII6_DS13B_HUMAN	198	Not GPI-Anchored	-	0.993	*
sp_Q6B8I1_DS13A_HUMAN	188	Not GPI-Anchored	-	0.984	*
sp_P54098_DPOG1_HUMAN	1239	Not GPI-Anchored	-	0.995	*
sp_Q7RTS9_DYM_HUMAN	669	Not GPI-Anchored	-	0.984	*
sp_A0A0U1RQF7_DP2NB_HUMAN	123	Not GPI-Anchored	-	0.989	*
sp_Q6V702_CF299_HUMAN	233	Not GPI-Anchored	-	0.994	*
sp_Q9BWT1_CDCA7_HUMAN	371	Not GPI-Anchored	-	0.994	*
sp_P06307_CCKN_HUMAN	115	Not GPI-Anchored	-	0.987	*
sp_P30281_CCND3_HUMAN	292	Not GPI-Anchored	-	0.947	*
sp_Q8TD31_CCHCR_HUMAN	782	Not GPI-Anchored	-	0.970	*
sp_Q6P1J9_CDC73_HUMAN	531	Not GPI-Anchored	-	0.995	*
sp_Q96MT7_CFA44_HUMAN	1854	Not GPI-Anchored	-	0.995	*
sp_O75419_CDC45_HUMAN	566	Not GPI-Anchored	-	0.985	*
sp_O95067_CCNB2_HUMAN	398	Not GPI-Anchored	-	0.988	*
sp_P14635_CCNB1_HUMAN	433	Not GPI-Anchored	-	0.994	*
sp_P40199_CEAM6_HUMAN	344	GPI-Anchored	320	0.462	G
sp_O75871_CEAM4_HUMAN	244	Not GPI-Anchored	-	0.986	*
sp_Q96G28_CFA36_HUMAN	342	Not GPI-Anchored	-	0.996	*
sp_P00450_CERU_HUMAN	1065	Not GPI-Anchored	-	0.983	*
sp_Q9Y5P4_CERT_HUMAN	624	Not GPI-Anchored	-	0.994	*
sp_Q96G23_CERS2_HUMAN	380	Not GPI-Anchored	-	0.984	*
sp_Q7Z692_CEA19_HUMAN	300	Not GPI-Anchored	-	0.986	*
sp_O15182_CETN3_HUMAN	167	Not GPI-Anchored	-	0.993	*
sp_P41002_CCNF_HUMAN	786	Not GPI-Anchored	-	0.990	*
sp_P33316_DUT_HUMAN	252	Not GPI-Anchored	-	0.986	*
sp_Q96N23_CFA54_HUMAN	3096	Not GPI-Anchored	-	0.958	*
sp_Q56P03_EAPP_HUMAN	285	Not GPI-Anchored	-	0.986	*
sp_Q13609_DNSL3_HUMAN	305	Not GPI-Anchored	-	0.988	*
sp_Q9HCU8_DPOD4_HUMAN	107	Not GPI-Anchored	-	0.990	*
sp_Q92874_DNSL2_HUMAN	299	Not GPI-Anchored	-	0.994	*
sp_Q15054_DPOD3_HUMAN	466	Not GPI-Anchored	-	0.994	*
sp_P49184_DNSL1_HUMAN	302	GPI-Anchored	275	0.427	S
sp_Q8WXI2_CNKR2_HUMAN	1034	Not GPI-Anchored	-	0.994	*
sp_Q96RK1_CITE4_HUMAN	184	Not GPI-Anchored	-	0.987	*
sp_Q6PI25_CNIH2_HUMAN	160	GPI-Anchored	135	0.312	S
sp_Q16280_CNGA2_HUMAN	664	Not GPI-Anchored	-	0.994	*
sp_O43323_DHH_HUMAN	396	Not GPI-Anchored	-	0.983	*
sp_P29973_CNGA1_HUMAN	686	Not GPI-Anchored	-	0.993	*
sp_P55773_CCL23_HUMAN	120	Not GPI-Anchored	-	0.989	*
sp_Q00537_CDK17_HUMAN	523	Not GPI-Anchored	-	0.993	*
sp_Q96Q40_CDK15_HUMAN	435	Not GPI-Anchored	-	0.995	*
sp_Q8NC06_ACBD4_HUMAN	268	Not GPI-Anchored	-	0.973	*
sp_P78537_BL1S1_HUMAN	153	Not GPI-Anchored	-	0.985	*
sp_A6NHY2_AKD1B_HUMAN	528	Not GPI-Anchored	-	0.986	*
sp_Q9C0C7_AMRA1_HUMAN	1298	Not GPI-Anchored	-	0.993	*
sp_P28838_AMPL_HUMAN	519	Not GPI-Anchored	-	0.986	*
sp_A6NGH8_ANR61_HUMAN	418	Not GPI-Anchored	-	0.988	*
sp_Q3KP44_ANR55_HUMAN	614	Not GPI-Anchored	-	0.984	*
sp_Q8NB46_ANR52_HUMAN	1076	Not GPI-Anchored	-	0.994	*
sp_Q86W34_AMZ2_HUMAN	360	Not GPI-Anchored	-	0.994	*
sp_Q9ULJ7_ANR50_HUMAN	1429	Not GPI-Anchored	-	0.995	*
sp_Q400G9_AMZ1_HUMAN	498	Not GPI-Anchored	-	0.985	*
sp_P49418_AMPH_HUMAN	695	Not GPI-Anchored	-	0.993	*
sp_Q5SQI0_ATAT_HUMAN	421	Not GPI-Anchored	-	0.995	*
sp_Q86W74_ANR46_HUMAN	228	Not GPI-Anchored	-	0.975	*
sp_Q5TZF3_ANR45_HUMAN	266	Not GPI-Anchored	-	0.973	*
sp_P14209_CD99_HUMAN	185	Not GPI-Anchored	-	0.991	*
sp_Q8N9B4_ANR42_HUMAN	389	Not GPI-Anchored	-	0.989	*
sp_O95319_CELF2_HUMAN	508	Not GPI-Anchored	-	0.995	*
sp_Q96H22_CENPN_HUMAN	339	Not GPI-Anchored	-	0.996	*
sp_Q6AI12_ANR40_HUMAN	368	Not GPI-Anchored	-	0.995	*
sp_Q9H9E1_ANRA2_HUMAN	313	Not GPI-Anchored	-	0.995	*
sp_Q9NYQ7_CELR3_HUMAN	3312	Not GPI-Anchored	-	0.982	*
sp_Q92625_ANS1A_HUMAN	1134	Not GPI-Anchored	-	0.984	*
sp_P13569_CFTR_HUMAN	1480	Not GPI-Anchored	-	0.995	*
sp_Q8NEG2_CG057_HUMAN	295	Not GPI-Anchored	-	0.993	*
sp_Q9BRJ6_CG050_HUMAN	194	Not GPI-Anchored	-	0.989	*
sp_P15848_ARSB_HUMAN	533	Not GPI-Anchored	-	0.995	*
sp_Q8N865_CG031_HUMAN	590	Not GPI-Anchored	-	0.991	*
