# NetGPI 1.1	Timestamp: 20220609110655
# ID	Seq-length	Pred. GPI-Anchored	Omega-site pos.	Likelihood	Amino-acid
sp_O60636_TSN2_HUMAN	221	Not GPI-Anchored	-	0.921	*
sp_O60637_TSN3_HUMAN	253	Not GPI-Anchored	-	0.962	*
sp_Q12999_TSN31_HUMAN	210	Not GPI-Anchored	-	0.980	*
sp_Q86UF1_TSN33_HUMAN	283	Not GPI-Anchored	-	0.988	*
sp_O14817_TSN4_HUMAN	238	Not GPI-Anchored	-	0.987	*
sp_P62079_TSN5_HUMAN	268	Not GPI-Anchored	-	0.985	*
sp_O43657_TSN6_HUMAN	245	Not GPI-Anchored	-	0.985	*
sp_P41732_TSN7_HUMAN	249	Not GPI-Anchored	-	0.931	*
sp_P19075_TSN8_HUMAN	237	Not GPI-Anchored	-	0.914	*
sp_O75954_TSN9_HUMAN	239	Not GPI-Anchored	-	0.989	*
sp_B1AH88_TSPOB_HUMAN	102	Not GPI-Anchored	-	0.986	*
sp_P30536_TSPO_HUMAN	169	Not GPI-Anchored	-	0.992	*
sp_Q5TGU0_TSPO2_HUMAN	170	Not GPI-Anchored	-	0.984	*
sp_Q6PID6_TTC33_HUMAN	262	Not GPI-Anchored	-	0.993	*
sp_A8MYJ7_TTC34_HUMAN	566	Not GPI-Anchored	-	0.989	*
sp_A6NLP5_TTC36_HUMAN	189	Not GPI-Anchored	-	0.991	*
sp_Q9NY65_TBA8_HUMAN	449	Not GPI-Anchored	-	0.995	*
sp_P04350_TBB4A_HUMAN	444	Not GPI-Anchored	-	0.994	*
sp_Q13509_TBB3_HUMAN	450	Not GPI-Anchored	-	0.996	*
sp_Q9BVA1_TBB2B_HUMAN	445	Not GPI-Anchored	-	0.992	*
sp_Q13885_TBB2A_HUMAN	445	Not GPI-Anchored	-	0.992	*
sp_P07437_TBB5_HUMAN	444	Not GPI-Anchored	-	0.993	*
sp_A6NHL2_TBAL3_HUMAN	446	Not GPI-Anchored	-	0.994	*
sp_Q9H853_TBA4B_HUMAN	241	Not GPI-Anchored	-	0.980	*
sp_Q9BSA4_TTYH2_HUMAN	534	Not GPI-Anchored	-	0.993	*
sp_P68366_TBA4A_HUMAN	448	Not GPI-Anchored	-	0.996	*
sp_P0DPH8_TBA3D_HUMAN	450	Not GPI-Anchored	-	0.996	*
sp_Q9BQE3_TBA1C_HUMAN	449	Not GPI-Anchored	-	0.995	*
sp_P68363_TBA1B_HUMAN	451	Not GPI-Anchored	-	0.996	*
sp_Q71U36_TBA1A_HUMAN	451	Not GPI-Anchored	-	0.996	*
sp_P50607_TUB_HUMAN	506	Not GPI-Anchored	-	0.993	*
sp_P68371_TBB4B_HUMAN	445	Not GPI-Anchored	-	0.994	*
sp_Q9BUF5_TBB6_HUMAN	446	Not GPI-Anchored	-	0.987	*
sp_Q9UJT1_TBD_HUMAN	453	Not GPI-Anchored	-	0.993	*
sp_Q9UJT0_TBE_HUMAN	475	Not GPI-Anchored	-	0.991	*
sp_P23258_TBG1_HUMAN	451	Not GPI-Anchored	-	0.995	*
sp_Q9NRH3_TBG2_HUMAN	451	Not GPI-Anchored	-	0.995	*
sp_Q9BSJ2_GCP2_HUMAN	902	Not GPI-Anchored	-	0.993	*
sp_Q96CW5_GCP3_HUMAN	907	Not GPI-Anchored	-	0.995	*
sp_Q9UGJ1_GCP4_HUMAN	667	Not GPI-Anchored	-	0.991	*
sp_Q96RT8_GCP5_HUMAN	1024	Not GPI-Anchored	-	0.987	*
sp_Q96RT7_GCP6_HUMAN	1819	Not GPI-Anchored	-	0.991	*
sp_P49411_EFTU_HUMAN	452	Not GPI-Anchored	-	0.993	*
sp_Q9NNX1_TUFT1_HUMAN	390	Not GPI-Anchored	-	0.995	*
sp_O00295_TULP2_HUMAN	520	Not GPI-Anchored	-	0.985	*
sp_O75386_TULP3_HUMAN	442	Not GPI-Anchored	-	0.994	*
sp_Q9NRJ4_TULP4_HUMAN	1543	Not GPI-Anchored	-	0.971	*
sp_Q2TAM9_TUSC1_HUMAN	212	Not GPI-Anchored	-	0.991	*
sp_Q9C0H2_TTYH3_HUMAN	523	Not GPI-Anchored	-	0.985	*
sp_Q9H313_TTYH1_HUMAN	450	Not GPI-Anchored	-	0.957	*
sp_Q6PGP7_TTC37_HUMAN	1564	Not GPI-Anchored	-	0.993	*
sp_Q9ULT0_TTC7A_HUMAN	858	Not GPI-Anchored	-	0.989	*
sp_Q15361_TTF1_HUMAN	905	Not GPI-Anchored	-	0.990	*
sp_Q8N5M4_TTC9C_HUMAN	171	Not GPI-Anchored	-	0.992	*
sp_Q8N6N2_TTC9B_HUMAN	239	Not GPI-Anchored	-	0.992	*
sp_Q92623_TTC9A_HUMAN	222	Not GPI-Anchored	-	0.995	*
sp_Q8TAM2_TTC8_HUMAN	541	Not GPI-Anchored	-	0.991	*
sp_Q86TV6_TTC7B_HUMAN	843	Not GPI-Anchored	-	0.936	*
sp_Q86TZ1_TTC6_HUMAN	520	Not GPI-Anchored	-	0.993	*
sp_P02766_TTHY_HUMAN	147	Not GPI-Anchored	-	0.993	*
sp_Q8N0Z6_TTC5_HUMAN	440	Not GPI-Anchored	-	0.995	*
sp_O95801_TTC4_HUMAN	387	Not GPI-Anchored	-	0.995	*
sp_Q8N584_TT39C_HUMAN	583	Not GPI-Anchored	-	0.991	*
sp_Q5VTQ0_TT39B_HUMAN	682	Not GPI-Anchored	-	0.982	*
sp_Q5SRH9_TT39A_HUMAN	613	Not GPI-Anchored	-	0.976	*
sp_Q5R3I4_TTC38_HUMAN	469	Not GPI-Anchored	-	0.990	*
sp_Q9UNY4_TTF2_HUMAN	1162	Not GPI-Anchored	-	0.377	*
sp_O43156_TTI1_HUMAN	1089	Not GPI-Anchored	-	0.993	*
sp_Q6NXR4_TTI2_HUMAN	508	Not GPI-Anchored	-	0.994	*
sp_Q8NG68_TTL_HUMAN	377	Not GPI-Anchored	-	0.993	*
sp_O95922_TTLL1_HUMAN	423	Not GPI-Anchored	-	0.994	*
sp_Q6ZVT0_TTL10_HUMAN	673	Not GPI-Anchored	-	0.994	*
sp_Q8NHH1_TTL11_HUMAN	800	Not GPI-Anchored	-	0.988	*
sp_Q14166_TTL12_HUMAN	644	Not GPI-Anchored	-	0.992	*
sp_Q9Y4R7_TTLL3_HUMAN	772	Not GPI-Anchored	-	0.992	*
sp_Q14679_TTLL4_HUMAN	1199	Not GPI-Anchored	-	0.948	*
sp_Q6EMB2_TTLL5_HUMAN	1281	Not GPI-Anchored	-	0.990	*
sp_Q8N841_TTLL6_HUMAN	843	Not GPI-Anchored	-	0.987	*
sp_Q6ZT98_TTLL7_HUMAN	887	Not GPI-Anchored	-	0.988	*
sp_Q3SXZ7_TTLL9_HUMAN	439	Not GPI-Anchored	-	0.969	*
sp_Q8WZ42_TITIN_HUMAN	34350	Not GPI-Anchored	-	0.989	*
sp_P49638_TTPA_HUMAN	278	Not GPI-Anchored	-	0.994	*
sp_Q9BTX7_TTPAL_HUMAN	342	Not GPI-Anchored	-	0.994	*
sp_Q9BZW7_TSG10_HUMAN	698	Not GPI-Anchored	-	0.995	*
sp_P43897_EFTS_HUMAN	325	Not GPI-Anchored	-	0.996	*
sp_A0JD32_TV382_HUMAN	116	Not GPI-Anchored	-	0.989	*
sp_O94972_TRI37_HUMAN	964	Not GPI-Anchored	-	0.990	*
sp_Q9H8W5_TRI45_HUMAN	580	Not GPI-Anchored	-	0.940	*
sp_Q96DX7_TRI44_HUMAN	344	Not GPI-Anchored	-	0.993	*
sp_Q8WV44_TRI41_HUMAN	630	Not GPI-Anchored	-	0.994	*
sp_Q9C037_TRIM4_HUMAN	500	Not GPI-Anchored	-	0.939	*
sp_Q9HCM9_TRI39_HUMAN	518	Not GPI-Anchored	-	0.996	*
sp_O00635_TRI38_HUMAN	465	Not GPI-Anchored	-	0.987	*
sp_Q9NQ86_TRI36_HUMAN	728	Not GPI-Anchored	-	0.995	*
sp_Q96LD4_TRI47_HUMAN	638	Not GPI-Anchored	-	0.994	*
sp_Q9UPQ4_TRI35_HUMAN	493	Not GPI-Anchored	-	0.988	*
sp_Q9BYJ4_TRI34_HUMAN	488	Not GPI-Anchored	-	0.968	*
sp_Q9UPN9_TRI33_HUMAN	1127	Not GPI-Anchored	-	0.996	*
sp_Q13049_TRI32_HUMAN	653	Not GPI-Anchored	-	0.995	*
sp_O75382_TRIM3_HUMAN	744	Not GPI-Anchored	-	0.992	*
sp_Q14134_TRI29_HUMAN	588	Not GPI-Anchored	-	0.993	*
sp_Q7Z4K8_TRI46_HUMAN	759	Not GPI-Anchored	-	0.993	*
sp_Q9C035_TRIM5_HUMAN	493	Not GPI-Anchored	-	0.969	*
sp_Q7Z6J9_SEN54_HUMAN	526	Not GPI-Anchored	-	0.994	*
sp_Q9BVG3_TRI62_HUMAN	475	Not GPI-Anchored	-	0.994	*
sp_Q9C029_TRIM7_HUMAN	511	Not GPI-Anchored	-	0.991	*
sp_Q86WT6_TRI69_HUMAN	500	Not GPI-Anchored	-	0.995	*
sp_Q6AZZ1_TRI68_HUMAN	485	Not GPI-Anchored	-	0.991	*
sp_Q6ZTA4_TRI67_HUMAN	783	Not GPI-Anchored	-	0.976	*
sp_O15016_TRI66_HUMAN	1216	Not GPI-Anchored	-	0.993	*
sp_Q6PJ69_TRI65_HUMAN	517	Not GPI-Anchored	-	0.990	*
sp_Q5EBN2_TRI61_HUMAN	209	Not GPI-Anchored	-	0.970	*
sp_Q96A61_TRI52_HUMAN	297	Not GPI-Anchored	-	0.995	*
sp_Q9C030_TRIM6_HUMAN	488	Not GPI-Anchored	-	0.969	*
sp_Q8IWR1_TRI59_HUMAN	403	Not GPI-Anchored	-	0.984	*
sp_Q8NG06_TRI58_HUMAN	486	Not GPI-Anchored	-	0.992	*
sp_Q9BRZ2_TRI56_HUMAN	755	Not GPI-Anchored	-	0.977	*
sp_Q9BYV6_TRI55_HUMAN	548	Not GPI-Anchored	-	0.989	*
sp_Q9BYV2_TRI54_HUMAN	358	Not GPI-Anchored	-	0.993	*
sp_Q13263_TIF1B_HUMAN	835	Not GPI-Anchored	-	0.993	*
sp_P14373_TRI27_HUMAN	513	Not GPI-Anchored	-	0.994	*
sp_Q12899_TRI26_HUMAN	539	Not GPI-Anchored	-	0.818	*
sp_Q9NP99_TREM1_HUMAN	234	GPI-Anchored	211	0.323	A
sp_A0A0C4DH27_TRGV8_HUMAN	118	Not GPI-Anchored	-	0.994	*
sp_Q9BQ50_TREX2_HUMAN	236	Not GPI-Anchored	-	0.990	*
sp_Q9NSU2_TREX1_HUMAN	314	GPI-Anchored	280	0.412	G
sp_Q96PN7_TREF1_HUMAN	1200	Not GPI-Anchored	-	0.992	*
sp_Q86YW5_TRML1_HUMAN	311	Not GPI-Anchored	-	0.965	*
sp_Q9NZC2_TREM2_HUMAN	230	Not GPI-Anchored	-	0.982	*
sp_O43280_TREA_HUMAN	583	GPI-Anchored	556	0.776	S
sp_Q14258_TRI25_HUMAN	630	Not GPI-Anchored	-	0.987	*
sp_Q13061_TRDN_HUMAN	729	Not GPI-Anchored	-	0.994	*
sp_O14717_TRDMT_HUMAN	391	Not GPI-Anchored	-	0.994	*
sp_A0A1B0GXF2_TVB72_HUMAN	115	Not GPI-Anchored	-	0.982	*
sp_A0A075B6N4_TVBY1_HUMAN	114	Not GPI-Anchored	-	0.991	*
sp_A0A075B6N3_TVBX1_HUMAN	115	Not GPI-Anchored	-	0.987	*
sp_A0A0A6YYJ7_TVA83_HUMAN	113	Not GPI-Anchored	-	0.990	*
sp_P20396_TRH_HUMAN	242	Not GPI-Anchored	-	0.996	*
sp_Q9UKU6_TRHDE_HUMAN	1024	Not GPI-Anchored	-	0.994	*
sp_P34981_TRFR_HUMAN	398	Not GPI-Anchored	-	0.988	*
sp_Q96RU8_TRIB1_HUMAN	372	Not GPI-Anchored	-	0.994	*
sp_Q92519_TRIB2_HUMAN	343	Not GPI-Anchored	-	0.990	*
sp_Q96RU7_TRIB3_HUMAN	358	Not GPI-Anchored	-	0.994	*
sp_Q7L0X0_TRIL_HUMAN	811	Not GPI-Anchored	-	0.989	*
sp_Q96F44_TRI11_HUMAN	468	Not GPI-Anchored	-	0.991	*
sp_O60858_TRI13_HUMAN	407	Not GPI-Anchored	-	0.991	*
sp_Q14142_TRI14_HUMAN	442	Not GPI-Anchored	-	0.991	*
sp_O95361_TRI16_HUMAN	564	Not GPI-Anchored	-	0.994	*
sp_Q9Y577_TRI17_HUMAN	477	Not GPI-Anchored	-	0.992	*
sp_Q9C040_TRIM2_HUMAN	744	Not GPI-Anchored	-	0.992	*
sp_P19474_RO52_HUMAN	475	Not GPI-Anchored	-	0.994	*
sp_Q8IYM9_TRI22_HUMAN	498	Not GPI-Anchored	-	0.968	*
sp_P36406_TRI23_HUMAN	574	Not GPI-Anchored	-	0.979	*
sp_O15164_TIF1A_HUMAN	1050	Not GPI-Anchored	-	0.995	*
sp_Q2Q1W2_LIN41_HUMAN	868	Not GPI-Anchored	-	0.987	*
sp_Q6ZMU5_TRI72_HUMAN	477	Not GPI-Anchored	-	0.992	*
sp_Q86UV7_TRI73_HUMAN	250	Not GPI-Anchored	-	0.993	*
sp_Q9HCF6_TRPM3_HUMAN	1732	Not GPI-Anchored	-	0.988	*
sp_Q8NER1_TRPV1_HUMAN	839	Not GPI-Anchored	-	0.993	*
sp_Q86TN4_TRPT1_HUMAN	253	Not GPI-Anchored	-	0.995	*
sp_Q9UHF7_TRPS1_HUMAN	1281	Not GPI-Anchored	-	0.996	*
sp_Q96QT4_TRPM7_HUMAN	1865	Not GPI-Anchored	-	0.977	*
sp_Q9BX84_TRPM6_HUMAN	2022	Not GPI-Anchored	-	0.993	*
sp_Q8TD43_TRPM4_HUMAN	1214	Not GPI-Anchored	-	0.991	*
sp_O94759_TRPM2_HUMAN	1503	Not GPI-Anchored	-	0.993	*
sp_Q96Q11_TRNT1_HUMAN	434	Not GPI-Anchored	-	0.996	*
sp_Q9Y210_TRPC6_HUMAN	931	Not GPI-Anchored	-	0.995	*
sp_Q9UL62_TRPC5_HUMAN	973	Not GPI-Anchored	-	0.993	*
sp_Q8TEL6_TP4AP_HUMAN	797	Not GPI-Anchored	-	0.996	*
sp_Q9UBN4_TRPC4_HUMAN	977	Not GPI-Anchored	-	0.995	*
sp_Q13507_TRPC3_HUMAN	836	Not GPI-Anchored	-	0.996	*
sp_P48995_TRPC1_HUMAN	793	Not GPI-Anchored	-	0.991	*
sp_Q9Y5S1_TRPV2_HUMAN	764	Not GPI-Anchored	-	0.979	*
sp_Q8NET8_TRPV3_HUMAN	790	Not GPI-Anchored	-	0.994	*
sp_Q9HBA0_TRPV4_HUMAN	871	Not GPI-Anchored	-	0.993	*
sp_Q9H1D0_TRPV6_HUMAN	765	Not GPI-Anchored	-	0.994	*
sp_Q9Y4A5_TRRAP_HUMAN	3859	Not GPI-Anchored	-	0.989	*
sp_Q8WWH5_TRUB1_HUMAN	349	Not GPI-Anchored	-	0.994	*
sp_O95900_TRUB2_HUMAN	331	Not GPI-Anchored	-	0.993	*
sp_Q96A04_TSACC_HUMAN	125	Not GPI-Anchored	-	0.993	*
sp_Q92574_TSC1_HUMAN	1164	Not GPI-Anchored	-	0.985	*
sp_P49815_TSC2_HUMAN	1807	Not GPI-Anchored	-	0.995	*
sp_Q15714_T22D1_HUMAN	1073	Not GPI-Anchored	-	0.992	*
sp_O75157_T22D2_HUMAN	780	Not GPI-Anchored	-	0.979	*
sp_Q99576_T22D3_HUMAN	134	Not GPI-Anchored	-	0.988	*
sp_Q9Y3Q8_T22D4_HUMAN	395	Not GPI-Anchored	-	0.992	*
sp_Q8WW01_SEN15_HUMAN	171	Not GPI-Anchored	-	0.994	*
sp_Q8NCE0_SEN2_HUMAN	465	Not GPI-Anchored	-	0.994	*
sp_Q9BSV6_SEN34_HUMAN	310	Not GPI-Anchored	-	0.991	*
sp_Q12816_TROP_HUMAN	1431	Not GPI-Anchored	-	0.972	*
sp_Q6NT89_TRNP1_HUMAN	227	Not GPI-Anchored	-	0.993	*
sp_Q86UV6_TRI74_HUMAN	250	Not GPI-Anchored	-	0.993	*
sp_Q15645_PCH2_HUMAN	432	Not GPI-Anchored	-	0.993	*
sp_Q9NXH9_TRM1_HUMAN	659	Not GPI-Anchored	-	0.990	*
sp_Q9BU70_TRMO_HUMAN	441	Not GPI-Anchored	-	0.980	*
sp_Q9H3H1_MOD5_HUMAN	467	Not GPI-Anchored	-	0.993	*
sp_Q9BQ61_TRIR_HUMAN	176	Not GPI-Anchored	-	0.994	*
sp_Q15654_TRIP6_HUMAN	476	Not GPI-Anchored	-	0.990	*
sp_Q15650_TRIP4_HUMAN	581	Not GPI-Anchored	-	0.995	*
sp_Q14669_TRIPC_HUMAN	1992	Not GPI-Anchored	-	0.990	*
sp_Q9NX07_TSAP1_HUMAN	287	Not GPI-Anchored	-	0.993	*
sp_Q15643_TRIPB_HUMAN	1979	Not GPI-Anchored	-	0.988	*
sp_Q15642_CIP4_HUMAN	601	Not GPI-Anchored	-	0.990	*
sp_Q9H2D6_TARA_HUMAN	2365	Not GPI-Anchored	-	0.994	*
sp_O75962_TRIO_HUMAN	3097	Not GPI-Anchored	-	0.994	*
sp_Q9C026_TRIM9_HUMAN	710	Not GPI-Anchored	-	0.992	*
sp_Q9BZR9_TRIM8_HUMAN	551	Not GPI-Anchored	-	0.985	*
sp_Q8TBZ6_TM10A_HUMAN	339	Not GPI-Anchored	-	0.994	*
sp_Q6PF06_TM10B_HUMAN	316	Not GPI-Anchored	-	0.994	*
sp_Q7L0Y3_TM10C_HUMAN	403	Not GPI-Anchored	-	0.996	*
sp_Q7Z4G4_TRM11_HUMAN	463	Not GPI-Anchored	-	0.996	*
sp_Q9UI30_TR112_HUMAN	125	Not GPI-Anchored	-	0.986	*
sp_Q53H54_TYW2_HUMAN	448	Not GPI-Anchored	-	0.990	*
sp_Q9NUP7_TRM13_HUMAN	481	Not GPI-Anchored	-	0.992	*
sp_Q7Z2T5_TRM1L_HUMAN	733	Not GPI-Anchored	-	0.994	*
sp_Q8IZ69_TRM2A_HUMAN	625	Not GPI-Anchored	-	0.968	*
sp_Q96GJ1_TRM2B_HUMAN	504	Not GPI-Anchored	-	0.976	*
sp_Q8IYL2_TRM44_HUMAN	757	Not GPI-Anchored	-	0.989	*
sp_Q32P41_TRM5_HUMAN	509	Not GPI-Anchored	-	0.993	*
sp_Q9UJA5_TRM6_HUMAN	497	Not GPI-Anchored	-	0.969	*
sp_Q96FX7_TRM61_HUMAN	289	Not GPI-Anchored	-	0.991	*
sp_Q9BVS5_TR61B_HUMAN	477	Not GPI-Anchored	-	0.991	*
sp_Q9P272_TRM9B_HUMAN	454	Not GPI-Anchored	-	0.985	*
sp_O75648_MTU1_HUMAN	421	Not GPI-Anchored	-	0.980	*
sp_O75896_TUSC2_HUMAN	110	Not GPI-Anchored	-	0.994	*
sp_Q13454_TUSC3_HUMAN	348	Not GPI-Anchored	-	0.888	*
sp_Q9H6E5_STPAP_HUMAN	874	Not GPI-Anchored	-	0.986	*
sp_O14795_UN13B_HUMAN	1591	Not GPI-Anchored	-	0.973	*
sp_Q8IZJ1_UNC5B_HUMAN	945	Not GPI-Anchored	-	0.990	*
sp_Q6ZN44_UNC5A_HUMAN	842	Not GPI-Anchored	-	0.993	*
sp_Q53HI1_UNC50_HUMAN	259	Not GPI-Anchored	-	0.979	*
sp_Q9H3U1_UN45A_HUMAN	944	Not GPI-Anchored	-	0.994	*
sp_Q70J99_UN13D_HUMAN	1090	Not GPI-Anchored	-	0.995	*
sp_Q8NB66_UN13C_HUMAN	2214	Not GPI-Anchored	-	0.986	*
sp_Q9UPW8_UN13A_HUMAN	1703	Not GPI-Anchored	-	0.989	*
sp_Q8IV45_UN5CL_HUMAN	518	Not GPI-Anchored	-	0.994	*
sp_A6NIH7_U119B_HUMAN	251	Not GPI-Anchored	-	0.993	*
sp_Q13432_U119A_HUMAN	240	Not GPI-Anchored	-	0.995	*
sp_P11172_UMPS_HUMAN	480	Not GPI-Anchored	-	0.992	*
sp_Q5DID0_UROL1_HUMAN	1318	Not GPI-Anchored	-	0.974	*
sp_C9J7I0_UMAD1_HUMAN	137	Not GPI-Anchored	-	0.977	*
sp_Q96C45_ULK4_HUMAN	1275	Not GPI-Anchored	-	0.947	*
sp_O95185_UNC5C_HUMAN	931	Not GPI-Anchored	-	0.993	*
sp_Q6UXZ4_UNC5D_HUMAN	953	Not GPI-Anchored	-	0.994	*
sp_Q5TAX3_TUT4_HUMAN	1644	Not GPI-Anchored	-	0.993	*
sp_Q92900_RENT1_HUMAN	1129	Not GPI-Anchored	-	0.993	*
sp_E5RIL1_UPKL2_HUMAN	263	Not GPI-Anchored	-	0.956	*
sp_B0FP48_UPK3L_HUMAN	263	Not GPI-Anchored	-	0.956	*
sp_O75841_UPK1B_HUMAN	260	Not GPI-Anchored	-	0.306	*
sp_Q9BZI7_REN3B_HUMAN	483	Not GPI-Anchored	-	0.995	*
sp_Q9H1J1_REN3A_HUMAN	476	Not GPI-Anchored	-	0.995	*
sp_Q9HAU5_RENT2_HUMAN	1272	Not GPI-Anchored	-	0.995	*
sp_Q9UBR1_BUP1_HUMAN	384	Not GPI-Anchored	-	0.996	*
sp_Q9P2D8_UNC79_HUMAN	2635	Not GPI-Anchored	-	0.990	*
sp_Q9H9P5_UNKL_HUMAN	680	Not GPI-Anchored	-	0.995	*
sp_Q9C0B0_UNK_HUMAN	810	Not GPI-Anchored	-	0.990	*
sp_P13051_UNG_HUMAN	313	Not GPI-Anchored	-	0.995	*
sp_A6NJT0_UNC4_HUMAN	531	Not GPI-Anchored	-	0.990	*
sp_Q9H1C4_UN93B_HUMAN	597	Not GPI-Anchored	-	0.994	*
sp_Q8N2C7_UNC80_HUMAN	3258	Not GPI-Anchored	-	0.994	*
sp_Q6PHR2_ULK3_HUMAN	472	Not GPI-Anchored	-	0.993	*
sp_Q8IYT8_ULK2_HUMAN	1036	Not GPI-Anchored	-	0.993	*
sp_O75385_ULK1_HUMAN	1050	Not GPI-Anchored	-	0.983	*
sp_P55851_UCP2_HUMAN	309	Not GPI-Anchored	-	0.993	*
sp_Q6NVU6_UFSP1_HUMAN	142	Not GPI-Anchored	-	0.993	*
sp_O94874_UFL1_HUMAN	794	Not GPI-Anchored	-	0.996	*
sp_Q92890_UFD1_HUMAN	307	Not GPI-Anchored	-	0.996	*
sp_Q9Y3C8_UFC1_HUMAN	167	Not GPI-Anchored	-	0.995	*
sp_Q8IX04_UEVLD_HUMAN	471	Not GPI-Anchored	-	0.989	*
sp_P55916_UCP3_HUMAN	312	Not GPI-Anchored	-	0.994	*
sp_P25874_UCP1_HUMAN	307	Not GPI-Anchored	-	0.994	*
sp_Q9BZM4_ULBP3_HUMAN	244	GPI-Anchored	217	0.248	G
sp_Q969E3_UCN3_HUMAN	161	Not GPI-Anchored	-	0.994	*
