# NetGPI 1.1	Timestamp: 20220609105826
# ID	Seq-length	Pred. GPI-Anchored	Omega-site pos.	Likelihood	Amino-acid
sp_Q13519_PNOC_HUMAN	176	Not GPI-Anchored	-	0.993	*
sp_P00491_PNPH_HUMAN	289	Not GPI-Anchored	-	0.983	*
sp_Q96AD5_PLPL2_HUMAN	504	Not GPI-Anchored	-	0.972	*
sp_Q9NST1_PLPL3_HUMAN	481	Not GPI-Anchored	-	0.993	*
sp_P41247_PLPL4_HUMAN	253	Not GPI-Anchored	-	0.995	*
sp_Q7Z6Z6_PLPL5_HUMAN	429	Not GPI-Anchored	-	0.994	*
sp_Q8IY17_PLPL6_HUMAN	1375	Not GPI-Anchored	-	0.987	*
sp_Q6ZV29_PLPL7_HUMAN	1317	Not GPI-Anchored	-	0.987	*
sp_Q9NP80_PLPL8_HUMAN	782	Not GPI-Anchored	-	0.994	*
sp_Q9NVS9_PNPO_HUMAN	261	Not GPI-Anchored	-	0.995	*
sp_Q12796_PNRC1_HUMAN	327	Not GPI-Anchored	-	0.993	*
sp_Q9Y4D7_PLXD1_HUMAN	1925	Not GPI-Anchored	-	0.992	*
sp_Q9NPJ4_PNRC2_HUMAN	139	Not GPI-Anchored	-	0.991	*
sp_Q8NBT0_POC1A_HUMAN	407	Not GPI-Anchored	-	0.996	*
sp_Q8TC44_POC1B_HUMAN	478	Not GPI-Anchored	-	0.990	*
sp_Q8NA72_POC5_HUMAN	575	Not GPI-Anchored	-	0.992	*
sp_Q7Z5L7_PODN_HUMAN	613	Not GPI-Anchored	-	0.996	*
sp_Q6PEZ8_PONL1_HUMAN	512	Not GPI-Anchored	-	0.992	*
sp_O00592_PODXL_HUMAN	558	Not GPI-Anchored	-	0.995	*
sp_Q9NZ53_PDXL2_HUMAN	605	Not GPI-Anchored	-	0.994	*
sp_Q9H488_OFUT1_HUMAN	388	Not GPI-Anchored	-	0.995	*
sp_Q9Y2G5_OFUT2_HUMAN	429	Not GPI-Anchored	-	0.996	*
sp_Q9P215_POGK_HUMAN	609	Not GPI-Anchored	-	0.974	*
sp_Q8NBL1_PGLT1_HUMAN	392	Not GPI-Anchored	-	0.996	*
sp_Q6UW63_PLGT2_HUMAN	502	Not GPI-Anchored	-	0.996	*
sp_A0A1B0GUJ8_PNM8C_HUMAN	204	Not GPI-Anchored	-	0.994	*
sp_Q9ULN7_PNM8B_HUMAN	635	Not GPI-Anchored	-	0.994	*
sp_Q86V59_PNM8A_HUMAN	439	Not GPI-Anchored	-	0.995	*
sp_A0A0J9YX94_PMA6F_HUMAN	578	Not GPI-Anchored	-	0.994	*
sp_Q8IYS1_P20D2_HUMAN	436	Not GPI-Anchored	-	0.994	*
sp_P20382_MCH_HUMAN	165	Not GPI-Anchored	-	0.993	*
sp_P40967_PMEL_HUMAN	661	Not GPI-Anchored	-	0.970	*
sp_Q969W9_PMEPA_HUMAN	287	Not GPI-Anchored	-	0.993	*
sp_Q6P1K2_PMF1_HUMAN	205	Not GPI-Anchored	-	0.996	*
sp_Q8TBY8_PMFBP_HUMAN	1007	Not GPI-Anchored	-	0.993	*
sp_A0A1W2PS18_PMIS2_HUMAN	150	GPI-Anchored	125	0.488	N
sp_P29590_PML_HUMAN	882	Not GPI-Anchored	-	0.990	*
sp_Q92871_PMM1_HUMAN	262	Not GPI-Anchored	-	0.993	*
sp_O15305_PMM2_HUMAN	246	Not GPI-Anchored	-	0.990	*
sp_P02689_MYP2_HUMAN	132	Not GPI-Anchored	-	0.996	*
sp_Q01453_PMP22_HUMAN	160	Not GPI-Anchored	-	0.750	*
sp_Q10713_MPPA_HUMAN	525	Not GPI-Anchored	-	0.994	*
sp_O75439_MPPB_HUMAN	489	Not GPI-Anchored	-	0.994	*
sp_P54277_PMS1_HUMAN	932	Not GPI-Anchored	-	0.996	*
sp_P54278_PMS2_HUMAN	862	Not GPI-Anchored	-	0.989	*
sp_Q15126_PMVK_HUMAN	192	Not GPI-Anchored	-	0.994	*
sp_Q6P2M8_KCC1B_HUMAN	343	Not GPI-Anchored	-	0.995	*
sp_Q8TF01_PNISR_HUMAN	805	Not GPI-Anchored	-	0.993	*
sp_Q8N490_PNKD_HUMAN	385	Not GPI-Anchored	-	0.995	*
sp_Q96T60_PNKP_HUMAN	521	Not GPI-Anchored	-	0.991	*
sp_Q8NA58_PNDC1_HUMAN	520	Not GPI-Anchored	-	0.353	*
sp_Q8ND90_PNMA1_HUMAN	353	Not GPI-Anchored	-	0.993	*
sp_Q9UL42_PNMA2_HUMAN	364	Not GPI-Anchored	-	0.985	*
sp_Q9UL41_PNMA3_HUMAN	463	Not GPI-Anchored	-	0.995	*
sp_Q96PV4_PNMA5_HUMAN	448	Not GPI-Anchored	-	0.994	*
sp_P0CW24_PNM6A_HUMAN	399	Not GPI-Anchored	-	0.977	*
sp_Q9H7P9_PKHG2_HUMAN	1386	Not GPI-Anchored	-	0.990	*
sp_Q9H8W4_PKHF2_HUMAN	249	Not GPI-Anchored	-	0.980	*
sp_Q7Z3K3_POGZ_HUMAN	1410	Not GPI-Anchored	-	0.993	*
sp_Q8TDX9_PK1L1_HUMAN	2849	Not GPI-Anchored	-	0.995	*
sp_O00562_PITM1_HUMAN	1244	Not GPI-Anchored	-	0.994	*
sp_Q9BZ72_PITM2_HUMAN	1349	Not GPI-Anchored	-	0.990	*
sp_Q9BZ71_PITM3_HUMAN	974	Not GPI-Anchored	-	0.995	*
sp_Q5JRX3_PREP_HUMAN	1037	Not GPI-Anchored	-	0.994	*
sp_P78337_PITX1_HUMAN	314	Not GPI-Anchored	-	0.974	*
sp_Q99697_PITX2_HUMAN	317	Not GPI-Anchored	-	0.993	*
sp_O75364_PITX3_HUMAN	302	Not GPI-Anchored	-	0.993	*
sp_Q8TC59_PIWL2_HUMAN	973	Not GPI-Anchored	-	0.984	*
sp_Q7Z3Z4_PIWL4_HUMAN	852	Not GPI-Anchored	-	0.987	*
sp_Q8NG27_PJA1_HUMAN	643	Not GPI-Anchored	-	0.994	*
sp_O43164_PJA2_HUMAN	708	Not GPI-Anchored	-	0.993	*
sp_Q0ZLH3_PJVK_HUMAN	352	Not GPI-Anchored	-	0.996	*
sp_P98161_PKD1_HUMAN	4303	Not GPI-Anchored	-	0.992	*
sp_Q13563_PKD2_HUMAN	968	Not GPI-Anchored	-	0.988	*
sp_Q8NCC3_PAG15_HUMAN	412	Not GPI-Anchored	-	0.968	*
sp_Q9P0L9_PK2L1_HUMAN	805	Not GPI-Anchored	-	0.990	*
sp_Q9NZM6_PK2L2_HUMAN	624	Not GPI-Anchored	-	0.993	*
sp_Q504Y2_PKDCC_HUMAN	493	Not GPI-Anchored	-	0.980	*
sp_P14618_KPYM_HUMAN	531	Not GPI-Anchored	-	0.994	*
sp_Q99640_PMYT1_HUMAN	499	Not GPI-Anchored	-	0.994	*
sp_Q16512_PKN1_HUMAN	942	Not GPI-Anchored	-	0.989	*
sp_Q16513_PKN2_HUMAN	984	Not GPI-Anchored	-	0.994	*
sp_Q6P5Z2_PKN3_HUMAN	889	Not GPI-Anchored	-	0.995	*
sp_P55347_PKNX1_HUMAN	436	Not GPI-Anchored	-	0.986	*
sp_Q96KN3_PKNX2_HUMAN	472	Not GPI-Anchored	-	0.993	*
sp_Q99959_PKP2_HUMAN	881	Not GPI-Anchored	-	0.992	*
sp_Q99569_PKP4_HUMAN	1192	Not GPI-Anchored	-	0.994	*
sp_Q53H76_PLA1A_HUMAN	456	Not GPI-Anchored	-	0.994	*
sp_Q9UKF7_PITC1_HUMAN	332	Not GPI-Anchored	-	0.994	*
sp_P48739_PIPNB_HUMAN	271	Not GPI-Anchored	-	0.991	*
sp_Q00169_PIPNA_HUMAN	270	Not GPI-Anchored	-	0.986	*
sp_Q9GZP4_PITH1_HUMAN	211	Not GPI-Anchored	-	0.990	*
sp_Q5UE93_PI3R6_HUMAN	754	Not GPI-Anchored	-	0.992	*
sp_Q9Y2I7_FYV1_HUMAN	2098	Not GPI-Anchored	-	0.990	*
sp_Q9UKJ1_PILRA_HUMAN	303	Not GPI-Anchored	-	0.993	*
sp_Q9UKJ0_PILRB_HUMAN	227	Not GPI-Anchored	-	0.893	*
sp_P11309_PIM1_HUMAN	313	Not GPI-Anchored	-	0.995	*
sp_Q9P1W9_PIM2_HUMAN	311	Not GPI-Anchored	-	0.978	*
sp_Q86V86_PIM3_HUMAN	326	Not GPI-Anchored	-	0.989	*
sp_Q9BSJ6_PIMRE_HUMAN	248	Not GPI-Anchored	-	0.993	*
sp_Q13526_PIN1_HUMAN	163	Not GPI-Anchored	-	0.993	*
sp_Q9Y237_PIN4_HUMAN	131	Not GPI-Anchored	-	0.995	*
sp_Q9BXM7_PINK1_HUMAN	581	Not GPI-Anchored	-	0.865	*
sp_A6NC86_PINLY_HUMAN	204	Not GPI-Anchored	-	0.994	*
sp_Q96BK5_PINX1_HUMAN	328	Not GPI-Anchored	-	0.994	*
sp_P12273_PIP_HUMAN	146	Not GPI-Anchored	-	0.995	*
sp_P48426_PI42A_HUMAN	406	Not GPI-Anchored	-	0.988	*
sp_P78356_PI42B_HUMAN	416	Not GPI-Anchored	-	0.994	*
sp_Q8TBX8_PI42C_HUMAN	421	Not GPI-Anchored	-	0.992	*
sp_Q86T03_PP4P1_HUMAN	277	Not GPI-Anchored	-	0.893	*
sp_Q8N4L2_PP4P2_HUMAN	257	Not GPI-Anchored	-	0.819	*
sp_Q99755_PI51A_HUMAN	562	Not GPI-Anchored	-	0.995	*
sp_O14986_PI51B_HUMAN	540	Not GPI-Anchored	-	0.985	*
sp_O60331_PI51C_HUMAN	668	Not GPI-Anchored	-	0.992	*
sp_Q5T9C9_PI5L1_HUMAN	394	Not GPI-Anchored	-	0.996	*
sp_Q9P0Z9_SOX_HUMAN	390	Not GPI-Anchored	-	0.992	*
sp_O00625_PIR_HUMAN	290	Not GPI-Anchored	-	0.980	*
sp_P0C851_PIRT_HUMAN	137	Not GPI-Anchored	-	0.966	*
sp_Q9UG56_PISD_HUMAN	409	Not GPI-Anchored	-	0.992	*
sp_Q9BZM1_PG12A_HUMAN	189	Not GPI-Anchored	-	0.995	*
sp_P14555_PA2GA_HUMAN	144	Not GPI-Anchored	-	0.993	*
sp_Q96S99_PKHF1_HUMAN	279	Not GPI-Anchored	-	0.981	*
sp_Q96BZ4_PLD4_HUMAN	506	Not GPI-Anchored	-	0.993	*
sp_Q9P212_PLCE1_HUMAN	2302	Not GPI-Anchored	-	0.994	*
sp_P19174_PLCG1_HUMAN	1290	Not GPI-Anchored	-	0.992	*
sp_P16885_PLCG2_HUMAN	1265	Not GPI-Anchored	-	0.989	*
sp_Q4KWH8_PLCH1_HUMAN	1693	Not GPI-Anchored	-	0.914	*
sp_O75038_PLCH2_HUMAN	1416	Not GPI-Anchored	-	0.634	*
sp_Q15111_PLCL1_HUMAN	1095	Not GPI-Anchored	-	0.993	*
sp_Q9UPR0_PLCL2_HUMAN	1127	Not GPI-Anchored	-	0.995	*
sp_Q9NUJ7_PLCX1_HUMAN	323	Not GPI-Anchored	-	0.993	*
sp_Q0VAA5_PLCX2_HUMAN	305	Not GPI-Anchored	-	0.989	*
sp_Q63HM9_PLCX3_HUMAN	321	Not GPI-Anchored	-	0.994	*
sp_Q13393_PLD1_HUMAN	1074	Not GPI-Anchored	-	0.995	*
sp_O14939_PLD2_HUMAN	933	Not GPI-Anchored	-	0.995	*
sp_Q8IV08_PLD3_HUMAN	490	Not GPI-Anchored	-	0.986	*
sp_Q8N7P1_PLD5_HUMAN	536	Not GPI-Anchored	-	0.994	*
sp_Q9NZ20_PA2G3_HUMAN	509	Not GPI-Anchored	-	0.994	*
sp_Q8N2A8_PLD6_HUMAN	252	Not GPI-Anchored	-	0.994	*
sp_Q15149_PLEC_HUMAN	4684	Not GPI-Anchored	-	0.985	*
sp_P08567_PLEK_HUMAN	350	Not GPI-Anchored	-	0.995	*
sp_Q9HB21_PKHA1_HUMAN	404	Not GPI-Anchored	-	0.992	*
sp_Q9HB20_PKHA3_HUMAN	300	Not GPI-Anchored	-	0.971	*
sp_Q9H4M7_PKHA4_HUMAN	779	Not GPI-Anchored	-	0.979	*
sp_Q9HAU0_PKHA5_HUMAN	1116	Not GPI-Anchored	-	0.986	*
sp_Q9Y2H5_PKHA6_HUMAN	1048	Not GPI-Anchored	-	0.992	*
sp_Q6IQ23_PKHA7_HUMAN	1121	Not GPI-Anchored	-	0.992	*
sp_Q96JA3_PKHA8_HUMAN	519	Not GPI-Anchored	-	0.994	*
sp_Q9UF11_PKHB1_HUMAN	243	GPI-Anchored	214	0.729	S
sp_Q96CS7_PKHB2_HUMAN	222	GPI-Anchored	197	0.444	N
sp_A6NEE1_PLHD1_HUMAN	506	Not GPI-Anchored	-	0.994	*
sp_Q9BRC7_PLCD4_HUMAN	762	Not GPI-Anchored	-	0.984	*
sp_Q8N3E9_PLCD3_HUMAN	789	Not GPI-Anchored	-	0.990	*
sp_P51178_PLCD1_HUMAN	756	Not GPI-Anchored	-	0.993	*
sp_Q15147_PLCB4_HUMAN	1175	Not GPI-Anchored	-	0.995	*
sp_P47712_PA24A_HUMAN	749	Not GPI-Anchored	-	0.994	*
sp_P0C869_PA24B_HUMAN	781	Not GPI-Anchored	-	0.996	*
sp_Q9UP65_PA24C_HUMAN	541	Not GPI-Anchored	-	0.992	*
sp_P39877_PA2G5_HUMAN	138	Not GPI-Anchored	-	0.980	*
sp_O60733_PLPL9_HUMAN	806	Not GPI-Anchored	-	0.993	*
sp_Q13093_PAFA_HUMAN	441	Not GPI-Anchored	-	0.989	*
sp_Q13018_PLA2R_HUMAN	1463	Not GPI-Anchored	-	0.980	*
sp_Q9Y263_PLAP_HUMAN	795	Not GPI-Anchored	-	0.969	*
sp_Q9HDD0_PLAT1_HUMAN	168	Not GPI-Anchored	-	0.989	*
sp_Q9NWW9_PLAT2_HUMAN	162	Not GPI-Anchored	-	0.915	*
sp_P53816_PLAT3_HUMAN	162	Not GPI-Anchored	-	0.976	*
sp_Q9UL19_PLAT4_HUMAN	164	Not GPI-Anchored	-	0.992	*
sp_Q96KN8_PLAT5_HUMAN	279	Not GPI-Anchored	-	0.994	*
sp_Q9NZF1_PLAC8_HUMAN	115	Not GPI-Anchored	-	0.994	*
sp_A1L4L8_PL8L1_HUMAN	177	Not GPI-Anchored	-	0.995	*
sp_Q6DJT9_PLAG1_HUMAN	500	Not GPI-Anchored	-	0.973	*
sp_Q9UM63_PLAL1_HUMAN	463	Not GPI-Anchored	-	0.977	*
sp_Q9UPG8_PLAL2_HUMAN	496	Not GPI-Anchored	-	0.960	*
sp_P00750_TPA_HUMAN	562	Not GPI-Anchored	-	0.995	*
sp_P00749_UROK_HUMAN	431	Not GPI-Anchored	-	0.992	*
sp_Q03405_UPAR_HUMAN	335	GPI-Anchored	304	0.475	S
sp_Q6P1J6_PLB1_HUMAN	1458	Not GPI-Anchored	-	0.986	*
sp_Q6P4A8_PLBL1_HUMAN	553	Not GPI-Anchored	-	0.995	*
sp_Q8NHP8_PLBL2_HUMAN	589	Not GPI-Anchored	-	0.990	*
sp_Q9NQ66_PLCB1_HUMAN	1216	Not GPI-Anchored	-	0.995	*
sp_Q00722_PLCB2_HUMAN	1185	Not GPI-Anchored	-	0.994	*
sp_Q01970_PLCB3_HUMAN	1234	Not GPI-Anchored	-	0.993	*
sp_Q7Z4H8_PLGT3_HUMAN	507	Not GPI-Anchored	-	0.996	*
sp_P09884_DPOLA_HUMAN	1462	Not GPI-Anchored	-	0.989	*
sp_Q13153_PAK1_HUMAN	545	Not GPI-Anchored	-	0.994	*
sp_O95685_PPR3D_HUMAN	299	Not GPI-Anchored	-	0.994	*
sp_Q6NYC8_PPR18_HUMAN	613	Not GPI-Anchored	-	0.994	*
sp_Q13522_PPR1A_HUMAN	171	Not GPI-Anchored	-	0.991	*
sp_Q9UD71_PPR1B_HUMAN	204	Not GPI-Anchored	-	0.994	*
sp_Q8WVI7_PPR1C_HUMAN	109	Not GPI-Anchored	-	0.995	*
sp_P41236_IPP2_HUMAN	205	Not GPI-Anchored	-	0.972	*
sp_Q6ZMI0_PPR21_HUMAN	780	Not GPI-Anchored	-	0.994	*
sp_Q5T8A7_PPR26_HUMAN	1209	Not GPI-Anchored	-	0.990	*
sp_Q7Z5V6_PPR32_HUMAN	425	Not GPI-Anchored	-	0.985	*
sp_Q8TAP8_PPR35_HUMAN	253	Not GPI-Anchored	-	0.994	*
sp_Q96LQ0_PPR36_HUMAN	422	Not GPI-Anchored	-	0.995	*
sp_O75864_PPR37_HUMAN	691	Not GPI-Anchored	-	0.993	*
sp_Q86XI6_PPR3B_HUMAN	285	Not GPI-Anchored	-	0.995	*
sp_Q9UQK1_PPR3C_HUMAN	317	Not GPI-Anchored	-	0.994	*
sp_Q9H7J1_PPR3E_HUMAN	279	Not GPI-Anchored	-	0.963	*
sp_Q66LE6_2ABD_HUMAN	453	Not GPI-Anchored	-	0.991	*
sp_Q6ZSY5_PPR3F_HUMAN	799	Not GPI-Anchored	-	0.478	*
sp_B7ZBB8_PP13G_HUMAN	358	Not GPI-Anchored	-	0.988	*
sp_Q7Z4L9_PPR42_HUMAN	309	Not GPI-Anchored	-	0.969	*
sp_Q15435_PP1R7_HUMAN	360	Not GPI-Anchored	-	0.993	*
sp_Q12972_PP1R8_HUMAN	351	Not GPI-Anchored	-	0.991	*
sp_Q9ULJ8_NEB1_HUMAN	1098	Not GPI-Anchored	-	0.994	*
sp_Q96SB3_NEB2_HUMAN	817	Not GPI-Anchored	-	0.991	*
sp_P67775_PP2AA_HUMAN	309	Not GPI-Anchored	-	0.994	*
sp_P62714_PP2AB_HUMAN	309	Not GPI-Anchored	-	0.994	*
sp_P30153_2AAA_HUMAN	589	Not GPI-Anchored	-	0.983	*
sp_P30154_2AAB_HUMAN	601	Not GPI-Anchored	-	0.981	*
sp_P63151_2ABA_HUMAN	447	Not GPI-Anchored	-	0.989	*
sp_Q00005_2ABB_HUMAN	443	Not GPI-Anchored	-	0.989	*
sp_O96001_PPR17_HUMAN	155	Not GPI-Anchored	-	0.995	*
sp_Q96T49_PP16B_HUMAN	567	Not GPI-Anchored	-	0.989	*
sp_Q96I34_PP16A_HUMAN	528	Not GPI-Anchored	-	0.990	*
sp_Q5SWA1_PR15B_HUMAN	713	Not GPI-Anchored	-	0.995	*
sp_O75688_PPM1B_HUMAN	479	Not GPI-Anchored	-	0.993	*
sp_O15297_PPM1D_HUMAN	605	Not GPI-Anchored	-	0.992	*
sp_Q8WY54_PPM1E_HUMAN	755	Not GPI-Anchored	-	0.996	*
sp_P49593_PPM1F_HUMAN	454	Not GPI-Anchored	-	0.987	*
sp_O15355_PPM1G_HUMAN	546	Not GPI-Anchored	-	0.993	*
sp_Q9ULR3_PPM1H_HUMAN	514	Not GPI-Anchored	-	0.989	*
sp_Q5JR12_PPM1J_HUMAN	505	Not GPI-Anchored	-	0.986	*
sp_Q8N3J5_PPM1K_HUMAN	372	Not GPI-Anchored	-	0.991	*
sp_Q5SGD2_PPM1L_HUMAN	360	Not GPI-Anchored	-	0.995	*
sp_Q96MI6_PPM1M_HUMAN	459	Not GPI-Anchored	-	0.993	*
sp_Q8N819_PPM1N_HUMAN	430	Not GPI-Anchored	-	0.992	*
sp_Q9Y570_PPME1_HUMAN	386	Not GPI-Anchored	-	0.991	*
sp_P50336_PPOX_HUMAN	477	Not GPI-Anchored	-	0.971	*
sp_P62136_PP1A_HUMAN	330	Not GPI-Anchored	-	0.993	*
sp_P62140_PP1B_HUMAN	327	Not GPI-Anchored	-	0.995	*
sp_P36873_PP1G_HUMAN	323	Not GPI-Anchored	-	0.996	*
sp_Q96QC0_PP1RA_HUMAN	940	Not GPI-Anchored	-	0.993	*
sp_O60927_PP1RB_HUMAN	126	Not GPI-Anchored	-	0.996	*
sp_O14974_MYPT1_HUMAN	1030	Not GPI-Anchored	-	0.994	*
sp_O60237_MYPT2_HUMAN	982	Not GPI-Anchored	-	0.994	*
sp_Q9BZL4_PP12C_HUMAN	782	Not GPI-Anchored	-	0.994	*
sp_Q96KQ4_ASPP1_HUMAN	1090	Not GPI-Anchored	-	0.995	*
sp_Q8WUF5_IASPP_HUMAN	828	Not GPI-Anchored	-	0.995	*
sp_Q96A00_PP14A_HUMAN	147	Not GPI-Anchored	-	0.995	*
sp_Q96C90_PP14B_HUMAN	147	Not GPI-Anchored	-	0.996	*
sp_Q8TAE6_PP14C_HUMAN	165	Not GPI-Anchored	-	0.995	*
sp_O75807_PR15A_HUMAN	674	Not GPI-Anchored	-	0.988	*
sp_Q9Y2T4_2ABG_HUMAN	447	Not GPI-Anchored	-	0.994	*
sp_Q06190_P2R3A_HUMAN	1150	Not GPI-Anchored	-	0.995	*
sp_O60437_PEPL_HUMAN	1756	Not GPI-Anchored	-	0.994	*
sp_Q9UKN5_PRDM4_HUMAN	801	Not GPI-Anchored	-	0.993	*
sp_Q96NZ9_PRAP1_HUMAN	151	Not GPI-Anchored	-	0.996	*
sp_P02812_PRB2_HUMAN	416	Not GPI-Anchored	-	0.994	*
sp_O43663_PRC1_HUMAN	620	Not GPI-Anchored	-	0.988	*
sp_Q92733_PRCC_HUMAN	491	Not GPI-Anchored	-	0.995	*
sp_P42785_PCP_HUMAN	496	Not GPI-Anchored	-	0.992	*
sp_O75626_PRDM1_HUMAN	825	Not GPI-Anchored	-	0.995	*
sp_Q9NQV6_PRD10_HUMAN	1147	Not GPI-Anchored	-	0.994	*
sp_Q9NQV5_PRD11_HUMAN	511	Not GPI-Anchored	-	0.985	*
sp_Q9H4Q4_PRD12_HUMAN	367	GPI-Anchored	334	0.366	S
sp_Q9H4Q3_PRD13_HUMAN	707	Not GPI-Anchored	-	0.992	*
sp_P57071_PRD15_HUMAN	1507	Not GPI-Anchored	-	0.995	*
sp_Q9HAZ2_PRD16_HUMAN	1276	Not GPI-Anchored	-	0.989	*
