sp|Q6P575|BGP11_HUMAN	len=273	ExpAA=7.12	First60=4.04	PredHel=0	Topology=o
sp|D6RIA3|CD054_HUMAN	len=1793	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
sp|Q8IU99|CAHM1_HUMAN	len=346	ExpAA=79.29	First60=29.30	PredHel=3	Topology=i19-38o48-70i186-205o
sp|Q96K31|CH076_HUMAN	len=380	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|O14757|CHK1_HUMAN	len=476	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
sp|P01732|CD8A_HUMAN	len=235	ExpAA=32.14	First60=1.37	PredHel=1	Topology=o184-206i
sp|Q09013|DMPK_HUMAN	len=629	ExpAA=15.39	First60=0.02	PredHel=0	Topology=o
sp|Q6ZPD8|DG2L6_HUMAN	len=337	ExpAA=41.11	First60=23.64	PredHel=1	Topology=i21-43o
sp|Q53EZ4|CEP55_HUMAN	len=464	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q96LK0|CEP19_HUMAN	len=163	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q5TB80|CE162_HUMAN	len=1403	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q9NRW4|DUS22_HUMAN	len=184	ExpAA=1.22	First60=0.00	PredHel=0	Topology=o
sp|Q9C0A0|CNTP4_HUMAN	len=1308	ExpAA=22.98	First60=0.00	PredHel=1	Topology=o1242-1264i
sp|P51798|CLCN7_HUMAN	len=805	ExpAA=243.09	First60=0.00	PredHel=11	Topology=i126-148o184-206i227-244o288-310i322-344o377-399i412-434o493-515i520-542o547-569i576-598o
sp|P56750|CLD17_HUMAN	len=224	ExpAA=90.54	First60=22.23	PredHel=4	Topology=i5-27o80-102i123-145o165-187i
sp|Q32M92|CO032_HUMAN	len=178	ExpAA=9.36	First60=4.82	PredHel=0	Topology=o
sp|P53674|CRBB1_HUMAN	len=252	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|P33260|CP2CI_HUMAN	len=490	ExpAA=18.95	First60=11.80	PredHel=0	Topology=o
sp|Q8WWB3|DYDC1_HUMAN	len=177	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|P54108|CRIS3_HUMAN	len=245	ExpAA=0.29	First60=0.15	PredHel=0	Topology=o
sp|P78560|CRADD_HUMAN	len=199	ExpAA=0.05	First60=0.05	PredHel=0	Topology=o
sp|Q5T3F8|CSCL2_HUMAN	len=832	ExpAA=231.38	First60=20.72	PredHel=11	Topology=o40-62i158-180o204-223i436-458o478-500i521-543o572-594i615-634o639-658i679-701o711-733i
sp|Q14061|COX17_HUMAN	len=63	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q6JBY9|CPZIP_HUMAN	len=416	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|P38432|COIL_HUMAN	len=576	ExpAA=0.72	First60=0.48	PredHel=0	Topology=o
sp|Q6UWE3|COLL2_HUMAN	len=100	ExpAA=19.80	First60=19.79	PredHel=1	Topology=o4-23i
sp|O60888|CUTA_HUMAN	len=179	ExpAA=22.22	First60=22.21	PredHel=1	Topology=i7-29o
sp|Q96EX3|DC2I2_HUMAN	len=536	ExpAA=0.60	First60=0.60	PredHel=0	Topology=o
sp|P60022|DEFB1_HUMAN	len=68	ExpAA=16.87	First60=16.86	PredHel=0	Topology=o
sp|Q9NYF0|DACT1_HUMAN	len=836	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q7Z6M2|FBX33_HUMAN	len=555	ExpAA=0.18	First60=0.00	PredHel=0	Topology=o
sp|Q902F9|EN113_HUMAN	len=699	ExpAA=72.35	First60=0.00	PredHel=2	Topology=i466-488o633-655i
sp|P17813|EGLN_HUMAN	len=658	ExpAA=23.41	First60=0.21	PredHel=1	Topology=o591-613i
sp|Q15723|ELF2_HUMAN	len=593	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
sp|Q99607|ELF4_HUMAN	len=663	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|P0C2L3|F163B_HUMAN	len=166	ExpAA=22.92	First60=22.92	PredHel=1	Topology=o5-27i
sp|Q8TE68|ES8L1_HUMAN	len=723	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q8IV48|ERI1_HUMAN	len=349	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q92567|F168A_HUMAN	len=244	ExpAA=0.63	First60=0.02	PredHel=0	Topology=o
sp|P0DP91|ERPG3_HUMAN	len=1061	ExpAA=1.26	First60=0.00	PredHel=0	Topology=o
sp|Q96CN4|EVI5L_HUMAN	len=794	ExpAA=3.05	First60=0.00	PredHel=0	Topology=o
sp|P49640|EVX1_HUMAN	len=407	ExpAA=0.18	First60=0.00	PredHel=0	Topology=o
sp|Q56NI9|ESCO2_HUMAN	len=601	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
sp|P62508|ERR3_HUMAN	len=458	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
sp|Q17RC7|EX3L4_HUMAN	len=722	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q86VI1|EX3L1_HUMAN	len=746	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
sp|P23141|EST1_HUMAN	len=567	ExpAA=0.81	First60=0.38	PredHel=0	Topology=o
sp|Q9ULE4|F184B_HUMAN	len=1060	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q9BVV8|F174C_HUMAN	len=132	ExpAA=37.04	First60=15.47	PredHel=2	Topology=i5-22o74-93i
sp|Q6UXB0|F131A_HUMAN	len=366	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q9NQT5|EXOS3_HUMAN	len=275	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
sp|Q5T1M5|FKB15_HUMAN	len=1219	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
sp|Q8TF61|FBX41_HUMAN	len=875	ExpAA=0.24	First60=0.05	PredHel=0	Topology=o
sp|Q15485|FCN2_HUMAN	len=313	ExpAA=21.69	First60=21.69	PredHel=1	Topology=i7-29o
sp|P21781|FGF7_HUMAN	len=194	ExpAA=15.75	First60=14.53	PredHel=0	Topology=o
sp|Q96BQ1|FAM3D_HUMAN	len=224	ExpAA=22.23	First60=20.77	PredHel=1	Topology=i5-27o
sp|Q96CS3|FAF2_HUMAN	len=445	ExpAA=17.32	First60=0.00	PredHel=0	Topology=o
sp|Q9UBX0|HESX1_HUMAN	len=185	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|P31371|FGF9_HUMAN	len=208	ExpAA=1.54	First60=0.01	PredHel=0	Topology=o
sp|Q96C11|FGGY_HUMAN	len=551	ExpAA=0.92	First60=0.01	PredHel=0	Topology=o
sp|Q92636|FAN_HUMAN	len=917	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
sp|Q9NVK5|FGOP2_HUMAN	len=253	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q8NFZ0|FBH1_HUMAN	len=1043	ExpAA=5.77	First60=0.00	PredHel=0	Topology=o
sp|Q9HAH7|FBRS_HUMAN	len=460	ExpAA=0.46	First60=0.02	PredHel=0	Topology=o
sp|P87889|GAK10_HUMAN	len=666	ExpAA=0.15	First60=0.06	PredHel=0	Topology=o
sp|P63126|GAK9_HUMAN	len=666	ExpAA=0.15	First60=0.06	PredHel=0	Topology=o
sp|P0DTW1|GAGE1_HUMAN	len=117	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
sp|Q8WW38|FOG2_HUMAN	len=1151	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|P55040|GEM_HUMAN	len=296	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q9BXV9|GON7_HUMAN	len=100	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|P38919|IF4A3_HUMAN	len=411	ExpAA=0.09	First60=0.00	PredHel=0	Topology=o
sp|Q9Y6Y9|LY96_HUMAN	len=160	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q14626|I11RA_HUMAN	len=422	ExpAA=23.14	First60=0.29	PredHel=1	Topology=o369-391i
sp|Q9NX62|IMPA3_HUMAN	len=359	ExpAA=22.23	First60=22.21	PredHel=1	Topology=i7-29o
sp|Q9H0B3|IQCN_HUMAN	len=1180	ExpAA=0.10	First60=0.00	PredHel=0	Topology=o
sp|A1A4Y4|IRGM_HUMAN	len=181	ExpAA=0.31	First60=0.00	PredHel=0	Topology=o
sp|A8MZ59|LEUTX_HUMAN	len=198	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q701N2|KRA55_HUMAN	len=237	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q5T5B0|LCE3E_HUMAN	len=92	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
sp|Q3LI67|KRA63_HUMAN	len=103	ExpAA=19.21	First60=17.96	PredHel=0	Topology=i
sp|A8MTY7|KRA97_HUMAN	len=169	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q9BYQ3|KRA93_HUMAN	len=159	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|P07942|LAMB1_HUMAN	len=1786	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|P24043|LAMA2_HUMAN	len=3122	ExpAA=1.15	First60=1.14	PredHel=0	Topology=o
sp|P62502|LCN6_HUMAN	len=163	ExpAA=0.39	First60=0.36	PredHel=0	Topology=o
sp|Q13601|KRR1_HUMAN	len=381	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
sp|P42167|LAP2B_HUMAN	len=454	ExpAA=20.84	First60=0.00	PredHel=1	Topology=o411-430i
sp|P60413|KR10C_HUMAN	len=245	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|O75449|KTNA1_HUMAN	len=491	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
sp|A0A087WSZ0|KVD08_HUMAN	len=117	ExpAA=4.35	First60=4.34	PredHel=0	Topology=o
sp|P59990|KR121_HUMAN	len=96	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q6ZMR3|LDH6A_HUMAN	len=332	ExpAA=2.00	First60=1.96	PredHel=0	Topology=o
sp|A0A0C4DH25|KVD20_HUMAN	len=116	ExpAA=0.38	First60=0.38	PredHel=0	Topology=o
sp|Q3LI73|KR194_HUMAN	len=84	ExpAA=19.90	First60=19.85	PredHel=1	Topology=o10-32i
sp|P09848|LPH_HUMAN	len=1927	ExpAA=22.89	First60=0.39	PredHel=1	Topology=o1881-1903i
sp|Q8NA19|LMBL4_HUMAN	len=623	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
sp|P10911|MCF2_HUMAN	len=925	ExpAA=2.90	First60=2.89	PredHel=0	Topology=o
sp|D6RGH6|MCIN_HUMAN	len=385	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q6P1Q0|LTMD1_HUMAN	len=360	ExpAA=36.90	First60=0.81	PredHel=1	Topology=i139-161o
sp|P43361|MAGA8_HUMAN	len=318	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
sp|Q8WXG6|MADD_HUMAN	len=1647	ExpAA=15.45	First60=0.00	PredHel=0	Topology=o
sp|Q5VZF2|MBNL2_HUMAN	len=373	ExpAA=0.23	First60=0.00	PredHel=0	Topology=o
sp|P43358|MAGA4_HUMAN	len=317	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
sp|Q29980|MICB_HUMAN	len=383	ExpAA=16.45	First60=1.73	PredHel=0	Topology=o
sp|Q9Y618|NCOR2_HUMAN	len=2514	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q96RN5|MED15_HUMAN	len=788	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
sp|Q8IYU8|MICU2_HUMAN	len=434	ExpAA=3.84	First60=3.76	PredHel=0	Topology=o
sp|P08581|MET_HUMAN	len=1390	ExpAA=25.70	First60=0.61	PredHel=1	Topology=o933-955i
sp|Q8TC05|MDM1_HUMAN	len=714	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|A6NCE7|MP3B2_HUMAN	len=125	ExpAA=1.10	First60=0.00	PredHel=0	Topology=o
sp|Q9NXB0|MKS1_HUMAN	len=559	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q8NGN3|O10G4_HUMAN	len=311	ExpAA=152.65	First60=26.25	PredHel=7	Topology=o25-47i60-82o97-119i140-162o202-224i237-259o269-291i
sp|O00566|MPP10_HUMAN	len=681	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q96JB8|MPP4_HUMAN	len=637	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
sp|Q4G0A6|MINY4_HUMAN	len=757	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
sp|Q9UGB7|MIOX_HUMAN	len=285	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|P58340|MLF1_HUMAN	len=268	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q9H195|MUC3B_HUMAN	len=1237	ExpAA=21.97	First60=0.02	PredHel=1	Topology=o1142-1164i
sp|Q04900|MUC24_HUMAN	len=197	ExpAA=24.83	First60=3.00	PredHel=1	Topology=o164-186i
sp|Q9NYP9|MS18A_HUMAN	len=233	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
sp|Q6IN84|MRM1_HUMAN	len=353	ExpAA=0.04	First60=0.01	PredHel=0	Topology=o
sp|Q96E29|MTEF3_HUMAN	len=417	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
sp|Q9Y483|MTF2_HUMAN	len=593	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|O75629|CREG1_HUMAN	len=220	ExpAA=17.76	First60=17.64	PredHel=1	Topology=i7-29o
sp|Q9H693|CP095_HUMAN	len=158	ExpAA=0.63	First60=0.59	PredHel=0	Topology=o
sp|Q96MW5|COG8_HUMAN	len=612	ExpAA=0.03	First60=0.01	PredHel=0	Topology=o
sp|Q68CJ9|CR3L3_HUMAN	len=461	ExpAA=3.76	First60=0.00	PredHel=0	Topology=o
sp|Q53SF7|COBL1_HUMAN	len=1128	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
sp|Q9Y6V7|DDX49_HUMAN	len=483	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|P04080|CYTB_HUMAN	len=98	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
sp|Q9NVF9|EKI2_HUMAN	len=386	ExpAA=0.46	First60=0.00	PredHel=0	Topology=o
sp|Q04741|EMX1_HUMAN	len=290	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
sp|Q05215|EGR4_HUMAN	len=589	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|O75460|ERN1_HUMAN	len=977	ExpAA=33.40	First60=20.00	PredHel=1	Topology=i7-29o
sp|Q92800|EZH1_HUMAN	len=747	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
sp|Q8NHP7|EXD1_HUMAN	len=514	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
sp|P19235|EPOR_HUMAN	len=508	ExpAA=26.15	First60=3.13	PredHel=1	Topology=o251-273i
sp|Q15884|F1892_HUMAN	len=450	ExpAA=43.24	First60=22.43	PredHel=2	Topology=o4-26i86-108o
sp|Q5T9C2|F102A_HUMAN	len=384	ExpAA=0.08	First60=0.06	PredHel=0	Topology=o
sp|Q6P0A1|F180B_HUMAN	len=183	ExpAA=19.30	First60=19.25	PredHel=1	Topology=i7-29o
sp|O60645|EXOC3_HUMAN	len=745	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
sp|Q8IXQ9|ETKMT_HUMAN	len=262	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
sp|Q8IXS8|F126B_HUMAN	len=530	ExpAA=3.46	First60=0.00	PredHel=0	Topology=o
sp|P0CF97|F200B_HUMAN	len=657	ExpAA=1.71	First60=0.00	PredHel=0	Topology=o
sp|Q5BKY9|F133B_HUMAN	len=247	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q15024|EXOS7_HUMAN	len=291	ExpAA=0.11	First60=0.00	PredHel=0	Topology=o
sp|Q9BPY3|F118B_HUMAN	len=351	ExpAA=3.78	First60=3.42	PredHel=0	Topology=o
sp|Q3ZM63|ETDA_HUMAN	len=59	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q16134|ETFD_HUMAN	len=617	ExpAA=18.31	First60=0.00	PredHel=0	Topology=o
sp|Q9NYF3|FA53C_HUMAN	len=392	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q96KK5|H2A1H_HUMAN	len=128	ExpAA=1.63	First60=1.13	PredHel=0	Topology=o
sp|O15063|GRRE1_HUMAN	len=1070	ExpAA=0.11	First60=0.08	PredHel=0	Topology=o
sp|Q96HH9|GRM2B_HUMAN	len=432	ExpAA=25.04	First60=0.00	PredHel=1	Topology=o342-364i
sp|O95528|GTR10_HUMAN	len=541	ExpAA=261.51	First60=34.72	PredHel=12	Topology=i7-29o49-68i80-102o106-128i135-157o167-189i232-254o269-291i298-320o413-435i448-470o475-497i
sp|Q99878|H2A1J_HUMAN	len=128	ExpAA=1.67	First60=1.15	PredHel=0	Topology=o
sp|Q14416|GRM2_HUMAN	len=872	ExpAA=146.53	First60=0.67	PredHel=7	Topology=o567-589i602-624o634-651i678-700o728-747i760-782o797-819i
sp|Q9BYW1|GTR11_HUMAN	len=496	ExpAA=236.28	First60=21.94	PredHel=10	Topology=i13-35o63-85i97-114o124-141i154-176o310-332i339-361o376-395i408-430o435-457i
sp|Q96CS2|HAUS1_HUMAN	len=278	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q8TD20|GTR12_HUMAN	len=617	ExpAA=253.44	First60=18.74	PredHel=12	Topology=i39-61o81-101i108-130o134-156i168-190o195-217i279-301o316-338i345-364o465-487i499-521o525-547i
sp|Q14832|GRM3_HUMAN	len=879	ExpAA=146.24	First60=1.48	PredHel=6	Topology=o577-599i612-634o687-709i737-756o771-793i806-828o
sp|Q9NVX0|HAUS2_HUMAN	len=235	ExpAA=4.67	First60=4.66	PredHel=0	Topology=o
sp|Q8IYU2|HACE1_HUMAN	len=909	ExpAA=0.13	First60=0.00	PredHel=0	Topology=o
sp|Q9BQN1|FA83C_HUMAN	len=747	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
sp|P0DMU3|F231L_HUMAN	len=169	ExpAA=0.80	First60=0.68	PredHel=0	Topology=o
sp|P0C0S8|H2A1_HUMAN	len=130	ExpAA=1.61	First60=1.12	PredHel=0	Topology=o
sp|Q9H0X4|F234A_HUMAN	len=552	ExpAA=22.11	First60=10.73	PredHel=1	Topology=i49-71o
sp|Q9H6D7|HAUS4_HUMAN	len=363	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|O94927|HAUS5_HUMAN	len=633	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
sp|Q9UJ83|HACL1_HUMAN	len=578	ExpAA=17.00	First60=5.06	PredHel=0	Topology=o
sp|A0A1B0GVD1|F237B_HUMAN	len=139	ExpAA=3.17	First60=3.16	PredHel=0	Topology=o
sp|P33947|ERD22_HUMAN	len=212	ExpAA=108.33	First60=16.59	PredHel=4	Topology=i56-78o116-138i151-168o178-200i
sp|A0A1B0GVK7|F240A_HUMAN	len=83	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|A0A1B0GVZ2|F240B_HUMAN	len=78	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
sp|O00222|GRM8_HUMAN	len=908	ExpAA=153.51	First60=5.73	PredHel=6	Topology=o583-605i621-643o693-715i747-768o783-805i812-834o
sp|Q8NFI4|F10A5_HUMAN	len=369	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
sp|Q16877|F264_HUMAN	len=469	ExpAA=0.15	First60=0.13	PredHel=0	Topology=o
sp|O14944|EREG_HUMAN	len=169	ExpAA=40.83	First60=17.96	PredHel=2	Topology=i13-35o118-140i
sp|Q16777|H2A2C_HUMAN	len=129	ExpAA=1.40	First60=0.95	PredHel=0	Topology=o
sp|Q8N5W8|FA24B_HUMAN	len=94	ExpAA=21.35	First60=21.35	PredHel=1	Topology=o4-26i
sp|Q6UW88|EPGN_HUMAN	len=154	ExpAA=28.15	First60=5.50	PredHel=1	Topology=o111-133i
sp|P98073|ENTK_HUMAN	len=1019	ExpAA=23.05	First60=22.58	PredHel=1	Topology=i21-43o
sp|Q9NQZ7|ENTP7_HUMAN	len=604	ExpAA=46.46	First60=24.20	PredHel=2	Topology=i30-52o548-570i
sp|P54756|EPHA5_HUMAN	len=1037	ExpAA=9.32	First60=0.04	PredHel=0	Topology=o
sp|P62993|GRB2_HUMAN	len=217	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|A6NFZ4|FA24A_HUMAN	len=105	ExpAA=22.83	First60=22.83	PredHel=1	Topology=i13-35o
sp|Q96C92|ENTR1_HUMAN	len=435	ExpAA=0.08	First60=0.04	PredHel=0	Topology=o
sp|Q5TGI0|FAXC_HUMAN	len=409	ExpAA=10.00	First60=0.92	PredHel=0	Topology=o
sp|Q9NWM8|FKB14_HUMAN	len=211	ExpAA=14.06	First60=14.05	PredHel=0	Topology=o
sp|Q14318|FKBP8_HUMAN	len=412	ExpAA=20.33	First60=0.00	PredHel=1	Topology=o390-409i
sp|Q9Y613|FHOD1_HUMAN	len=1164	ExpAA=0.14	First60=0.00	PredHel=0	Topology=o
sp|Q02790|FKBP4_HUMAN	len=459	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q9NZ56|FMN2_HUMAN	len=1722	ExpAA=0.13	First60=0.00	PredHel=0	Topology=o
sp|Q6ZV73|FGD6_HUMAN	len=1430	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
sp|O15228|GNPAT_HUMAN	len=680	ExpAA=3.06	First60=0.14	PredHel=0	Topology=o
sp|P23416|GLRA2_HUMAN	len=452	ExpAA=79.87	First60=3.04	PredHel=4	Topology=o256-278i285-304o319-341i424-441o
sp|Q5SZD4|GLYL3_HUMAN	len=288	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q9NXR8|ING3_HUMAN	len=418	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
sp|Q8N201|INT1_HUMAN	len=2190	ExpAA=0.38	First60=0.00	PredHel=0	Topology=o
sp|O15503|INSI1_HUMAN	len=277	ExpAA=105.09	First60=0.25	PredHel=5	Topology=i88-107o122-144i183-202o212-234i241-263o
sp|Q9UNL4|ING4_HUMAN	len=249	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q9H0H0|INT2_HUMAN	len=1204	ExpAA=2.48	First60=0.01	PredHel=0	Topology=o
sp|Q9Y5U4|INSI2_HUMAN	len=225	ExpAA=103.43	First60=22.20	PredHel=5	Topology=o27-49i62-84o131-148i153-175o185-207i
sp|Q8WYH8|ING5_HUMAN	len=240	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q8NHK3|KI2LB_HUMAN	len=375	ExpAA=24.78	First60=2.47	PredHel=1	Topology=o241-263i
sp|Q9NPI9|KCJ16_HUMAN	len=418	ExpAA=51.56	First60=0.35	PredHel=2	Topology=i74-96o147-169i
sp|Q14954|KI2S1_HUMAN	len=304	ExpAA=21.50	First60=2.07	PredHel=1	Topology=o243-265i
sp|P43631|KI2S2_HUMAN	len=304	ExpAA=22.94	First60=1.98	PredHel=1	Topology=o243-265i
sp|P22612|KAPCG_HUMAN	len=351	ExpAA=1.90	First60=0.00	PredHel=0	Topology=o
sp|Q14952|KI2S3_HUMAN	len=304	ExpAA=22.07	First60=2.37	PredHel=1	Topology=o243-265i
sp|P54819|KAD2_HUMAN	len=239	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
sp|Q86VH2|KIF27_HUMAN	len=1401	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
sp|P43632|KI2S4_HUMAN	len=304	ExpAA=27.79	First60=7.22	PredHel=1	Topology=o243-265i
sp|B7U540|KCJ18_HUMAN	len=433	ExpAA=67.49	First60=0.25	PredHel=3	Topology=i84-106o126-148i155-177o
sp|Q14953|KI2S5_HUMAN	len=304	ExpAA=25.33	First60=6.15	PredHel=1	Topology=o243-265i
sp|P55259|GP2_HUMAN	len=537	ExpAA=26.70	First60=7.28	PredHel=1	Topology=o514-536i
sp|Q9H116|GZF1_HUMAN	len=711	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
