sp|Q8NGR5|OR1L4_HUMAN	len=311	ExpAA=138.15	First60=23.57	PredHel=6	Topology=i28-50o60-79i92-109o205-227i239-261o276-293i
sp|A6NH21|SERC4_HUMAN	len=518	ExpAA=197.50	First60=0.09	PredHel=9	Topology=o62-84i154-173o178-200i221-243o258-280i287-306o338-357i426-448o463-485i
sp|Q9BZQ2|SHP1L_HUMAN	len=653	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|P62847|RS24_HUMAN	len=133	ExpAA=4.14	First60=1.25	PredHel=0	Topology=i
sp|P62753|RS6_HUMAN	len=249	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
sp|Q8NBX0|SCPDL_HUMAN	len=429	ExpAA=24.26	First60=0.17	PredHel=1	Topology=o277-299i
sp|Q8NBI5|S43A3_HUMAN	len=491	ExpAA=243.66	First60=22.96	PredHel=11	Topology=o15-37i70-92o97-119i124-143o158-180i279-301o316-338i359-381o396-418i425-447o457-476i
sp|Q96EE3|SEH1_HUMAN	len=360	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q96GZ6|S41A3_HUMAN	len=507	ExpAA=218.03	First60=0.00	PredHel=10	Topology=i65-87o149-171i183-208o223-245i252-271o281-303i315-337o373-395i408-430o477-499i
sp|Q9UP95|S12A4_HUMAN	len=1085	ExpAA=263.46	First60=0.00	PredHel=12	Topology=o119-141i153-175o185-207i214-236o251-270i277-296o416-438i451-473o493-515i555-572o576-598i618-640o
sp|Q96T21|SEBP2_HUMAN	len=854	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
sp|Q99584|S10AD_HUMAN	len=98	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q8N808|S35G3_HUMAN	len=338	ExpAA=177.60	First60=20.36	PredHel=7	Topology=o36-58i159-178o188-210i223-245o250-272i279-301o311-330i
sp|Q8N357|S35F6_HUMAN	len=371	ExpAA=197.73	First60=30.73	PredHel=10	Topology=i9-31o46-68i89-108o118-137i142-164o174-196i216-238o261-283i295-312o317-336i
sp|Q8TAC9|SCAM5_HUMAN	len=235	ExpAA=92.38	First60=19.27	PredHel=4	Topology=i41-63o68-90i103-125o145-167i
sp|Q96IW7|SC22A_HUMAN	len=307	ExpAA=75.99	First60=0.07	PredHel=4	Topology=i188-210o225-247i254-271o276-295i
sp|A0AVI4|TM129_HUMAN	len=362	ExpAA=64.80	First60=24.78	PredHel=3	Topology=i7-29o57-79i92-114o
sp|Q9H6L2|TM231_HUMAN	len=316	ExpAA=44.87	First60=21.06	PredHel=2	Topology=i21-43o268-285i
sp|Q9UBT2|SAE2_HUMAN	len=640	ExpAA=7.95	First60=1.15	PredHel=0	Topology=o
sp|Q5W0B7|TM236_HUMAN	len=351	ExpAA=137.03	First60=35.04	PredHel=6	Topology=i9-31o46-68i89-111o126-144i263-282o302-334i
sp|Q9Y584|TIM22_HUMAN	len=194	ExpAA=46.43	First60=0.06	PredHel=2	Topology=i70-92o174-193i
sp|Q9NPI0|TM138_HUMAN	len=162	ExpAA=82.95	First60=37.06	PredHel=4	Topology=i7-24o39-61i81-100o115-134i
sp|O15417|TNC18_HUMAN	len=2968	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
sp|Q96Q45|TM237_HUMAN	len=408	ExpAA=88.69	First60=0.00	PredHel=4	Topology=i230-252o267-289i302-324o354-376i
sp|Q15019|SEPT2_HUMAN	len=361	ExpAA=0.11	First60=0.08	PredHel=0	Topology=o
sp|Q8WY21|SORC1_HUMAN	len=1168	ExpAA=24.50	First60=3.55	PredHel=1	Topology=o1098-1120i
sp|O15079|SNPH_HUMAN	len=494	ExpAA=3.64	First60=0.00	PredHel=0	Topology=o
sp|Q8IV31|TM139_HUMAN	len=216	ExpAA=40.93	First60=40.68	PredHel=2	Topology=o13-31i38-60o
sp|C9JI98|TM238_HUMAN	len=176	ExpAA=44.15	First60=22.54	PredHel=2	Topology=i38-60o70-92i
sp|Q9Y6L6|SO1B1_HUMAN	len=691	ExpAA=253.00	First60=21.37	PredHel=11	Topology=i30-52o67-89i96-118o208-230i257-279o332-354i375-397o407-429i536-558o573-595i624-646o
sp|Q9NV12|TM140_HUMAN	len=185	ExpAA=89.80	First60=22.86	PredHel=4	Topology=i12-34o82-104i117-139o149-171i
sp|O14788|TNF11_HUMAN	len=317	ExpAA=22.36	First60=12.54	PredHel=1	Topology=i48-70o
sp|Q8WW34|TM239_HUMAN	len=195	ExpAA=63.52	First60=0.00	PredHel=3	Topology=i104-126o141-163i165-187o
sp|A2RU48|SMCO3_HUMAN	len=225	ExpAA=26.61	First60=0.00	PredHel=1	Topology=o150-172i
sp|Q13435|SF3B2_HUMAN	len=895	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q9BWW4|SSBP3_HUMAN	len=388	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
sp|O43291|SPIT2_HUMAN	len=252	ExpAA=35.22	First60=12.29	PredHel=1	Topology=o199-221i
sp|Q7RTN6|STRAA_HUMAN	len=431	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
sp|Q8WXA9|SREK1_HUMAN	len=508	ExpAA=0.04	First60=0.04	PredHel=0	Topology=o
sp|Q9NWH7|SPAT6_HUMAN	len=488	ExpAA=0.03	First60=0.03	PredHel=0	Topology=o
sp|Q15532|SSXT_HUMAN	len=418	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q9BXA5|SUCR1_HUMAN	len=334	ExpAA=153.45	First60=23.93	PredHel=7	Topology=o28-50i62-84o99-118i139-161o186-208i229-251o277-299i
sp|P0DMM9|ST1A3_HUMAN	len=295	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|O00338|ST1C2_HUMAN	len=296	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q15468|STIL_HUMAN	len=1287	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
sp|Q5VZP5|STYL2_HUMAN	len=1158	ExpAA=16.35	First60=0.00	PredHel=0	Topology=o
sp|Q9NSD9|SYFB_HUMAN	len=589	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|O75486|SUPT3_HUMAN	len=317	ExpAA=0.15	First60=0.00	PredHel=0	Topology=o
sp|O43463|SUV91_HUMAN	len=412	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|P0C851|PIRT_HUMAN	len=137	ExpAA=45.18	First60=4.79	PredHel=2	Topology=i55-77o92-114i
sp|O00592|PODXL_HUMAN	len=558	ExpAA=22.48	First60=0.16	PredHel=1	Topology=o461-483i
sp|Q9NWS0|PIHD1_HUMAN	len=290	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q3MUY2|PIGY_HUMAN	len=71	ExpAA=44.62	First60=43.35	PredHel=2	Topology=o4-26i39-61o
sp|P14859|PO2F1_HUMAN	len=743	ExpAA=0.13	First60=0.00	PredHel=0	Topology=o
sp|Q32ZL2|PLPR5_HUMAN	len=321	ExpAA=125.73	First60=21.18	PredHel=6	Topology=i7-29o66-88i122-144o196-213i225-242o252-274i
sp|Q9H875|PKRI1_HUMAN	len=184	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
sp|Q7Z4L9|PPR42_HUMAN	len=309	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q9Y446|PKP3_HUMAN	len=797	ExpAA=0.11	First60=0.00	PredHel=0	Topology=o
sp|Q9NQV8|PRDM8_HUMAN	len=689	ExpAA=0.06	First60=0.03	PredHel=0	Topology=o
sp|Q9H3S7|PTN23_HUMAN	len=1636	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
sp|A3QJZ7|PRA27_HUMAN	len=478	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
sp|Q9H4E5|RHOJ_HUMAN	len=214	ExpAA=0.12	First60=0.12	PredHel=0	Topology=o
sp|P48382|RFX5_HUMAN	len=616	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|O14559|RHG33_HUMAN	len=1287	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q6NUQ1|RINT1_HUMAN	len=792	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
sp|P61353|RL27_HUMAN	len=136	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|P29353|SHC1_HUMAN	len=583	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
sp|P42224|STAT1_HUMAN	len=750	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q6T310|RSLBA_HUMAN	len=242	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
sp|Q8TEE9|SAP25_HUMAN	len=199	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q9H2H9|S38A1_HUMAN	len=487	ExpAA=240.34	First60=0.00	PredHel=11	Topology=i75-97o102-124i148-169o189-211i216-238o275-297i309-331o351-373i394-413o417-439i452-474o
sp|O75446|SAP30_HUMAN	len=220	ExpAA=6.84	First60=6.84	PredHel=0	Topology=o
sp|Q96QD8|S38A2_HUMAN	len=506	ExpAA=238.29	First60=0.00	PredHel=9	Topology=i69-91o101-123i189-211o215-237i330-352o372-394i415-434o439-461i473-495o
sp|Q9NY26|S39A1_HUMAN	len=324	ExpAA=141.68	First60=21.49	PredHel=6	Topology=o33-55i68-90o105-124i238-260o270-292i304-323o
sp|Q6NUJ1|SAPL1_HUMAN	len=521	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
sp|Q8WU76|SCFD2_HUMAN	len=684	ExpAA=1.04	First60=0.00	PredHel=0	Topology=o
sp|P05060|SCG1_HUMAN	len=677	ExpAA=0.66	First60=0.66	PredHel=0	Topology=o
sp|Q8N488|RYBP_HUMAN	len=228	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
sp|Q9BRY0|S39A3_HUMAN	len=314	ExpAA=165.17	First60=38.82	PredHel=8	Topology=o5-27i44-66o86-108i170-187o197-219i232-250o260-282i294-312o
sp|A0A286YEY9|SCGR1_HUMAN	len=88	ExpAA=0.08	First60=0.08	PredHel=0	Topology=o
sp|Q9C0K1|S39A8_HUMAN	len=460	ExpAA=151.52	First60=22.44	PredHel=7	Topology=i7-29o128-150i157-179o199-216i366-385o390-409i430-452o
sp|Q92736|RYR2_HUMAN	len=4967	ExpAA=167.14	First60=0.00	PredHel=6	Topology=o4280-4302i4499-4518o4571-4593i4710-4732o4767-4789i4848-4867o
sp|P47872|SCTR_HUMAN	len=440	ExpAA=150.67	First60=0.34	PredHel=5	Topology=o145-167i258-280o295-317i338-360o370-392i
sp|Q7Z3Q1|S46A3_HUMAN	len=461	ExpAA=256.96	First60=18.24	PredHel=12	Topology=i7-29o78-95i102-124o134-156i169-191o196-218i259-281o296-318i325-347o351-373i385-407o417-436i
sp|A0A286YF77|SCGR6_HUMAN	len=105	ExpAA=0.12	First60=0.12	PredHel=0	Topology=o
sp|Q5BKX6|S45A4_HUMAN	len=768	ExpAA=252.11	First60=1.16	PredHel=12	Topology=i60-82o87-109i122-144o154-173i194-216o231-253i511-533o560-579i592-614o618-640i660-679o694-716i
sp|Q9HB31|SEBOX_HUMAN	len=190	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
sp|Q9Y2W3|S45A1_HUMAN	len=782	ExpAA=249.92	First60=0.01	PredHel=11	Topology=o156-178i191-210o225-244i265-287o302-324i560-582o606-628i635-657o662-684i714-736o741-763i
sp|Q8NBS3|S4A11_HUMAN	len=875	ExpAA=251.04	First60=0.00	PredHel=11	Topology=o359-381i401-423o443-465i477-499o554-576i636-658o684-706i741-763o767-786i813-835o840-857i
sp|Q5VXD3|SAM13_HUMAN	len=122	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q8N697|S15A4_HUMAN	len=577	ExpAA=268.80	First60=27.51	PredHel=13	Topology=o15-32i45-67o77-96i105-127o147-169i194-216o226-248i317-336o364-383i404-421o455-477i490-512o532-554i
sp|Q9UHA2|S18L2_HUMAN	len=77	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
sp|Q96RN1|S26A8_HUMAN	len=970	ExpAA=252.74	First60=0.00	PredHel=11	Topology=i91-113o119-141i148-167o197-219i232-254o269-291i312-329o357-376i430-452o457-476i497-519o
sp|Q14242|SELPL_HUMAN	len=412	ExpAA=22.87	First60=0.04	PredHel=1	Topology=o321-343i
sp|O75056|SDC3_HUMAN	len=442	ExpAA=26.12	First60=3.22	PredHel=1	Topology=o387-409i
sp|Q5T1Q4|S35F1_HUMAN	len=408	ExpAA=212.70	First60=1.07	PredHel=10	Topology=i61-80o95-117i129-146o156-178i185-207o217-236i249-267o282-304i311-333o338-360i
sp|O94855|SC24D_HUMAN	len=1032	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
sp|Q8TCU3|S7A13_HUMAN	len=470	ExpAA=254.61	First60=40.58	PredHel=12	Topology=i13-35o50-72i93-115o137-154i161-183o207-229i242-264o286-308i335-357o362-379i392-414o420-442i
sp|Q9Y5X1|SNX9_HUMAN	len=595	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
sp|P50591|TNF10_HUMAN	len=281	ExpAA=22.84	First60=22.84	PredHel=1	Topology=o15-37i
sp|Q13487|SNPC2_HUMAN	len=334	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
sp|Q9UQE7|SMC3_HUMAN	len=1217	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
sp|Q96PQ0|SORC2_HUMAN	len=1159	ExpAA=22.87	First60=0.21	PredHel=1	Topology=o1078-1100i
sp|O15357|SHIP2_HUMAN	len=1258	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q16181|SEPT7_HUMAN	len=437	ExpAA=0.10	First60=0.05	PredHel=0	Topology=o
sp|O14543|SOCS3_HUMAN	len=225	ExpAA=0.03	First60=0.02	PredHel=0	Topology=o
sp|Q6ZQN7|SO4C1_HUMAN	len=724	ExpAA=264.67	First60=0.00	PredHel=11	Topology=i106-128o143-165i174-196o228-250i271-293o313-335i383-405o420-442i577-599o614-636i668-690o
sp|Q147U7|SMCO1_HUMAN	len=214	ExpAA=1.35	First60=0.00	PredHel=0	Topology=o
sp|Q92966|SNPC3_HUMAN	len=411	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q96HI0|SENP5_HUMAN	len=755	ExpAA=0.11	First60=0.03	PredHel=0	Topology=o
sp|P41225|SOX3_HUMAN	len=446	ExpAA=2.10	First60=0.00	PredHel=0	Topology=o
sp|Q9BZZ2|SN_HUMAN	len=1709	ExpAA=22.73	First60=0.02	PredHel=1	Topology=o1643-1665i
