sp|Q9BZM6|ULBP1_HUMAN	len=244	ExpAA=18.75	First60=1.12	PredHel=1	Topology=o226-243i
sp|O75038|PLCH2_HUMAN	len=1416	ExpAA=0.69	First60=0.69	PredHel=0	Topology=o
sp|Q8TAB5|CA216_HUMAN	len=229	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q8TC26|TM163_HUMAN	len=289	ExpAA=131.68	First60=0.00	PredHel=6	Topology=i90-112o117-139i152-174o189-211i218-240o250-272i
sp|Q8WZ71|TM158_HUMAN	len=300	ExpAA=44.70	First60=0.05	PredHel=2	Topology=o230-252i272-294o
sp|A8MUP6|GS1L2_HUMAN	len=293	ExpAA=87.57	First60=21.73	PredHel=4	Topology=i9-31o121-143i163-185o200-222i
sp|P10114|RAP2A_HUMAN	len=183	ExpAA=6.34	First60=6.28	PredHel=0	Topology=o
sp|P55087|AQP4_HUMAN	len=323	ExpAA=134.88	First60=21.68	PredHel=6	Topology=i33-55o70-92i112-134o154-176i189-211o231-253i
sp|Q9H0Q0|CYRIA_HUMAN	len=323	ExpAA=0.91	First60=0.00	PredHel=0	Topology=o
sp|Q7Z4K8|TRI46_HUMAN	len=759	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
sp|Q86VE3|SATL1_HUMAN	len=695	ExpAA=0.30	First60=0.00	PredHel=0	Topology=o
sp|Q96IM9|DYDC2_HUMAN	len=177	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q9NPG2|NGB_HUMAN	len=151	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
sp|P56177|DLX1_HUMAN	len=255	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|O43918|AIRE_HUMAN	len=545	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
sp|A0AV02|S12A8_HUMAN	len=714	ExpAA=258.93	First60=22.23	PredHel=10	Topology=i37-59o74-96i117-139o154-176i183-205o233-255i267-289o309-331i361-383o610-632i
sp|Q9NZR4|VSX1_HUMAN	len=365	ExpAA=0.13	First60=0.00	PredHel=0	Topology=o
sp|Q96QZ0|PANX3_HUMAN	len=392	ExpAA=80.89	First60=10.13	PredHel=2	Topology=i110-132o268-290i
sp|Q13009|TIAM1_HUMAN	len=1591	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q8IYX4|DND1_HUMAN	len=353	ExpAA=1.72	First60=0.00	PredHel=0	Topology=o
sp|Q9Y5H3|PCDGA_HUMAN	len=936	ExpAA=29.18	First60=4.70	PredHel=1	Topology=o695-717i
sp|P11229|ACM1_HUMAN	len=460	ExpAA=154.23	First60=23.65	PredHel=7	Topology=o27-49i62-84o99-121i142-164o187-209i367-389o399-421i
sp|Q9UQB3|CTND2_HUMAN	len=1225	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|O94772|LY6H_HUMAN	len=140	ExpAA=17.22	First60=8.90	PredHel=0	Topology=o
sp|Q9NYM4|GPR83_HUMAN	len=423	ExpAA=154.27	First60=0.01	PredHel=7	Topology=o74-96i108-130o145-167i187-206o241-263i294-316o326-348i
sp|Q8NE35|CPEB3_HUMAN	len=698	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
sp|Q14940|SL9A5_HUMAN	len=896	ExpAA=244.58	First60=14.44	PredHel=10	Topology=o44-66i73-95o135-157i170-192o202-224i244-266o281-303i363-385o400-418i430-449o
sp|P62805|H4_HUMAN	len=103	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q8TAE7|KCNG3_HUMAN	len=436	ExpAA=143.67	First60=0.11	PredHel=7	Topology=i166-188o221-243i256-274o294-316i323-342o357-376i388-410o
sp|P30872|SSR1_HUMAN	len=391	ExpAA=158.33	First60=0.97	PredHel=7	Topology=o61-83i96-118o138-160i173-195o225-247i268-290o305-327i
sp|Q9UJ96|KCNG2_HUMAN	len=466	ExpAA=111.64	First60=0.07	PredHel=5	Topology=o174-196i217-236o251-273i322-344o384-406i
sp|P49758|RGS6_HUMAN	len=472	ExpAA=0.09	First60=0.00	PredHel=0	Topology=o
sp|Q9NQT8|KI13B_HUMAN	len=1826	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
sp|P10827|THA_HUMAN	len=490	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q96ID5|IGS21_HUMAN	len=467	ExpAA=1.51	First60=0.90	PredHel=0	Topology=o
sp|Q9Y5G6|PCDG7_HUMAN	len=932	ExpAA=32.25	First60=9.27	PredHel=1	Topology=o692-714i
sp|Q5T1Q4|S35F1_HUMAN	len=408	ExpAA=212.70	First60=1.07	PredHel=10	Topology=i61-80o95-117i129-146o156-178i185-207o217-236i249-267o282-304i311-333o338-360i
sp|Q6ZT52|FA43B_HUMAN	len=329	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
sp|Q99581|FEV_HUMAN	len=238	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
sp|Q86Z23|C1QL4_HUMAN	len=238	ExpAA=0.14	First60=0.11	PredHel=0	Topology=o
sp|P78380|OLR1_HUMAN	len=273	ExpAA=23.18	First60=23.10	PredHel=1	Topology=i34-56o
sp|Q96IV6|FXDC2_HUMAN	len=333	ExpAA=115.02	First60=21.50	PredHel=4	Topology=i28-50o77-99i135-157o167-189i
sp|P21918|DRD5_HUMAN	len=477	ExpAA=141.48	First60=18.46	PredHel=6	Topology=o44-66i78-100o115-136i156-178o227-249i294-316o
sp|O00755|WNT7A_HUMAN	len=349	ExpAA=23.39	First60=22.52	PredHel=1	Topology=i12-34o
sp|P45984|MK09_HUMAN	len=424	ExpAA=2.77	First60=2.54	PredHel=0	Topology=o
sp|Q99726|ZNT3_HUMAN	len=388	ExpAA=108.34	First60=0.00	PredHel=4	Topology=i76-98o144-166i179-201o234-256i
sp|Q96NX5|KCC1G_HUMAN	len=476	ExpAA=12.64	First60=12.18	PredHel=0	Topology=o
sp|Q5JUK3|KCNT1_HUMAN	len=1230	ExpAA=143.33	First60=0.00	PredHel=5	Topology=i98-117o158-180i248-270o280-298i305-327o
sp|Q7Z5A7|TAFA5_HUMAN	len=132	ExpAA=21.94	First60=21.94	PredHel=1	Topology=o15-37i
sp|Q96EV8|DTBP1_HUMAN	len=351	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|P41219|PERI_HUMAN	len=470	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|P04629|NTRK1_HUMAN	len=796	ExpAA=39.49	First60=3.20	PredHel=1	Topology=o417-439i
sp|Q9H3T3|SEM6B_HUMAN	len=888	ExpAA=25.37	First60=3.36	PredHel=1	Topology=o602-624i
sp|Q13634|CAD18_HUMAN	len=790	ExpAA=23.66	First60=0.90	PredHel=1	Topology=o614-636i
sp|Q8NFW9|MYRIP_HUMAN	len=859	ExpAA=0.18	First60=0.00	PredHel=0	Topology=o
sp|Q8IUC8|GLT13_HUMAN	len=556	ExpAA=21.27	First60=21.26	PredHel=1	Topology=i5-27o
sp|Q8IV13|CCNJL_HUMAN	len=435	ExpAA=3.55	First60=0.10	PredHel=0	Topology=o
sp|Q9Y5G3|PCDGD_HUMAN	len=927	ExpAA=31.81	First60=9.03	PredHel=1	Topology=o687-709i
sp|Q9BZC1|CELF4_HUMAN	len=486	ExpAA=16.08	First60=0.00	PredHel=0	Topology=o
sp|Q9Y278|HS3S2_HUMAN	len=367	ExpAA=18.18	First60=18.16	PredHel=1	Topology=i20-39o
sp|Q9BQT9|CSTN3_HUMAN	len=956	ExpAA=22.59	First60=0.00	PredHel=1	Topology=o846-868i
sp|Q8TAG6|VEXIN_HUMAN	len=207	ExpAA=0.10	First60=0.00	PredHel=0	Topology=o
sp|Q9BYL1|SAM10_HUMAN	len=202	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
sp|Q9Y5F9|PCDGI_HUMAN	len=930	ExpAA=23.11	First60=0.26	PredHel=1	Topology=o691-713i
sp|Q15768|EFNB3_HUMAN	len=340	ExpAA=42.27	First60=20.25	PredHel=2	Topology=i13-35o225-247i
sp|O14782|KIF3C_HUMAN	len=793	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
sp|Q93038|TNR25_HUMAN	len=417	ExpAA=28.01	First60=7.84	PredHel=1	Topology=i200-222o
sp|P22888|LSHR_HUMAN	len=699	ExpAA=155.00	First60=0.01	PredHel=7	Topology=o365-387i396-418o440-462i483-505o525-547i572-594o609-626i
sp|Q8N485|LIX1_HUMAN	len=282	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
sp|Q05215|EGR4_HUMAN	len=589	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|P26378|ELAV4_HUMAN	len=385	ExpAA=0.10	First60=0.00	PredHel=0	Topology=o
sp|Q9NR80|ARHG4_HUMAN	len=690	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|P49683|PRLHR_HUMAN	len=370	ExpAA=156.66	First60=0.05	PredHel=7	Topology=o63-85i98-120o135-157i177-199o224-246i278-300o315-337i
sp|Q9UPR5|NAC2_HUMAN	len=921	ExpAA=201.85	First60=6.98	PredHel=9	Topology=i73-95o162-184i197-219o223-245i745-767o782-804i824-843o853-875i896-918o
sp|Q9H0Q3|FXYD6_HUMAN	len=95	ExpAA=40.73	First60=40.72	PredHel=2	Topology=i3-21o36-58i
sp|A6NLU5|VTM2B_HUMAN	len=285	ExpAA=19.02	First60=18.78	PredHel=1	Topology=i7-29o
sp|Q5VWW1|C1QL3_HUMAN	len=255	ExpAA=7.58	First60=7.31	PredHel=0	Topology=o
sp|Q9P2W7|B3GA1_HUMAN	len=334	ExpAA=19.89	First60=19.85	PredHel=1	Topology=i7-24o
sp|Q96A70|AZIN2_HUMAN	len=460	ExpAA=0.15	First60=0.01	PredHel=0	Topology=o
sp|P31391|SSR4_HUMAN	len=388	ExpAA=154.77	First60=10.99	PredHel=7	Topology=o50-72i85-107o127-149i162-184o213-235i260-282o292-314i
sp|Q9P0K9|FRS1L_HUMAN	len=293	ExpAA=27.88	First60=4.97	PredHel=1	Topology=o267-289i
sp|Q6UXN8|CLC9A_HUMAN	len=241	ExpAA=22.71	First60=22.69	PredHel=1	Topology=i34-56o
sp|Q8WXH2|JPH3_HUMAN	len=748	ExpAA=22.27	First60=0.00	PredHel=1	Topology=o725-747i
sp|P32239|GASR_HUMAN	len=447	ExpAA=157.19	First60=2.60	PredHel=7	Topology=o58-80i92-114o129-151i172-194o219-241i331-350o370-392i
sp|Q5TIE3|VW5B1_HUMAN	len=1220	ExpAA=0.52	First60=0.35	PredHel=0	Topology=o
sp|Q06889|EGR3_HUMAN	len=387	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
sp|Q6VUC0|AP2E_HUMAN	len=442	ExpAA=3.29	First60=0.00	PredHel=0	Topology=o
sp|Q99928|GBRG3_HUMAN	len=467	ExpAA=85.10	First60=0.00	PredHel=4	Topology=o255-277i284-303o318-340i443-465o
sp|P78333|GPC5_HUMAN	len=572	ExpAA=0.59	First60=0.16	PredHel=0	Topology=o
sp|Q9UQ05|KCNH4_HUMAN	len=1017	ExpAA=130.83	First60=0.01	PredHel=6	Topology=o228-250i263-280o314-336i357-379o425-447i454-476o
sp|Q13003|GRIK3_HUMAN	len=919	ExpAA=73.71	First60=6.97	PredHel=3	Topology=o565-584i641-663o823-845i
sp|Q86XE0|SNX32_HUMAN	len=403	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q9NSD7|RL3R1_HUMAN	len=469	ExpAA=150.57	First60=0.14	PredHel=7	Topology=o82-104i117-139o157-179i217-239o272-294i330-352o367-389i
sp|Q9H310|RHBG_HUMAN	len=458	ExpAA=236.05	First60=22.48	PredHel=11	Topology=i13-35o64-82i89-111o126-145i152-174o179-201i214-236o251-273i307-329o344-363i393-415o
sp|Q8NGT2|O13J1_HUMAN	len=312	ExpAA=152.63	First60=23.43	PredHel=7	Topology=o26-48i61-83o98-120i140-162o204-226i238-260o275-292i
sp|Q9C010|IPKB_HUMAN	len=78	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
sp|Q8N5Z5|KCD17_HUMAN	len=321	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
sp|Q9H6B1|Z385D_HUMAN	len=395	ExpAA=0.46	First60=0.00	PredHel=0	Topology=o
sp|A2A3K4|PTPC1_HUMAN	len=754	ExpAA=0.66	First60=0.00	PredHel=0	Topology=o
sp|Q5SW24|DACT2_HUMAN	len=774	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q8TC29|ENKUR_HUMAN	len=256	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q68G74|LHX8_HUMAN	len=356	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q9NSN8|SNTG1_HUMAN	len=517	ExpAA=0.24	First60=0.00	PredHel=0	Topology=o
sp|Q9Y6T7|DGKB_HUMAN	len=804	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
sp|P43365|MAGAC_HUMAN	len=314	ExpAA=0.19	First60=0.00	PredHel=0	Topology=o
sp|O15540|FABP7_HUMAN	len=132	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q15818|NPTX1_HUMAN	len=432	ExpAA=0.78	First60=0.76	PredHel=0	Topology=o
sp|Q9ULB4|CADH9_HUMAN	len=789	ExpAA=23.93	First60=1.13	PredHel=1	Topology=o614-636i
sp|O15075|DCLK1_HUMAN	len=740	ExpAA=0.15	First60=0.00	PredHel=0	Topology=o
sp|P14416|DRD2_HUMAN	len=443	ExpAA=158.26	First60=22.75	PredHel=7	Topology=o37-59i72-94o109-131i152-174o194-216i375-397o407-429i
sp|Q96N23|CFA54_HUMAN	len=3096	ExpAA=3.80	First60=0.00	PredHel=0	Topology=o
sp|Q8TBF8|FA81A_HUMAN	len=368	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q9H4D0|CSTN2_HUMAN	len=955	ExpAA=24.11	First60=1.54	PredHel=1	Topology=o831-853i
sp|Q9P232|CNTN3_HUMAN	len=1028	ExpAA=12.69	First60=4.95	PredHel=0	Topology=o
sp|P32243|OTX2_HUMAN	len=289	ExpAA=0.07	First60=0.07	PredHel=0	Topology=o
sp|A6NI61|MYMK_HUMAN	len=221	ExpAA=120.83	First60=35.78	PredHel=7	Topology=i7-26o36-58i65-83o93-110i115-134o149-171i178-195o
sp|Q9BR01|ST4A1_HUMAN	len=284	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q6ZR08|DYH12_HUMAN	len=3092	ExpAA=2.13	First60=0.00	PredHel=0	Topology=o
sp|Q9H2J7|S6A15_HUMAN	len=730	ExpAA=260.87	First60=0.00	PredHel=12	Topology=i70-89o99-121i142-164o222-244i253-275o302-324i336-358o461-483i496-513o528-550i571-593o617-639i
sp|Q9UJ55|MAGL2_HUMAN	len=1249	ExpAA=0.20	First60=0.00	PredHel=0	Topology=o
sp|A0A1B0GUJ8|PNM8C_HUMAN	len=204	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q9Y2J8|PADI2_HUMAN	len=665	ExpAA=1.03	First60=0.85	PredHel=0	Topology=o
sp|Q8TBB6|S7A14_HUMAN	len=771	ExpAA=310.09	First60=5.13	PredHel=14	Topology=i52-74o84-106i119-141o190-207i214-236o251-273i294-316o336-355i385-402o407-429i563-585o595-617i626-648o653-675i
sp|P32004|L1CAM_HUMAN	len=1257	ExpAA=23.32	First60=0.59	PredHel=1	Topology=o1121-1143i
sp|Q14289|FAK2_HUMAN	len=1009	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
sp|P14867|GBRA1_HUMAN	len=456	ExpAA=84.71	First60=0.58	PredHel=4	Topology=o252-274i281-300o315-337i421-443o
sp|Q8IUQ0|CLVS1_HUMAN	len=354	ExpAA=0.09	First60=0.00	PredHel=0	Topology=o
sp|P35414|APJ_HUMAN	len=380	ExpAA=156.41	First60=22.92	PredHel=7	Topology=o32-54i67-89o109-131i144-166o203-225i245-267o287-309i
sp|Q9Y5H4|PCDG1_HUMAN	len=931	ExpAA=26.91	First60=3.35	PredHel=1	Topology=o691-713i
sp|P36551|HEM6_HUMAN	len=454	ExpAA=11.17	First60=0.00	PredHel=0	Topology=o
sp|Q08462|ADCY2_HUMAN	len=1091	ExpAA=256.65	First60=14.72	PredHel=12	Topology=i44-66o76-98i105-127o137-154i159-181o186-208i600-622o627-649i680-702o734-756i763-785o805-822i
sp|Q9GZV3|SC5A7_HUMAN	len=580	ExpAA=278.61	First60=35.02	PredHel=12	Topology=o5-27i48-70o80-102i129-151o161-183i190-212o237-259i272-294o322-344i377-399o404-426i433-455o
sp|Q9BYH1|SE6L1_HUMAN	len=1024	ExpAA=26.07	First60=3.61	PredHel=1	Topology=o957-979i
sp|Q9UPW6|SATB2_HUMAN	len=733	ExpAA=0.07	First60=0.03	PredHel=0	Topology=o
sp|P57721|PCBP3_HUMAN	len=371	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
sp|O94886|CSCL1_HUMAN	len=807	ExpAA=226.65	First60=12.87	PredHel=11	Topology=o49-71i146-168o192-211i422-443o463-485i506-528o559-581i602-624o628-645i666-688o698-720i
sp|Q8TF21|ANR24_HUMAN	len=1146	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
sp|Q49AJ0|F135B_HUMAN	len=1406	ExpAA=0.86	First60=0.00	PredHel=0	Topology=o
sp|Q8NI35|INADL_HUMAN	len=1801	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
sp|P35372|OPRM_HUMAN	len=400	ExpAA=153.55	First60=0.01	PredHel=7	Topology=o73-95i107-126o136-158i188-210o236-258i284-303o318-340i
sp|B1AL88|NALF1_HUMAN	len=458	ExpAA=15.18	First60=11.52	PredHel=0	Topology=o
sp|Q6PIL6|KCIP4_HUMAN	len=250	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|P05129|KPCG_HUMAN	len=697	ExpAA=0.49	First60=0.00	PredHel=0	Topology=o
sp|Q9C0B6|BRNP2_HUMAN	len=783	ExpAA=20.86	First60=20.85	PredHel=1	Topology=i21-43o
sp|P0C6C1|AN34C_HUMAN	len=535	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q86YD7|F90A1_HUMAN	len=464	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|O14829|PPE1_HUMAN	len=653	ExpAA=0.13	First60=0.00	PredHel=0	Topology=o
sp|Q99435|NELL2_HUMAN	len=816	ExpAA=16.09	First60=16.09	PredHel=1	Topology=i5-24o
sp|Q96N64|PWP2A_HUMAN	len=755	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
sp|Q09428|ABCC8_HUMAN	len=1581	ExpAA=352.03	First60=21.39	PredHel=16	Topology=o30-52i73-95o105-124i136-158o168-190i302-324o351-368i428-450o455-477i538-560o575-597i1007-1029o1063-1085i1155-1177o1249-1271i1276-1298o
sp|Q7Z6G3|NECA2_HUMAN	len=386	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
sp|Q6PII5|HAGHL_HUMAN	len=290	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
sp|Q9UGQ3|GTR6_HUMAN	len=507	ExpAA=242.55	First60=21.55	PredHel=12	Topology=i39-61o81-103i110-132o136-158i165-187o191-213i279-301o316-333i340-362o391-413i426-448o458-480i
sp|Q8N443|RIBC1_HUMAN	len=379	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q9ULH4|LRFN2_HUMAN	len=789	ExpAA=23.40	First60=0.24	PredHel=1	Topology=o533-555i
sp|Q13972|RGRF1_HUMAN	len=1273	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
sp|A6NFN3|RFOX3_HUMAN	len=312	ExpAA=0.19	First60=0.00	PredHel=0	Topology=o
sp|Q8TAT2|FGFP3_HUMAN	len=258	ExpAA=0.64	First60=0.64	PredHel=0	Topology=o
sp|P52951|GBX2_HUMAN	len=348	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
sp|P0DKB5|TPBGL_HUMAN	len=382	ExpAA=22.61	First60=0.17	PredHel=1	Topology=o306-328i
sp|Q92558|WASF1_HUMAN	len=559	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q5H9J7|BEX5_HUMAN	len=111	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q96NY7|CLIC6_HUMAN	len=704	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
sp|Q7RTU9|STRC_HUMAN	len=1775	ExpAA=22.46	First60=22.31	PredHel=1	Topology=i5-27o
sp|P56211|ARP19_HUMAN	len=112	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|O43854|EDIL3_HUMAN	len=480	ExpAA=0.24	First60=0.24	PredHel=0	Topology=o
sp|P28482|MK01_HUMAN	len=360	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
sp|Q9H3H9|TCAL2_HUMAN	len=227	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q9Y496|KIF3A_HUMAN	len=699	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q9P244|LRFN1_HUMAN	len=771	ExpAA=24.98	First60=2.08	PredHel=1	Topology=o535-557i
sp|Q92730|RND1_HUMAN	len=232	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q6DN14|MCTP1_HUMAN	len=999	ExpAA=49.22	First60=0.00	PredHel=2	Topology=o818-840i914-936o
sp|P34903|GBRA3_HUMAN	len=492	ExpAA=93.52	First60=9.49	PredHel=4	Topology=o277-299i306-325o340-362i457-479o
sp|Q9HDB5|NRX3B_HUMAN	len=637	ExpAA=35.22	First60=12.61	PredHel=1	Topology=o562-584i
sp|Q9Y4C0|NRX3A_HUMAN	len=1643	ExpAA=39.68	First60=17.68	PredHel=1	Topology=o1568-1590i
sp|P63252|KCNJ2_HUMAN	len=427	ExpAA=50.65	First60=0.00	PredHel=2	Topology=i85-107o157-179i
sp|Q9NP95|FGF20_HUMAN	len=211	ExpAA=0.76	First60=0.01	PredHel=0	Topology=o
sp|Q5JQF8|PAP1M_HUMAN	len=200	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
sp|Q68DX3|FRPD2_HUMAN	len=1309	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
sp|P48058|GRIA4_HUMAN	len=902	ExpAA=88.92	First60=20.87	PredHel=4	Topology=i7-29o543-565i626-648o816-838i
sp|Q92599|SEPT8_HUMAN	len=483	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
sp|Q6ZMQ8|LMTK1_HUMAN	len=1374	ExpAA=25.56	First60=15.90	PredHel=0	Topology=o
sp|P49238|CX3C1_HUMAN	len=355	ExpAA=153.39	First60=25.08	PredHel=7	Topology=o34-56i69-91o106-125i146-168o197-219i232-254o274-296i
sp|O95057|DIRA1_HUMAN	len=198	ExpAA=3.04	First60=3.03	PredHel=0	Topology=o
sp|Q8NHH1|TTL11_HUMAN	len=800	ExpAA=4.92	First60=0.01	PredHel=0	Topology=o
sp|Q8IV35|WDR49_HUMAN	len=697	ExpAA=9.44	First60=4.52	PredHel=0	Topology=o
sp|P28223|5HT2A_HUMAN	len=471	ExpAA=159.65	First60=0.00	PredHel=7	Topology=o77-99i112-134o149-171i192-214o234-256i325-347o357-379i
sp|Q1L5Z9|LONF2_HUMAN	len=754	ExpAA=0.80	First60=0.00	PredHel=0	Topology=o
sp|O75110|ATP9A_HUMAN	len=1047	ExpAA=219.06	First60=0.01	PredHel=10	Topology=i65-87o102-122i300-322o332-351i845-867o872-894i924-946o950-969i976-998o1008-1030i
sp|Q07444|NKG2E_HUMAN	len=240	ExpAA=20.60	First60=0.00	PredHel=1	Topology=o75-97i
sp|P20265|PO3F2_HUMAN	len=443	ExpAA=0.33	First60=0.01	PredHel=0	Topology=o
sp|O00192|ARVC_HUMAN	len=962	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|Q13304|GPR17_HUMAN	len=367	ExpAA=134.12	First60=0.06	PredHel=6	Topology=o62-84i97-119o134-153i174-196o222-244i264-281o
sp|P41143|OPRD_HUMAN	len=372	ExpAA=153.89	First60=12.44	PredHel=7	Topology=o48-70i83-105o132-154i167-189o215-237i262-284o299-321i
sp|Q8WXD9|CSKI1_HUMAN	len=1431	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
sp|B2RXF0|T229A_HUMAN	len=380	ExpAA=135.51	First60=4.36	PredHel=4	Topology=o244-266i278-300o310-328i341-363o
sp|Q8TF17|S3TC2_HUMAN	len=1288	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
sp|Q8WXT5|FX4L4_HUMAN	len=416	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
sp|Q6B9Z1|IGFL4_HUMAN	len=124	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
sp|Q9NYQ7|CELR3_HUMAN	len=3312	ExpAA=149.10	First60=1.58	PredHel=6	Topology=o2540-2562i2574-2596o2606-2628i2641-2663o2683-2705i2726-2745o
sp|P48169|GBRA4_HUMAN	len=554	ExpAA=93.25	First60=8.54	PredHel=4	Topology=o258-280i287-306o321-343i524-541o
sp|O43295|SRGP3_HUMAN	len=1099	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
sp|Q6ZMI3|GLDN_HUMAN	len=551	ExpAA=19.76	First60=19.70	PredHel=1	Topology=i13-35o
