# NetGPI 1.1	Timestamp: 20220510141620
ID	Seq-length	Pred. GPI-Anchored	Omega-site pos.	Likelihood	Amino-acid
sp_P25054_APC_HUMAN	2843	Not GPI-Anchored	-	0.941	*
sp_P31321_KAP1_HUMAN	381	Not GPI-Anchored	-	0.989	*
sp_O14764_GBRD_HUMAN	452	Not GPI-Anchored	-	0.541	*
sp_Q6PI97_HOATZ_HUMAN	169	Not GPI-Anchored	-	0.993	*
sp_Q6PGN9_PSRC1_HUMAN	363	Not GPI-Anchored	-	0.994	*
sp_Q17R89_RHG44_HUMAN	818	Not GPI-Anchored	-	0.993	*
sp_P60763_RAC3_HUMAN	192	Not GPI-Anchored	-	0.996	*
sp_O43448_KCAB3_HUMAN	404	Not GPI-Anchored	-	0.995	*
sp_Q9H2G4_TSYL2_HUMAN	693	Not GPI-Anchored	-	0.991	*
sp_Q9H2E6_SEM6A_HUMAN	1030	Not GPI-Anchored	-	0.993	*
sp_P09104_ENOG_HUMAN	434	Not GPI-Anchored	-	0.993	*
sp_A6XGL0_YJEN3_HUMAN	299	Not GPI-Anchored	-	0.987	*
sp_Q96QH2_PRAM_HUMAN	670	Not GPI-Anchored	-	0.995	*
sp_P41145_OPRK_HUMAN	380	Not GPI-Anchored	-	0.996	*
sp_P16471_PRLR_HUMAN	622	Not GPI-Anchored	-	0.993	*
sp_Q86TG7_PEG10_HUMAN	708	Not GPI-Anchored	-	0.994	*
sp_Q9NRU3_CNNM1_HUMAN	951	Not GPI-Anchored	-	0.992	*
sp_Q96JJ6_JPH4_HUMAN	628	GPI-Anchored	602	0.755	G
sp_Q9GZN7_ROGDI_HUMAN	287	Not GPI-Anchored	-	0.995	*
sp_P01210_PENK_HUMAN	267	Not GPI-Anchored	-	0.994	*
sp_P24588_AKAP5_HUMAN	427	Not GPI-Anchored	-	0.992	*
sp_P32245_MC4R_HUMAN	332	Not GPI-Anchored	-	0.966	*
sp_Q96BY2_MOAP1_HUMAN	351	Not GPI-Anchored	-	0.994	*
sp_P0C091_FREM3_HUMAN	2139	Not GPI-Anchored	-	0.990	*
sp_Q8TE60_ATS18_HUMAN	1221	Not GPI-Anchored	-	0.995	*
sp_Q86VR8_FJX1_HUMAN	437	Not GPI-Anchored	-	0.994	*
sp_Q9Y6X6_MYO16_HUMAN	1858	Not GPI-Anchored	-	0.994	*
sp_Q15256_PTPRR_HUMAN	657	Not GPI-Anchored	-	0.994	*
sp_P56975_NRG3_HUMAN	720	Not GPI-Anchored	-	0.994	*
sp_O43300_LRRT2_HUMAN	516	Not GPI-Anchored	-	0.996	*
sp_P57103_NAC3_HUMAN	927	Not GPI-Anchored	-	0.503	*
sp_O43173_SIA8C_HUMAN	380	Not GPI-Anchored	-	0.990	*
sp_Q9UMF0_ICAM5_HUMAN	924	Not GPI-Anchored	-	0.977	*
sp_Q6P499_NPAL3_HUMAN	406	Not GPI-Anchored	-	0.996	*
sp_P29122_PCSK6_HUMAN	969	Not GPI-Anchored	-	0.984	*
sp_C9J069_AJM1_HUMAN	976	Not GPI-Anchored	-	0.990	*
sp_P51816_AFF2_HUMAN	1311	Not GPI-Anchored	-	0.970	*
sp_Q96CW9_NTNG2_HUMAN	530	GPI-Anchored	507	0.580	G
sp_Q8N349_OR2LD_HUMAN	312	Not GPI-Anchored	-	0.988	*
sp_Q86X02_CDR2L_HUMAN	465	Not GPI-Anchored	-	0.994	*
sp_Q9P242_NYAP2_HUMAN	653	Not GPI-Anchored	-	0.991	*
sp_Q6PCE3_PGM2L_HUMAN	622	Not GPI-Anchored	-	0.993	*
sp_Q8N111_CEND_HUMAN	149	Not GPI-Anchored	-	0.211	*
sp_Q96S06_LMF1_HUMAN	567	Not GPI-Anchored	-	0.994	*
sp_Q9UBX8_B4GT6_HUMAN	382	Not GPI-Anchored	-	0.995	*
sp_Q9ULX7_CAH14_HUMAN	337	Not GPI-Anchored	-	0.984	*
sp_Q8WXI2_CNKR2_HUMAN	1034	Not GPI-Anchored	-	0.994	*
sp_Q9Y5I0_PCDAD_HUMAN	950	Not GPI-Anchored	-	0.991	*
sp_O00555_CAC1A_HUMAN	2506	Not GPI-Anchored	-	0.992	*
sp_Q32ZL2_PLPR5_HUMAN	321	Not GPI-Anchored	-	0.995	*
sp_Q13554_KCC2B_HUMAN	666	Not GPI-Anchored	-	0.989	*
sp_A2PYH4_HFM1_HUMAN	1435	Not GPI-Anchored	-	0.988	*
sp_Q96QV1_HHIP_HUMAN	700	Not GPI-Anchored	-	0.924	*
sp_Q9HC10_OTOF_HUMAN	1997	Not GPI-Anchored	-	0.455	*
sp_Q13367_AP3B2_HUMAN	1082	Not GPI-Anchored	-	0.989	*
sp_Q9GZP1_NRSN2_HUMAN	204	Not GPI-Anchored	-	0.976	*
sp_Q8NGU9_GP150_HUMAN	434	Not GPI-Anchored	-	0.991	*
sp_P78324_SHPS1_HUMAN	504	Not GPI-Anchored	-	0.995	*
sp_P23515_OMGP_HUMAN	440	GPI-Anchored	417	0.343	S
sp_Q9H7V2_SYNG1_HUMAN	258	Not GPI-Anchored	-	0.496	*
sp_Q76N89_HECW1_HUMAN	1606	Not GPI-Anchored	-	0.994	*
sp_Q3V5L5_MGT5B_HUMAN	792	Not GPI-Anchored	-	0.994	*
sp_Q99523_SORT_HUMAN	831	Not GPI-Anchored	-	0.976	*
sp_O94819_KBTBB_HUMAN	623	Not GPI-Anchored	-	0.994	*
sp_Q9Y2J0_RP3A_HUMAN	694	Not GPI-Anchored	-	0.981	*
sp_Q96AC6_KIFC2_HUMAN	838	Not GPI-Anchored	-	0.990	*
sp_Q7Z444_RASE_HUMAN	233	Not GPI-Anchored	-	0.990	*
sp_Q12950_FOXD4_HUMAN	439	Not GPI-Anchored	-	0.983	*
sp_A6NI15_MSGN1_HUMAN	193	Not GPI-Anchored	-	0.987	*
sp_Q14183_DOC2A_HUMAN	400	Not GPI-Anchored	-	0.974	*
sp_Q13507_TRPC3_HUMAN	836	Not GPI-Anchored	-	0.996	*
sp_Q9UHL3_F153A_HUMAN	310	Not GPI-Anchored	-	0.993	*
sp_Q96PE5_OPALI_HUMAN	141	Not GPI-Anchored	-	0.992	*
sp_B2RUY7_VWC2L_HUMAN	222	Not GPI-Anchored	-	0.996	*
sp_Q12860_CNTN1_HUMAN	1018	GPI-Anchored	993	0.765	S
sp_O43424_GRID2_HUMAN	1007	Not GPI-Anchored	-	0.994	*
sp_Q8TB68_PRR7_HUMAN	274	Not GPI-Anchored	-	0.972	*
sp_Q9Y6U3_SCIN_HUMAN	715	Not GPI-Anchored	-	0.993	*
sp_P54762_EPHB1_HUMAN	984	Not GPI-Anchored	-	0.992	*
sp_Q9UPR0_PLCL2_HUMAN	1127	Not GPI-Anchored	-	0.995	*
sp_Q8N336_ELMD1_HUMAN	334	Not GPI-Anchored	-	0.993	*
sp_Q9UD71_PPR1B_HUMAN	204	Not GPI-Anchored	-	0.994	*
sp_Q9H1V8_S6A17_HUMAN	727	Not GPI-Anchored	-	0.993	*
sp_Q56UN5_M3K19_HUMAN	1328	Not GPI-Anchored	-	0.994	*
sp_Q07866_KLC1_HUMAN	573	Not GPI-Anchored	-	0.995	*
sp_B1AJZ9_FHAD1_HUMAN	1412	Not GPI-Anchored	-	0.995	*
sp_Q8TCG5_CPT1C_HUMAN	803	Not GPI-Anchored	-	0.992	*
sp_Q6PKX4_DOK6_HUMAN	331	Not GPI-Anchored	-	0.981	*
sp_Q9ULI1_NWD2_HUMAN	1742	Not GPI-Anchored	-	0.979	*
sp_O95897_NOE2_HUMAN	454	Not GPI-Anchored	-	0.991	*
sp_Q6T4P5_PLPR3_HUMAN	718	Not GPI-Anchored	-	0.992	*
sp_O00180_KCNK1_HUMAN	336	Not GPI-Anchored	-	0.993	*
sp_Q9NS86_LANC2_HUMAN	450	Not GPI-Anchored	-	0.993	*
sp_O95153_RIMB1_HUMAN	1857	Not GPI-Anchored	-	0.994	*
sp_Q8NBL3_T178A_HUMAN	297	Not GPI-Anchored	-	0.992	*
sp_Q496J9_SV2C_HUMAN	727	Not GPI-Anchored	-	0.828	*
sp_Q92911_SC5A5_HUMAN	643	Not GPI-Anchored	-	0.994	*
sp_O95198_KLHL2_HUMAN	593	Not GPI-Anchored	-	0.993	*
sp_Q69YU3_AN34A_HUMAN	496	Not GPI-Anchored	-	0.994	*
sp_Q9Y2I2_NTNG1_HUMAN	539	GPI-Anchored	511	0.294	D
sp_P0C7U3_ZH11B_HUMAN	371	Not GPI-Anchored	-	0.989	*
sp_Q8N608_DPP10_HUMAN	796	Not GPI-Anchored	-	0.995	*
sp_O60299_LZTS3_HUMAN	673	Not GPI-Anchored	-	0.995	*
sp_Q9UL62_TRPC5_HUMAN	973	Not GPI-Anchored	-	0.993	*
sp_Q8TF44_C2C4C_HUMAN	421	Not GPI-Anchored	-	0.782	*
sp_P02689_MYP2_HUMAN	132	Not GPI-Anchored	-	0.996	*
sp_P48546_GIPR_HUMAN	466	Not GPI-Anchored	-	0.993	*
sp_P49335_PO3F4_HUMAN	361	Not GPI-Anchored	-	0.994	*
sp_O75069_TMCC2_HUMAN	709	GPI-Anchored	638	0.466	N
sp_Q16674_MIA_HUMAN	131	Not GPI-Anchored	-	0.995	*
sp_O00222_GRM8_HUMAN	908	Not GPI-Anchored	-	0.993	*
sp_Q8TCI5_PIFO_HUMAN	191	Not GPI-Anchored	-	0.991	*
sp_Q8WUG5_S22AH_HUMAN	538	Not GPI-Anchored	-	0.989	*
sp_Q96M91_CFA53_HUMAN	514	Not GPI-Anchored	-	0.996	*
sp_P25100_ADA1D_HUMAN	572	Not GPI-Anchored	-	0.995	*
sp_Q9GZN0_GPR88_HUMAN	384	Not GPI-Anchored	-	0.990	*
sp_P0DP58_LYNX1_HUMAN	116	GPI-Anchored	92	0.700	N
sp_Q96GD0_PLPP_HUMAN	296	Not GPI-Anchored	-	0.993	*
sp_Q86W47_KCMB4_HUMAN	210	Not GPI-Anchored	-	0.989	*
sp_Q86WG3_ATCAY_HUMAN	371	Not GPI-Anchored	-	0.984	*
sp_Q9C0I3_CCSE1_HUMAN	900	Not GPI-Anchored	-	0.988	*
sp_Q6UX34_SNORC_HUMAN	121	GPI-Anchored	85	0.301	G
sp_Q8WWL7_CCNB3_HUMAN	1395	Not GPI-Anchored	-	0.992	*
sp_Q2M3C6_TM266_HUMAN	531	Not GPI-Anchored	-	0.994	*
sp_Q9Y661_HS3S4_HUMAN	456	Not GPI-Anchored	-	0.995	*
sp_Q86VV4_RNB3L_HUMAN	465	Not GPI-Anchored	-	0.976	*
sp_Q9ULU8_CAPS1_HUMAN	1353	Not GPI-Anchored	-	0.987	*
sp_Q8NFP4_MDGA1_HUMAN	955	GPI-Anchored	932	0.673	S
sp_P09105_HBAT_HUMAN	142	Not GPI-Anchored	-	0.986	*
sp_Q52MB2_CC184_HUMAN	194	Not GPI-Anchored	-	0.990	*
sp_Q5VTH2_FLTOP_HUMAN	177	Not GPI-Anchored	-	0.985	*
sp_Q96SC8_DMTA2_HUMAN	542	Not GPI-Anchored	-	0.988	*
sp_Q96PX6_CC85A_HUMAN	553	Not GPI-Anchored	-	0.993	*
sp_P14859_PO2F1_HUMAN	743	Not GPI-Anchored	-	0.981	*
sp_Q9NTU7_CBLN4_HUMAN	201	Not GPI-Anchored	-	0.859	*
sp_Q6UXK5_LRRN1_HUMAN	716	Not GPI-Anchored	-	0.989	*
sp_P20396_TRH_HUMAN	242	Not GPI-Anchored	-	0.996	*
sp_Q9P0K1_ADA22_HUMAN	906	Not GPI-Anchored	-	0.993	*
sp_Q9UL42_PNMA2_HUMAN	364	Not GPI-Anchored	-	0.985	*
sp_P31644_GBRA5_HUMAN	462	Not GPI-Anchored	-	0.991	*
sp_O94923_GLCE_HUMAN	617	Not GPI-Anchored	-	0.988	*
sp_O75508_CLD11_HUMAN	207	Not GPI-Anchored	-	0.986	*
sp_O00744_WN10B_HUMAN	389	Not GPI-Anchored	-	0.995	*
sp_Q9UJD0_RIMS3_HUMAN	308	Not GPI-Anchored	-	0.974	*
sp_O94991_SLIK5_HUMAN	958	Not GPI-Anchored	-	0.994	*
sp_A6NHQ4_EPOP_HUMAN	379	Not GPI-Anchored	-	0.986	*
sp_Q9NP60_IRPL2_HUMAN	686	Not GPI-Anchored	-	0.992	*
sp_Q8TB69_ZN519_HUMAN	540	Not GPI-Anchored	-	0.996	*
sp_Q5KSL6_DGKK_HUMAN	1271	Not GPI-Anchored	-	0.993	*
sp_Q15323_K1H1_HUMAN	416	Not GPI-Anchored	-	0.992	*
sp_Q5T848_GP158_HUMAN	1215	Not GPI-Anchored	-	0.994	*
sp_Q05925_HME1_HUMAN	392	Not GPI-Anchored	-	0.995	*
sp_Q9UKU6_TRHDE_HUMAN	1024	Not GPI-Anchored	-	0.994	*
sp_Q9P2U7_VGLU1_HUMAN	560	Not GPI-Anchored	-	0.995	*
sp_O95996_APCL_HUMAN	2303	Not GPI-Anchored	-	0.972	*
sp_Q765I0_UTS2B_HUMAN	119	Not GPI-Anchored	-	0.995	*
sp_Q8N9F7_GDPD1_HUMAN	314	Not GPI-Anchored	-	0.987	*
sp_Q9ULZ9_MMP17_HUMAN	603	GPI-Anchored	565	0.327	S
sp_Q9UKA8_RCAN3_HUMAN	241	Not GPI-Anchored	-	0.993	*
sp_P60983_GMFB_HUMAN	142	Not GPI-Anchored	-	0.995	*
sp_O95567_CV031_HUMAN	290	Not GPI-Anchored	-	0.996	*
sp_Q8ND83_SLAI1_HUMAN	568	Not GPI-Anchored	-	0.994	*
sp_Q96NT1_NP1L5_HUMAN	182	Not GPI-Anchored	-	0.995	*
sp_P20916_MAG_HUMAN	626	Not GPI-Anchored	-	0.995	*
sp_Q8WXS3_BAALC_HUMAN	145	Not GPI-Anchored	-	0.985	*
sp_O95208_EPN2_HUMAN	641	Not GPI-Anchored	-	0.966	*
sp_Q9UHL0_DDX25_HUMAN	483	Not GPI-Anchored	-	0.996	*
sp_Q658N2_WSCD1_HUMAN	575	Not GPI-Anchored	-	0.996	*
sp_O94818_NOL4_HUMAN	638	Not GPI-Anchored	-	0.989	*
sp_P43003_EAA1_HUMAN	542	Not GPI-Anchored	-	0.996	*
sp_Q3KR37_ASTRB_HUMAN	738	Not GPI-Anchored	-	0.996	*
sp_O75509_TNR21_HUMAN	655	Not GPI-Anchored	-	0.989	*
sp_Q8N7M0_DYLT5_HUMAN	179	Not GPI-Anchored	-	0.840	*
sp_P29120_NEC1_HUMAN	753	Not GPI-Anchored	-	0.989	*
sp_Q6PF15_KLH35_HUMAN	583	Not GPI-Anchored	-	0.991	*
sp_O00767_SCD_HUMAN	359	Not GPI-Anchored	-	0.984	*
sp_Q99259_DCE1_HUMAN	594	Not GPI-Anchored	-	0.994	*
sp_P0DPD6_ECE2_HUMAN	811	Not GPI-Anchored	-	0.994	*
sp_P0DPD7_EFMT4_HUMAN	255	Not GPI-Anchored	-	0.989	*
sp_P0DPD8_EFCE2_HUMAN	883	Not GPI-Anchored	-	0.994	*
sp_Q8N812_CL076_HUMAN	135	Not GPI-Anchored	-	0.989	*
sp_P12532_KCRU_HUMAN	417	Not GPI-Anchored	-	0.996	*
sp_Q8N3G9_TM130_HUMAN	435	Not GPI-Anchored	-	0.995	*
sp_Q9H2A3_NGN2_HUMAN	272	Not GPI-Anchored	-	0.989	*
sp_Q9NZQ3_SPN90_HUMAN	722	Not GPI-Anchored	-	0.987	*
sp_Q9UM73_ALK_HUMAN	1620	Not GPI-Anchored	-	0.995	*
sp_Q14681_KCTD2_HUMAN	263	Not GPI-Anchored	-	0.995	*
sp_P0CZ25_D10OS_HUMAN	163	Not GPI-Anchored	-	0.995	*
sp_P50607_TUB_HUMAN	506	Not GPI-Anchored	-	0.993	*
sp_Q5VVW2_GARL3_HUMAN	1013	Not GPI-Anchored	-	0.991	*
sp_Q92854_SEM4D_HUMAN	862	Not GPI-Anchored	-	0.985	*
sp_Q9P2C4_TM181_HUMAN	612	Not GPI-Anchored	-	0.980	*
sp_Q7Z5H3_RHG22_HUMAN	698	Not GPI-Anchored	-	0.995	*
sp_Q6PH85_DCNL2_HUMAN	259	Not GPI-Anchored	-	0.994	*
sp_P50458_LHX2_HUMAN	406	Not GPI-Anchored	-	0.989	*
sp_Q9UJV8_PURG_HUMAN	347	Not GPI-Anchored	-	0.992	*
sp_Q9Y4I1_MYO5A_HUMAN	1855	Not GPI-Anchored	-	0.770	*
sp_Q9HAR2_AGRL3_HUMAN	1447	Not GPI-Anchored	-	0.980	*
sp_Q99578_RIT2_HUMAN	217	Not GPI-Anchored	-	0.996	*
sp_O43825_B3GT2_HUMAN	422	Not GPI-Anchored	-	0.996	*
sp_Q9UF11_PKHB1_HUMAN	243	GPI-Anchored	214	0.729	S
sp_Q6P3R8_NEK5_HUMAN	708	Not GPI-Anchored	-	0.979	*
sp_O94851_MICA2_HUMAN	1957	Not GPI-Anchored	-	0.996	*
sp_B3KU38_IQIP1_HUMAN	563	Not GPI-Anchored	-	0.996	*
sp_Q7L1W4_LRC8D_HUMAN	858	Not GPI-Anchored	-	0.994	*
sp_I3L3R5_CCER2_HUMAN	266	Not GPI-Anchored	-	0.993	*
sp_Q8TAG5_VTM2A_HUMAN	236	GPI-Anchored	211	0.804	S
sp_Q6UWR7_ENPP6_HUMAN	440	GPI-Anchored	419	0.545	S
sp_Q86UD0_SAPC2_HUMAN	394	Not GPI-Anchored	-	0.991	*
sp_Q9Y4D2_DGLA_HUMAN	1042	Not GPI-Anchored	-	0.990	*
sp_O60258_FGF17_HUMAN	216	Not GPI-Anchored	-	0.996	*
sp_Q9HCK1_ZDBF2_HUMAN	2354	Not GPI-Anchored	-	0.995	*
sp_P29274_AA2AR_HUMAN	412	Not GPI-Anchored	-	0.984	*
sp_Q8NDM7_CFA43_HUMAN	1665	Not GPI-Anchored	-	0.993	*
sp_Q8TEF2_CJ105_HUMAN	133	Not GPI-Anchored	-	0.995	*
sp_P50553_ASCL1_HUMAN	236	Not GPI-Anchored	-	0.992	*
sp_Q5TF21_SOGA3_HUMAN	947	GPI-Anchored	908	0.422	S
sp_P35219_CAH8_HUMAN	290	Not GPI-Anchored	-	0.993	*
sp_O14682_ENC1_HUMAN	589	Not GPI-Anchored	-	0.988	*
sp_Q6ZVK1_T179A_HUMAN	233	Not GPI-Anchored	-	0.970	*
sp_Q9C0A1_ZFHX2_HUMAN	2572	Not GPI-Anchored	-	0.913	*
sp_P16949_STMN1_HUMAN	149	Not GPI-Anchored	-	0.988	*
sp_P30874_SSR2_HUMAN	369	Not GPI-Anchored	-	0.994	*
sp_P11171_EPB41_HUMAN	864	Not GPI-Anchored	-	0.995	*
sp_Q6VB84_FX4L3_HUMAN	417	Not GPI-Anchored	-	0.992	*
sp_Q5RHP9_ERIC3_HUMAN	1530	Not GPI-Anchored	-	0.994	*
sp_Q16653_MOG_HUMAN	247	Not GPI-Anchored	-	0.988	*
sp_Q8TBJ4_PLPR1_HUMAN	325	Not GPI-Anchored	-	0.993	*
sp_O95416_SOX14_HUMAN	240	Not GPI-Anchored	-	0.989	*
sp_P0CW18_PRS56_HUMAN	603	Not GPI-Anchored	-	0.996	*
sp_Q14244_MAP7_HUMAN	749	Not GPI-Anchored	-	0.994	*
sp_Q96JK4_HIPL1_HUMAN	782	Not GPI-Anchored	-	0.993	*
sp_Q14194_DPYL1_HUMAN	572	Not GPI-Anchored	-	0.991	*
sp_Q5SV17_TM240_HUMAN	173	Not GPI-Anchored	-	0.990	*
sp_Q5SQQ9_VAX1_HUMAN	334	Not GPI-Anchored	-	0.988	*
sp_O43820_HYAL3_HUMAN	417	Not GPI-Anchored	-	0.995	*
sp_Q24JP5_T132A_HUMAN	1023	Not GPI-Anchored	-	0.962	*
sp_A6NNW6_ENO4_HUMAN	625	Not GPI-Anchored	-	0.976	*
sp_Q8IW50_F219A_HUMAN	185	Not GPI-Anchored	-	0.991	*
sp_Q5VUG0_SMBT2_HUMAN	894	Not GPI-Anchored	-	0.986	*
sp_Q9GZV7_HPLN2_HUMAN	340	Not GPI-Anchored	-	0.986	*
sp_P61366_OSTN_HUMAN	133	Not GPI-Anchored	-	0.990	*
sp_Q53EL9_SEZ6_HUMAN	994	Not GPI-Anchored	-	0.960	*
sp_Q9Y698_CCG2_HUMAN	323	Not GPI-Anchored	-	0.995	*
sp_Q7L0X0_TRIL_HUMAN	811	Not GPI-Anchored	-	0.989	*
sp_Q6P9F7_LRC8B_HUMAN	803	Not GPI-Anchored	-	0.994	*
sp_P49286_MTR1B_HUMAN	362	Not GPI-Anchored	-	0.992	*
sp_Q9BUP0_EFHD1_HUMAN	239	Not GPI-Anchored	-	0.994	*
sp_Q92949_FOXJ1_HUMAN	421	Not GPI-Anchored	-	0.969	*
sp_P02686_MBP_HUMAN	304	Not GPI-Anchored	-	0.992	*
sp_O43916_CHST1_HUMAN	411	Not GPI-Anchored	-	0.988	*
sp_O75093_SLIT1_HUMAN	1534	Not GPI-Anchored	-	0.990	*
sp_Q7Z5A8_TAFA3_HUMAN	133	Not GPI-Anchored	-	0.995	*
sp_Q7RTU3_OLIG3_HUMAN	272	Not GPI-Anchored	-	0.990	*
sp_P54829_PTN5_HUMAN	565	Not GPI-Anchored	-	0.996	*
sp_Q9UBP4_DKK3_HUMAN	350	Not GPI-Anchored	-	0.987	*
sp_P12036_NFH_HUMAN	1026	Not GPI-Anchored	-	0.995	*
sp_Q9UPA5_BSN_HUMAN	3926	Not GPI-Anchored	-	0.990	*
sp_Q13023_AKAP6_HUMAN	2319	Not GPI-Anchored	-	0.995	*
sp_Q9NP70_AMBN_HUMAN	447	Not GPI-Anchored	-	0.995	*
sp_Q9Y5K3_PCY1B_HUMAN	369	Not GPI-Anchored	-	0.994	*
sp_Q8IZF0_NALCN_HUMAN	1738	Not GPI-Anchored	-	0.991	*
sp_Q9Y231_FUT9_HUMAN	359	Not GPI-Anchored	-	0.990	*
sp_Q8N5V2_NGEF_HUMAN	710	Not GPI-Anchored	-	0.995	*
sp_Q5R3F8_PPR29_HUMAN	820	Not GPI-Anchored	-	0.993	*
sp_Q96NL0_RUN3B_HUMAN	473	Not GPI-Anchored	-	0.986	*
sp_A0A0J9YX94_PMA6F_HUMAN	578	Not GPI-Anchored	-	0.994	*
sp_Q6ZMV9_KIF6_HUMAN	814	Not GPI-Anchored	-	0.971	*
sp_P59542_T2R19_HUMAN	299	Not GPI-Anchored	-	0.672	*
sp_P41968_MC3R_HUMAN	323	Not GPI-Anchored	-	0.974	*
sp_P51674_GPM6A_HUMAN	278	Not GPI-Anchored	-	0.992	*
sp_O15079_SNPH_HUMAN	494	Not GPI-Anchored	-	0.982	*
sp_P98161_PKD1_HUMAN	4303	Not GPI-Anchored	-	0.992	*
sp_Q9BZQ4_NMNA2_HUMAN	307	Not GPI-Anchored	-	0.981	*
sp_Q96T92_INSM2_HUMAN	566	Not GPI-Anchored	-	0.989	*
sp_Q8IV16_HDBP1_HUMAN	184	GPI-Anchored	153	0.542	G
sp_A2A2Z9_AN18B_HUMAN	1011	GPI-Anchored	989	0.283	N
sp_Q9GZX3_CHST6_HUMAN	395	Not GPI-Anchored	-	0.990	*
sp_P01185_NEU2_HUMAN	164	Not GPI-Anchored	-	0.992	*
sp_Q9Y6N8_CAD10_HUMAN	788	Not GPI-Anchored	-	0.978	*
sp_Q9Y5Y3_GPR45_HUMAN	372	Not GPI-Anchored	-	0.993	*
sp_Q8IWQ3_BRSK2_HUMAN	736	Not GPI-Anchored	-	0.995	*
sp_Q9ULP0_NDRG4_HUMAN	352	Not GPI-Anchored	-	0.988	*
sp_Q96S42_NODAL_HUMAN	347	Not GPI-Anchored	-	0.994	*
sp_P07196_NFL_HUMAN	543	Not GPI-Anchored	-	0.993	*
sp_O95096_NKX22_HUMAN	273	Not GPI-Anchored	-	0.994	*
sp_Q8NEW7_TMIE_HUMAN	156	Not GPI-Anchored	-	0.996	*
sp_Q8IZD0_SAM14_HUMAN	417	Not GPI-Anchored	-	0.987	*
sp_Q96G30_MRAP2_HUMAN	205	Not GPI-Anchored	-	0.993	*
