# NetGPI 1.1	Timestamp: 20220609104850
# ID	Seq-length	Pred. GPI-Anchored	Omega-site pos.	Likelihood	Amino-acid
sp_P30939_5HT1F_HUMAN	366	Not GPI-Anchored	-	0.992	*
sp_P28223_5HT2A_HUMAN	471	Not GPI-Anchored	-	0.993	*
sp_P28335_5HT2C_HUMAN	458	Not GPI-Anchored	-	0.992	*
sp_P46098_5HT3A_HUMAN	478	GPI-Anchored	446	0.654	G
sp_Q05084_ICA69_HUMAN	483	Not GPI-Anchored	-	0.989	*
sp_P05362_ICAM1_HUMAN	532	Not GPI-Anchored	-	0.995	*
sp_Q96T92_INSM2_HUMAN	566	Not GPI-Anchored	-	0.989	*
sp_Q01628_IFM3_HUMAN	133	GPI-Anchored	101	0.510	S
sp_P80217_IN35_HUMAN	286	Not GPI-Anchored	-	0.984	*
sp_Q8TCB0_IFI44_HUMAN	444	Not GPI-Anchored	-	0.995	*
sp_Q53G44_IF44L_HUMAN	452	Not GPI-Anchored	-	0.994	*
sp_P09912_IFI6_HUMAN	130	Not GPI-Anchored	-	0.990	*
sp_Q9BYX4_IFIH1_HUMAN	1025	Not GPI-Anchored	-	0.991	*
sp_P09914_IFIT1_HUMAN	478	Not GPI-Anchored	-	0.995	*
sp_P09913_IFIT2_HUMAN	472	Not GPI-Anchored	-	0.992	*
sp_O14879_IFIT3_HUMAN	490	Not GPI-Anchored	-	0.991	*
sp_Q13325_IFIT5_HUMAN	482	Not GPI-Anchored	-	0.988	*
sp_P13164_IFM1_HUMAN	125	Not GPI-Anchored	-	0.866	*
sp_A6NMD0_IFM10_HUMAN	228	GPI-Anchored	206	0.457	S
sp_Q01629_IFM2_HUMAN	132	GPI-Anchored	100	0.524	S
sp_A6NNB3_IFM5_HUMAN	132	Not GPI-Anchored	-	0.983	*
sp_Q9H2X8_I27L2_HUMAN	130	Not GPI-Anchored	-	0.993	*
sp_P01562_IFNA1_HUMAN	189	Not GPI-Anchored	-	0.996	*
sp_P01563_IFNA2_HUMAN	188	Not GPI-Anchored	-	0.996	*
sp_P17181_INAR1_HUMAN	557	Not GPI-Anchored	-	0.995	*
sp_P48551_INAR2_HUMAN	515	Not GPI-Anchored	-	0.993	*
sp_Q86WN2_IFNE_HUMAN	208	Not GPI-Anchored	-	0.996	*
sp_P15260_INGR1_HUMAN	489	Not GPI-Anchored	-	0.988	*
sp_P38484_INGR2_HUMAN	337	Not GPI-Anchored	-	0.982	*
sp_Q9P0W0_IFNK_HUMAN	207	Not GPI-Anchored	-	0.989	*
sp_Q8IU57_INLR1_HUMAN	520	Not GPI-Anchored	-	0.993	*
sp_O00458_IFRD1_HUMAN	451	Not GPI-Anchored	-	0.994	*
sp_Q12894_IFRD2_HUMAN	506	Not GPI-Anchored	-	0.993	*
sp_Q9HBG6_IF122_HUMAN	1241	Not GPI-Anchored	-	0.995	*
sp_P13284_GILT_HUMAN	250	Not GPI-Anchored	-	0.994	*
sp_Q96BM0_I27L1_HUMAN	104	Not GPI-Anchored	-	0.965	*
sp_P13598_ICAM2_HUMAN	275	Not GPI-Anchored	-	0.721	*
sp_P48735_IDHP_HUMAN	452	Not GPI-Anchored	-	0.994	*
sp_P32942_ICAM3_HUMAN	547	Not GPI-Anchored	-	0.969	*
sp_Q9UMF0_ICAM5_HUMAN	924	Not GPI-Anchored	-	0.977	*
sp_Q9Y2F5_ICE1_HUMAN	2266	Not GPI-Anchored	-	0.993	*
sp_Q659A1_ICE2_HUMAN	982	Not GPI-Anchored	-	0.996	*
sp_O60725_ICMT_HUMAN	284	Not GPI-Anchored	-	0.994	*
sp_O75144_ICOSL_HUMAN	302	Not GPI-Anchored	-	0.965	*
sp_P41134_ID1_HUMAN	155	Not GPI-Anchored	-	0.994	*
sp_Q02363_ID2_HUMAN	134	Not GPI-Anchored	-	0.989	*
sp_Q02535_ID3_HUMAN	119	Not GPI-Anchored	-	0.995	*
sp_P47928_ID4_HUMAN	161	Not GPI-Anchored	-	0.994	*
sp_P14735_IDE_HUMAN	1019	Not GPI-Anchored	-	0.991	*
sp_O75874_IDHC_HUMAN	414	Not GPI-Anchored	-	0.994	*
sp_P50213_IDH3A_HUMAN	366	Not GPI-Anchored	-	0.991	*
sp_P40305_IFI27_HUMAN	122	Not GPI-Anchored	-	0.267	*
sp_O43837_IDH3B_HUMAN	385	Not GPI-Anchored	-	0.976	*
sp_P51553_IDH3G_HUMAN	393	Not GPI-Anchored	-	0.993	*
sp_Q13907_IDI1_HUMAN	227	Not GPI-Anchored	-	0.995	*
sp_Q5T6J7_GNTK_HUMAN	187	Not GPI-Anchored	-	0.995	*
sp_P22304_IDS_HUMAN	550	Not GPI-Anchored	-	0.988	*
sp_P35475_IDUA_HUMAN	653	Not GPI-Anchored	-	0.993	*
sp_Q9BTL4_IER2_HUMAN	223	Not GPI-Anchored	-	0.746	*
sp_Q5VY09_IER5_HUMAN	327	Not GPI-Anchored	-	0.985	*
sp_Q5T953_IER5L_HUMAN	404	Not GPI-Anchored	-	0.727	*
sp_Q0D2I5_IFFO1_HUMAN	559	Not GPI-Anchored	-	0.986	*
sp_Q5TF58_IFFO2_HUMAN	517	Not GPI-Anchored	-	0.987	*
sp_Q16666_IF16_HUMAN	785	Not GPI-Anchored	-	0.992	*
sp_P11142_HSP7C_HUMAN	646	Not GPI-Anchored	-	0.991	*
sp_P17066_HSP76_HUMAN	643	Not GPI-Anchored	-	0.992	*
sp_P11021_BIP_HUMAN	654	Not GPI-Anchored	-	0.995	*
sp_P32754_HPPD_HUMAN	393	Not GPI-Anchored	-	0.995	*
sp_P09017_HXC4_HUMAN	264	Not GPI-Anchored	-	0.994	*
sp_Q00444_HXC5_HUMAN	222	Not GPI-Anchored	-	0.995	*
sp_P09630_HXC6_HUMAN	235	Not GPI-Anchored	-	0.996	*
sp_Q9GZZ0_HXD1_HUMAN	328	Not GPI-Anchored	-	0.986	*
sp_P31249_HXD3_HUMAN	432	Not GPI-Anchored	-	0.991	*
sp_P09016_HXD4_HUMAN	255	Not GPI-Anchored	-	0.990	*
sp_P13378_HXD8_HUMAN	290	Not GPI-Anchored	-	0.988	*
sp_P00738_HPT_HUMAN	406	Not GPI-Anchored	-	0.987	*
sp_Q5SSJ5_HP1B3_HUMAN	553	Not GPI-Anchored	-	0.995	*
sp_P84074_HPCA_HUMAN	193	Not GPI-Anchored	-	0.983	*
sp_P37235_HPCL1_HUMAN	193	Not GPI-Anchored	-	0.982	*
sp_Q9UM19_HPCL4_HUMAN	191	Not GPI-Anchored	-	0.994	*
sp_Q96IR7_HPDL_HUMAN	371	Not GPI-Anchored	-	0.994	*
sp_P17481_HXB8_HUMAN	243	Not GPI-Anchored	-	0.995	*
sp_Q9NWY4_HPF1_HUMAN	346	Not GPI-Anchored	-	0.992	*
sp_P15428_PGDH_HUMAN	266	Not GPI-Anchored	-	0.996	*
sp_O60760_HPGDS_HUMAN	199	Not GPI-Anchored	-	0.995	*
sp_P05981_HEPS_HUMAN	417	Not GPI-Anchored	-	0.990	*
sp_P00739_HPTR_HUMAN	348	Not GPI-Anchored	-	0.987	*
sp_P00492_HPRT_HUMAN	218	Not GPI-Anchored	-	0.995	*
sp_Q92902_HPS1_HUMAN	700	Not GPI-Anchored	-	0.986	*
sp_Q969F9_HPS3_HUMAN	1004	Not GPI-Anchored	-	0.995	*
sp_Q9NQG7_HPS4_HUMAN	708	Not GPI-Anchored	-	0.991	*
sp_Q9UPZ3_HPS5_HUMAN	1129	Not GPI-Anchored	-	0.993	*
sp_Q86YV9_HPS6_HUMAN	775	Not GPI-Anchored	-	0.995	*
sp_Q9Y251_HPSE_HUMAN	543	Not GPI-Anchored	-	0.969	*
sp_P17482_HXB9_HUMAN	250	Not GPI-Anchored	-	0.996	*
sp_P09629_HXB7_HUMAN	217	Not GPI-Anchored	-	0.996	*
sp_O95757_HS74L_HUMAN	839	Not GPI-Anchored	-	0.991	*
sp_Q8IX15_HOMEZ_HUMAN	550	Not GPI-Anchored	-	0.994	*
sp_P14866_HNRPL_HUMAN	589	Not GPI-Anchored	-	0.982	*
sp_Q8WVV9_HNRLL_HUMAN	542	Not GPI-Anchored	-	0.979	*
sp_P52272_HNRPM_HUMAN	730	Not GPI-Anchored	-	0.987	*
sp_O43390_HNRPR_HUMAN	633	Not GPI-Anchored	-	0.995	*
sp_Q00839_HNRPU_HUMAN	825	Not GPI-Anchored	-	0.994	*
sp_Q9BUJ2_HNRL1_HUMAN	856	Not GPI-Anchored	-	0.994	*
sp_Q1KMD3_HNRL2_HUMAN	747	Not GPI-Anchored	-	0.996	*
sp_Q6PI97_HOATZ_HUMAN	169	Not GPI-Anchored	-	0.993	*
sp_Q86XE5_HOGA1_HUMAN	327	Not GPI-Anchored	-	0.991	*
sp_Q86YM7_HOME1_HUMAN	354	Not GPI-Anchored	-	0.982	*
sp_Q9NSB8_HOME2_HUMAN	354	Not GPI-Anchored	-	0.980	*
sp_Q9NSC5_HOME3_HUMAN	361	Not GPI-Anchored	-	0.992	*
sp_Q9UJC3_HOOK1_HUMAN	728	Not GPI-Anchored	-	0.983	*
sp_P17509_HXB6_HUMAN	224	Not GPI-Anchored	-	0.995	*
sp_Q96ED9_HOOK2_HUMAN	719	Not GPI-Anchored	-	0.995	*
sp_Q86VS8_HOOK3_HUMAN	718	Not GPI-Anchored	-	0.994	*
sp_O43364_HXA2_HUMAN	376	Not GPI-Anchored	-	0.991	*
sp_O43365_HXA3_HUMAN	443	Not GPI-Anchored	-	0.993	*
sp_Q00056_HXA4_HUMAN	320	Not GPI-Anchored	-	0.990	*
sp_P20719_HXA5_HUMAN	270	Not GPI-Anchored	-	0.990	*
sp_P31267_HXA6_HUMAN	233	Not GPI-Anchored	-	0.994	*
sp_P31268_HXA7_HUMAN	230	Not GPI-Anchored	-	0.996	*
sp_P14652_HXB2_HUMAN	356	Not GPI-Anchored	-	0.986	*
sp_P14651_HXB3_HUMAN	431	Not GPI-Anchored	-	0.994	*
sp_P17483_HXB4_HUMAN	251	Not GPI-Anchored	-	0.987	*
sp_P09067_HXB5_HUMAN	269	Not GPI-Anchored	-	0.990	*
sp_Q8WWQ2_HPSE2_HUMAN	592	Not GPI-Anchored	-	0.993	*
sp_P02790_HEMO_HUMAN	462	Not GPI-Anchored	-	0.988	*
sp_O43593_HAIR_HUMAN	1189	Not GPI-Anchored	-	0.993	*
sp_Q96LI6_HSFY1_HUMAN	401	Not GPI-Anchored	-	0.987	*
sp_O14756_H17B6_HUMAN	317	Not GPI-Anchored	-	0.990	*
sp_P56937_DHB7_HUMAN	341	Not GPI-Anchored	-	0.992	*
sp_Q92506_DHB8_HUMAN	261	Not GPI-Anchored	-	0.982	*
sp_P14060_3BHS1_HUMAN	373	Not GPI-Anchored	-	0.994	*
sp_Q9H2F3_3BHS7_HUMAN	369	Not GPI-Anchored	-	0.980	*
sp_Q3SXM5_HSDL1_HUMAN	330	Not GPI-Anchored	-	0.992	*
sp_Q6YN16_HSDL2_HUMAN	418	Not GPI-Anchored	-	0.992	*
sp_Q00613_HSF1_HUMAN	529	Not GPI-Anchored	-	0.985	*
sp_Q03933_HSF2_HUMAN	536	Not GPI-Anchored	-	0.983	*
sp_O75031_HSF2B_HUMAN	334	Not GPI-Anchored	-	0.994	*
sp_Q9ULV5_HSF4_HUMAN	492	Not GPI-Anchored	-	0.992	*
sp_Q9UBD0_HSFX1_HUMAN	423	Not GPI-Anchored	-	0.992	*
sp_Q96JZ2_HSH2D_HUMAN	352	Not GPI-Anchored	-	0.993	*
sp_P01112_RASH_HUMAN	189	Not GPI-Anchored	-	0.989	*
sp_P07900_HS90A_HUMAN	732	Not GPI-Anchored	-	0.992	*
sp_P08238_HS90B_HUMAN	724	Not GPI-Anchored	-	0.992	*
sp_P14625_ENPL_HUMAN	803	Not GPI-Anchored	-	0.995	*
sp_O43301_HS12A_HUMAN	675	Not GPI-Anchored	-	0.994	*
sp_Q96MM6_HS12B_HUMAN	686	Not GPI-Anchored	-	0.981	*
sp_P48723_HSP13_HUMAN	471	Not GPI-Anchored	-	0.987	*
sp_Q0VDF9_HSP7E_HUMAN	509	Not GPI-Anchored	-	0.982	*
sp_P0DMV8_HS71A_HUMAN	641	Not GPI-Anchored	-	0.991	*
sp_P0DMV9_HS71B_HUMAN	641	Not GPI-Anchored	-	0.991	*
sp_P34931_HS71L_HUMAN	641	Not GPI-Anchored	-	0.992	*
sp_P54652_HSP72_HUMAN	639	Not GPI-Anchored	-	0.991	*
sp_P34932_HSP74_HUMAN	840	Not GPI-Anchored	-	0.993	*
sp_P51659_DHB4_HUMAN	736	Not GPI-Anchored	-	0.993	*
sp_P37058_DHB3_HUMAN	310	Not GPI-Anchored	-	0.952	*
sp_Q9BPX1_DHB14_HUMAN	270	Not GPI-Anchored	-	0.987	*
sp_Q7Z5P4_DHB13_HUMAN	300	Not GPI-Anchored	-	0.996	*
sp_P23327_SRCH_HUMAN	699	Not GPI-Anchored	-	0.995	*
sp_Q6UXD1_HRCT1_HUMAN	115	Not GPI-Anchored	-	0.995	*
sp_P35367_HRH1_HUMAN	487	Not GPI-Anchored	-	0.987	*
sp_P25021_HRH2_HUMAN	359	Not GPI-Anchored	-	0.994	*
sp_Q9Y5N1_HRH3_HUMAN	445	Not GPI-Anchored	-	0.994	*
sp_Q86YZ3_HORN_HUMAN	2850	Not GPI-Anchored	-	0.990	*
sp_Q53T59_H1BP3_HUMAN	392	Not GPI-Anchored	-	0.992	*
sp_Q7LGA3_HS2ST_HUMAN	356	Not GPI-Anchored	-	0.974	*
sp_O14792_HS3S1_HUMAN	307	Not GPI-Anchored	-	0.995	*
sp_Q9Y278_HS3S2_HUMAN	367	Not GPI-Anchored	-	0.996	*
sp_Q9Y663_HS3SA_HUMAN	406	Not GPI-Anchored	-	0.988	*
sp_Q9Y662_HS3SB_HUMAN	390	Not GPI-Anchored	-	0.992	*
sp_Q9Y661_HS3S4_HUMAN	456	Not GPI-Anchored	-	0.995	*
sp_Q8IZT8_HS3S5_HUMAN	346	Not GPI-Anchored	-	0.996	*
sp_O60243_H6ST1_HUMAN	411	Not GPI-Anchored	-	0.996	*
sp_Q96MM7_H6ST2_HUMAN	605	Not GPI-Anchored	-	0.994	*
sp_Q8IZP7_H6ST3_HUMAN	471	Not GPI-Anchored	-	0.995	*
sp_Q8IWL3_HSC20_HUMAN	235	Not GPI-Anchored	-	0.995	*
sp_P28845_DHI1_HUMAN	292	Not GPI-Anchored	-	0.995	*
sp_Q7Z5J1_DHI1L_HUMAN	315	Not GPI-Anchored	-	0.991	*
sp_P80365_DHI2_HUMAN	405	Not GPI-Anchored	-	0.993	*
sp_P14061_DHB1_HUMAN	328	Not GPI-Anchored	-	0.993	*
sp_Q99714_HCD2_HUMAN	261	Not GPI-Anchored	-	0.994	*
sp_Q8NBQ5_DHB11_HUMAN	300	Not GPI-Anchored	-	0.995	*
sp_Q53GQ0_DHB12_HUMAN	312	Not GPI-Anchored	-	0.988	*
sp_Q96RY7_IF140_HUMAN	1462	Not GPI-Anchored	-	0.994	*
sp_Q9UG01_IF172_HUMAN	1749	Not GPI-Anchored	-	0.991	*
sp_Q8IY31_IFT20_HUMAN	132	Not GPI-Anchored	-	0.996	*
sp_P14784_IL2RB_HUMAN	551	Not GPI-Anchored	-	0.995	*
sp_P01584_IL1B_HUMAN	269	Not GPI-Anchored	-	0.975	*
sp_P14778_IL1R1_HUMAN	569	Not GPI-Anchored	-	0.993	*
sp_P27930_IL1R2_HUMAN	398	Not GPI-Anchored	-	0.986	*
sp_Q9NPH3_IL1AP_HUMAN	570	Not GPI-Anchored	-	0.993	*
sp_Q9NZN1_IRPL1_HUMAN	696	Not GPI-Anchored	-	0.881	*
sp_Q01638_ILRL1_HUMAN	556	Not GPI-Anchored	-	0.994	*
sp_Q9HB29_ILRL2_HUMAN	575	Not GPI-Anchored	-	0.991	*
sp_P18510_IL1RA_HUMAN	177	Not GPI-Anchored	-	0.995	*
sp_Q9UHF4_I20RA_HUMAN	553	Not GPI-Anchored	-	0.990	*
sp_Q9HBE5_IL21R_HUMAN	538	Not GPI-Anchored	-	0.981	*
sp_Q6UWB1_I27RA_HUMAN	636	Not GPI-Anchored	-	0.993	*
sp_P01589_IL2RA_HUMAN	272	Not GPI-Anchored	-	0.953	*
sp_P31785_IL2RG_HUMAN	369	Not GPI-Anchored	-	0.996	*
sp_O95256_I18RA_HUMAN	599	Not GPI-Anchored	-	0.996	*
sp_P24001_IL32_HUMAN	234	Not GPI-Anchored	-	0.994	*
sp_O95760_IL33_HUMAN	270	Not GPI-Anchored	-	0.995	*
sp_Q6ZMJ4_IL34_HUMAN	242	Not GPI-Anchored	-	0.993	*
sp_P26951_IL3RA_HUMAN	378	Not GPI-Anchored	-	0.972	*
sp_Q96RQ9_OXLA_HUMAN	567	Not GPI-Anchored	-	0.994	*
sp_P24394_IL4RA_HUMAN	825	Not GPI-Anchored	-	0.980	*
sp_P05113_IL5_HUMAN	134	Not GPI-Anchored	-	0.989	*
sp_Q01344_IL5RA_HUMAN	420	Not GPI-Anchored	-	0.970	*
sp_P05231_IL6_HUMAN	212	Not GPI-Anchored	-	0.992	*
sp_P08887_IL6RA_HUMAN	468	Not GPI-Anchored	-	0.994	*
sp_P40189_IL6RB_HUMAN	918	Not GPI-Anchored	-	0.994	*
sp_P16871_IL7RA_HUMAN	459	Not GPI-Anchored	-	0.993	*
sp_P01583_IL1A_HUMAN	271	Not GPI-Anchored	-	0.993	*
sp_Q13478_IL18R_HUMAN	541	Not GPI-Anchored	-	0.985	*
sp_Q70UQ0_IKIP_HUMAN	350	Not GPI-Anchored	-	0.987	*
sp_P42701_I12R1_HUMAN	662	Not GPI-Anchored	-	0.995	*
sp_Q14164_IKKE_HUMAN	716	Not GPI-Anchored	-	0.995	*
sp_Q9Y6K9_NEMO_HUMAN	419	Not GPI-Anchored	-	0.996	*
sp_Q13422_IKZF1_HUMAN	519	Not GPI-Anchored	-	0.988	*
sp_Q9UKS7_IKZF2_HUMAN	526	Not GPI-Anchored	-	0.996	*
sp_Q9H2S9_IKZF4_HUMAN	585	Not GPI-Anchored	-	0.992	*
sp_Q9H5V7_IKZF5_HUMAN	419	Not GPI-Anchored	-	0.995	*
sp_P22301_IL10_HUMAN	178	Not GPI-Anchored	-	0.991	*
sp_Q13651_I10R1_HUMAN	578	Not GPI-Anchored	-	0.980	*
sp_Q08334_I10R2_HUMAN	325	Not GPI-Anchored	-	0.987	*
sp_P20809_IL11_HUMAN	199	GPI-Anchored	165	0.250	S
sp_Q14626_I11RA_HUMAN	422	Not GPI-Anchored	-	0.974	*
sp_P29459_IL12A_HUMAN	219	Not GPI-Anchored	-	0.980	*
sp_Q99665_I12R2_HUMAN	862	Not GPI-Anchored	-	0.986	*
sp_O95998_I18BP_HUMAN	194	Not GPI-Anchored	-	0.993	*
sp_P78552_I13R1_HUMAN	427	Not GPI-Anchored	-	0.983	*
sp_Q14627_I13R2_HUMAN	380	Not GPI-Anchored	-	0.981	*
sp_P40933_IL15_HUMAN	162	Not GPI-Anchored	-	0.985	*
sp_Q13261_I15RA_HUMAN	267	Not GPI-Anchored	-	0.985	*
sp_Q14005_IL16_HUMAN	1332	Not GPI-Anchored	-	0.972	*
sp_Q8TAD2_IL17D_HUMAN	202	Not GPI-Anchored	-	0.993	*
sp_Q96F46_I17RA_HUMAN	866	Not GPI-Anchored	-	0.985	*
sp_Q9NRM6_I17RB_HUMAN	502	Not GPI-Anchored	-	0.991	*
sp_Q8NAC3_I17RC_HUMAN	791	Not GPI-Anchored	-	0.992	*
sp_Q8NFM7_I17RD_HUMAN	739	Not GPI-Anchored	-	0.988	*
sp_Q8NFR9_I17RE_HUMAN	667	Not GPI-Anchored	-	0.990	*
sp_Q14116_IL18_HUMAN	193	Not GPI-Anchored	-	0.991	*
sp_Q71H61_ILDR2_HUMAN	639	Not GPI-Anchored	-	0.991	*
sp_Q12905_ILF2_HUMAN	390	Not GPI-Anchored	-	0.996	*
sp_Q12906_ILF3_HUMAN	894	Not GPI-Anchored	-	0.990	*
sp_O15327_INP4B_HUMAN	924	Not GPI-Anchored	-	0.995	*
sp_P09529_INHBB_HUMAN	407	Not GPI-Anchored	-	0.987	*
sp_P58166_INHBE_HUMAN	350	Not GPI-Anchored	-	0.974	*
sp_Q9NRY2_SOSSC_HUMAN	104	Not GPI-Anchored	-	0.993	*
sp_Q9NTI7_INKA2_HUMAN	297	Not GPI-Anchored	-	0.992	*
sp_O95050_INMT_HUMAN	263	Not GPI-Anchored	-	0.995	*
sp_Q9ULG1_INO80_HUMAN	1556	Not GPI-Anchored	-	0.990	*
sp_Q9C086_IN80B_HUMAN	356	Not GPI-Anchored	-	0.991	*
sp_Q6PI98_IN80C_HUMAN	192	Not GPI-Anchored	-	0.993	*
sp_Q53TQ3_IN80D_HUMAN	1027	Not GPI-Anchored	-	0.982	*
sp_Q8NBZ0_IN80E_HUMAN	244	Not GPI-Anchored	-	0.994	*
sp_P49441_INPP_HUMAN	399	Not GPI-Anchored	-	0.994	*
sp_Q96PE3_INP4A_HUMAN	977	Not GPI-Anchored	-	0.996	*
sp_Q14642_I5P1_HUMAN	412	Not GPI-Anchored	-	0.994	*
sp_Q13418_ILK_HUMAN	452	Not GPI-Anchored	-	0.995	*
sp_P32019_I5P2_HUMAN	993	Not GPI-Anchored	-	0.993	*
sp_Q92835_SHIP1_HUMAN	1189	Not GPI-Anchored	-	0.994	*
sp_Q9NRR6_INP5E_HUMAN	644	Not GPI-Anchored	-	0.983	*
sp_Q9Y2H2_SAC2_HUMAN	1132	Not GPI-Anchored	-	0.993	*
sp_Q15735_PI5PA_HUMAN	1006	Not GPI-Anchored	-	0.993	*
sp_Q9BT40_INP5K_HUMAN	448	Not GPI-Anchored	-	0.994	*
sp_O15357_SHIP2_HUMAN	1258	Not GPI-Anchored	-	0.993	*
sp_O15503_INSI1_HUMAN	277	Not GPI-Anchored	-	0.984	*
sp_Q9Y5U4_INSI2_HUMAN	225	Not GPI-Anchored	-	0.995	*
sp_P51460_INSL3_HUMAN	131	Not GPI-Anchored	-	0.991	*
sp_Q9Y5Q6_INSL5_HUMAN	135	Not GPI-Anchored	-	0.992	*
sp_Q9Y581_INSL6_HUMAN	213	Not GPI-Anchored	-	0.995	*
sp_P08476_INHBA_HUMAN	426	Not GPI-Anchored	-	0.971	*
sp_P05111_INHA_HUMAN	366	Not GPI-Anchored	-	0.992	*
sp_Q8WYH8_ING5_HUMAN	240	Not GPI-Anchored	-	0.996	*
sp_Q9UNL4_ING4_HUMAN	249	Not GPI-Anchored	-	0.996	*
sp_Q9H0C8_ILKAP_HUMAN	392	Not GPI-Anchored	-	0.992	*
sp_Q9H6K1_ILRUN_HUMAN	298	Not GPI-Anchored	-	0.986	*
sp_A1L0T0_HACL2_HUMAN	632	Not GPI-Anchored	-	0.992	*
sp_Q96LU5_IMP1L_HUMAN	166	Not GPI-Anchored	-	0.986	*
sp_Q96T52_IMP2L_HUMAN	175	Not GPI-Anchored	-	0.996	*
sp_Q16891_MIC60_HUMAN	758	Not GPI-Anchored	-	0.996	*
sp_Q9NV31_IMP3_HUMAN	184	Not GPI-Anchored	-	0.994	*
