# NetGPI 1.1	Timestamp: 20220628182018
# ID	Seq-length	Pred. GPI-Anchored	Omega-site pos.	Likelihood	Amino-acid
sp_Q9Y2D0_CAH5B_HUMAN	317	Not GPI-Anchored	-	0.995	*
sp_O14782_KIF3C_HUMAN	793	Not GPI-Anchored	-	0.993	*
sp_Q15029_U5S1_HUMAN	972	Not GPI-Anchored	-	0.995	*
sp_Q9NX55_HYPK_HUMAN	121	Not GPI-Anchored	-	0.986	*
sp_P07384_CAN1_HUMAN	714	Not GPI-Anchored	-	0.961	*
sp_Q8N1F8_S11IP_HUMAN	1088	Not GPI-Anchored	-	0.989	*
sp_P46937_YAP1_HUMAN	504	Not GPI-Anchored	-	0.990	*
tr_H0YF29_H0YF29_HUMAN	261	Not GPI-Anchored	-	0.601	*
sp_P01011_AACT_HUMAN	423	Not GPI-Anchored	-	0.993	*
sp_Q08345_DDR1_HUMAN	913	Not GPI-Anchored	-	0.994	*
sp_Q92835_SHIP1_HUMAN	1189	Not GPI-Anchored	-	0.994	*
sp_Q9BRR6_ADPGK_HUMAN	497	Not GPI-Anchored	-	0.995	*
sp_Q8IU81_I2BP1_HUMAN	584	Not GPI-Anchored	-	0.995	*
sp_O60443_GSDME_HUMAN	496	Not GPI-Anchored	-	0.966	*
sp_Q9Y5I4_PCDC2_HUMAN	1007	Not GPI-Anchored	-	0.991	*
tr_H0Y4E8_H0Y4E8_HUMAN	1369	Not GPI-Anchored	-	0.993	*
sp_P51812_KS6A3_HUMAN	740	Not GPI-Anchored	-	0.993	*
sp_P83876_TXN4A_HUMAN	142	Not GPI-Anchored	-	0.996	*
sp_Q5VU57_CBPC6_HUMAN	503	Not GPI-Anchored	-	0.995	*
sp_P42166_LAP2A_HUMAN	694	Not GPI-Anchored	-	0.995	*
tr_H9KV90_H9KV90_HUMAN	2169	Not GPI-Anchored	-	0.993	*
sp_Q9Y6N6_LAMC3_HUMAN	1575	Not GPI-Anchored	-	0.992	*
sp_Q9NS18_GLRX2_HUMAN	164	Not GPI-Anchored	-	0.996	*
sp_Q7L1W4_LRC8D_HUMAN	858	Not GPI-Anchored	-	0.994	*
sp_Q8IWZ3_ANKH1_HUMAN	2542	Not GPI-Anchored	-	0.990	*
sp_Q5VU43_MYOME_HUMAN	2346	Not GPI-Anchored	-	0.993	*
sp_Q9P1Y6_PHRF1_HUMAN	1649	Not GPI-Anchored	-	0.990	*
sp_Q9BZE4_GTPB4_HUMAN	634	Not GPI-Anchored	-	0.995	*
sp_Q9Y484_WIPI4_HUMAN	360	Not GPI-Anchored	-	0.993	*
sp_Q6P6C2_ALKB5_HUMAN	394	Not GPI-Anchored	-	0.995	*
tr_G5E948_G5E948_HUMAN	1384	Not GPI-Anchored	-	0.552	*
sp_O43854_EDIL3_HUMAN	480	Not GPI-Anchored	-	0.996	*
sp_Q6ZUS6_CC149_HUMAN	474	Not GPI-Anchored	-	0.995	*
sp_Q8WVT3_TPC12_HUMAN	735	Not GPI-Anchored	-	0.994	*
sp_Q969L2_MAL2_HUMAN	176	Not GPI-Anchored	-	0.882	*
sp_Q86U90_YRDC_HUMAN	279	Not GPI-Anchored	-	0.986	*
sp_Q9Y334_VWA7_HUMAN	891	GPI-Anchored	866	0.337	G
sp_Q96SI9_STRBP_HUMAN	672	Not GPI-Anchored	-	0.987	*
sp_Q9Y281_COF2_HUMAN	166	Not GPI-Anchored	-	0.995	*
sp_Q68D91_MBLC2_HUMAN	279	Not GPI-Anchored	-	0.988	*
tr_A0A087WUT6_A0A087WUT6_HUMAN	1220	Not GPI-Anchored	-	0.994	*
sp_Q9H1Y0_ATG5_HUMAN	275	Not GPI-Anchored	-	0.992	*
sp_Q07889_SOS1_HUMAN	1333	Not GPI-Anchored	-	0.971	*
sp_Q9H0X9_OSBL5_HUMAN	879	Not GPI-Anchored	-	0.259	*
sp_P53794_SC5A3_HUMAN	718	Not GPI-Anchored	-	0.534	*
sp_P50452_SPB8_HUMAN	374	Not GPI-Anchored	-	0.992	*
sp_Q9NRA8_4ET_HUMAN	985	Not GPI-Anchored	-	0.994	*
tr_Q9P0H9_Q9P0H9_HUMAN	214	Not GPI-Anchored	-	0.990	*
sp_Q9BUM1_G6PC3_HUMAN	346	Not GPI-Anchored	-	0.977	*
sp_Q6VAB6_KSR2_HUMAN	950	Not GPI-Anchored	-	0.994	*
sp_P26232_CTNA2_HUMAN	953	Not GPI-Anchored	-	0.993	*
tr_H7C417_H7C417_HUMAN	338	Not GPI-Anchored	-	0.964	*
sp_O95466_FMNL1_HUMAN	1100	Not GPI-Anchored	-	0.994	*
sp_P12821_ACE_HUMAN	1306	Not GPI-Anchored	-	0.984	*
sp_O00443_P3C2A_HUMAN	1686	Not GPI-Anchored	-	0.990	*
sp_Q5SGD2_PPM1L_HUMAN	360	Not GPI-Anchored	-	0.995	*
sp_Q6Y1H2_HACD2_HUMAN	254	Not GPI-Anchored	-	0.995	*
sp_Q9NQU5_PAK6_HUMAN	681	Not GPI-Anchored	-	0.993	*
sp_Q96RQ3_MCCA_HUMAN	725	Not GPI-Anchored	-	0.995	*
sp_Q6PIJ6_FBX38_HUMAN	1188	Not GPI-Anchored	-	0.995	*
sp_Q14974_IMB1_HUMAN	876	Not GPI-Anchored	-	0.993	*
sp_Q13867_BLMH_HUMAN	455	Not GPI-Anchored	-	0.993	*
sp_O00592_PODXL_HUMAN	558	Not GPI-Anchored	-	0.995	*
sp_O94776_MTA2_HUMAN	668	Not GPI-Anchored	-	0.993	*
sp_Q96GG9_DCNL1_HUMAN	259	Not GPI-Anchored	-	0.995	*
sp_Q6UN15_FIP1_HUMAN	594	Not GPI-Anchored	-	0.995	*
sp_Q9HBI1_PARVB_HUMAN	364	Not GPI-Anchored	-	0.995	*
sp_P18428_LBP_HUMAN	481	Not GPI-Anchored	-	0.993	*
sp_P50453_SPB9_HUMAN	376	Not GPI-Anchored	-	0.991	*
sp_Q6NZI2_CAVN1_HUMAN	390	Not GPI-Anchored	-	0.983	*
sp_Q96NC0_ZMAT2_HUMAN	199	Not GPI-Anchored	-	0.995	*
sp_O14832_PAHX_HUMAN	338	Not GPI-Anchored	-	0.995	*
tr_E7EV01_E7EV01_HUMAN	680	GPI-Anchored	656	0.448	N
sp_Q9NUL3_STAU2_HUMAN	570	Not GPI-Anchored	-	0.986	*
sp_P48651_PTSS1_HUMAN	473	Not GPI-Anchored	-	0.994	*
sp_Q9Y5A9_YTHD2_HUMAN	579	Not GPI-Anchored	-	0.996	*
sp_Q99574_NEUS_HUMAN	410	Not GPI-Anchored	-	0.993	*
tr_A0A087X1V2_A0A087X1V2_HUMAN	228	Not GPI-Anchored	-	0.991	*
sp_Q9HCM4_E41L5_HUMAN	733	Not GPI-Anchored	-	0.992	*
sp_P23434_GCSH_HUMAN	173	Not GPI-Anchored	-	0.996	*
sp_Q12899_TRI26_HUMAN	539	Not GPI-Anchored	-	0.818	*
sp_P81274_GPSM2_HUMAN	684	Not GPI-Anchored	-	0.994	*
sp_Q9Y2Q9_RT28_HUMAN	187	Not GPI-Anchored	-	0.996	*
sp_Q8NDN9_RCBT1_HUMAN	531	Not GPI-Anchored	-	0.990	*
tr_B1AN92_B1AN92_HUMAN	220	Not GPI-Anchored	-	0.995	*
sp_O43861_ATP9B_HUMAN	1147	Not GPI-Anchored	-	0.984	*
sp_Q9HBL7_PLRKT_HUMAN	147	Not GPI-Anchored	-	0.996	*
sp_Q92625_ANS1A_HUMAN	1134	Not GPI-Anchored	-	0.984	*
tr_H0YIV9_H0YIV9_HUMAN	168	Not GPI-Anchored	-	0.986	*
sp_Q9BYN8_RT26_HUMAN	205	Not GPI-Anchored	-	0.979	*
sp_O95685_PPR3D_HUMAN	299	Not GPI-Anchored	-	0.994	*
sp_Q9ULU4_PKCB1_HUMAN	1186	Not GPI-Anchored	-	0.991	*
sp_Q8NB25_F184A_HUMAN	1140	Not GPI-Anchored	-	0.991	*
sp_Q16698_DECR_HUMAN	335	Not GPI-Anchored	-	0.973	*
sp_Q9Y376_CAB39_HUMAN	341	Not GPI-Anchored	-	0.994	*
sp_Q16352_AINX_HUMAN	499	Not GPI-Anchored	-	0.994	*
tr_G5EA42_G5EA42_HUMAN	307	Not GPI-Anchored	-	0.995	*
sp_Q9H173_SIL1_HUMAN	461	Not GPI-Anchored	-	0.994	*
sp_P48728_GCST_HUMAN	403	Not GPI-Anchored	-	0.995	*
sp_Q9H792_PEAK1_HUMAN	1746	Not GPI-Anchored	-	0.992	*
sp_Q15788_NCOA1_HUMAN	1441	Not GPI-Anchored	-	0.994	*
sp_P27708_PYR1_HUMAN	2225	Not GPI-Anchored	-	0.364	*
tr_E5RK69_E5RK69_HUMAN	460	Not GPI-Anchored	-	0.991	*
sp_Q5T1J5_CHCH9_HUMAN	151	Not GPI-Anchored	-	0.993	*
sp_P19652_A1AG2_HUMAN	201	Not GPI-Anchored	-	0.982	*
sp_P55283_CADH4_HUMAN	916	Not GPI-Anchored	-	0.991	*
sp_P56945_BCAR1_HUMAN	870	Not GPI-Anchored	-	0.988	*
sp_P78368_KC1G2_HUMAN	415	Not GPI-Anchored	-	0.996	*
sp_O95678_K2C75_HUMAN	551	Not GPI-Anchored	-	0.992	*
sp_P43250_GRK6_HUMAN	576	Not GPI-Anchored	-	0.992	*
sp_Q96A49_SYAP1_HUMAN	352	Not GPI-Anchored	-	0.988	*
sp_Q13371_PHLP_HUMAN	301	Not GPI-Anchored	-	0.993	*
sp_Q96LZ7_RMD2_HUMAN	410	Not GPI-Anchored	-	0.995	*
sp_Q5T7N2_LITD1_HUMAN	865	Not GPI-Anchored	-	0.994	*
tr_H7C3Q8_H7C3Q8_HUMAN	256	Not GPI-Anchored	-	0.982	*
tr_A0A0A6YYF8_A0A0A6YYF8_HUMAN	564	Not GPI-Anchored	-	0.983	*
tr_C9JG63_C9JG63_HUMAN	432	Not GPI-Anchored	-	0.981	*
sp_Q70CQ2_UBP34_HUMAN	3546	Not GPI-Anchored	-	0.979	*
tr_E9PNZ4_E9PNZ4_HUMAN	2028	Not GPI-Anchored	-	0.985	*
sp_O94788_AL1A2_HUMAN	518	Not GPI-Anchored	-	0.970	*
sp_L0R6Q1_S35U4_HUMAN	103	Not GPI-Anchored	-	0.990	*
sp_Q5VZ66_JKIP3_HUMAN	844	Not GPI-Anchored	-	0.754	*
sp_P11802_CDK4_HUMAN	303	Not GPI-Anchored	-	0.995	*
tr_C9JN58_C9JN58_HUMAN	115	Not GPI-Anchored	-	0.995	*
sp_P0CG39_POTEJ_HUMAN	1038	Not GPI-Anchored	-	0.995	*
sp_O14980_XPO1_HUMAN	1071	Not GPI-Anchored	-	0.988	*
sp_P78540_ARGI2_HUMAN	354	Not GPI-Anchored	-	0.994	*
sp_P05387_RLA2_HUMAN	115	Not GPI-Anchored	-	0.992	*
sp_Q9NXL6_SIDT1_HUMAN	827	Not GPI-Anchored	-	0.968	*
sp_O14807_RASM_HUMAN	208	Not GPI-Anchored	-	0.992	*
tr_A0A0A0MQU3_A0A0A0MQU3_HUMAN	147	Not GPI-Anchored	-	0.994	*
sp_Q9Y678_COPG1_HUMAN	874	Not GPI-Anchored	-	0.987	*
tr_A0A0B4J1R7_A0A0B4J1R7_HUMAN	106	Not GPI-Anchored	-	0.994	*
sp_Q9H8Y8_GORS2_HUMAN	452	Not GPI-Anchored	-	0.990	*
sp_Q9Y294_ASF1A_HUMAN	204	Not GPI-Anchored	-	0.993	*
sp_O95490_AGRL2_HUMAN	1459	Not GPI-Anchored	-	0.992	*
sp_Q8N4C8_MINK1_HUMAN	1332	Not GPI-Anchored	-	0.993	*
tr_Q5T1Z8_Q5T1Z8_HUMAN	1224	Not GPI-Anchored	-	0.994	*
sp_Q7L2H7_EIF3M_HUMAN	374	Not GPI-Anchored	-	0.993	*
sp_Q9NX58_LYAR_HUMAN	379	Not GPI-Anchored	-	0.996	*
sp_P05198_IF2A_HUMAN	315	Not GPI-Anchored	-	0.991	*
tr_A0A087WTJ2_A0A087WTJ2_HUMAN	511	GPI-Anchored	470	0.239	N
tr_B8ZZ87_B8ZZ87_HUMAN	218	Not GPI-Anchored	-	0.991	*
sp_O95619_YETS4_HUMAN	227	Not GPI-Anchored	-	0.995	*
tr_B0QZ40_B0QZ40_HUMAN	100	Not GPI-Anchored	-	0.995	*
sp_Q86TB9_PATL1_HUMAN	770	Not GPI-Anchored	-	0.993	*
tr_D6W5Y5_D6W5Y5_HUMAN	297	Not GPI-Anchored	-	0.985	*
sp_Q96JI7_SPTCS_HUMAN	2443	Not GPI-Anchored	-	0.990	*
tr_M0R140_M0R140_HUMAN	102	Not GPI-Anchored	-	0.975	*
sp_Q9H8M7_MINY3_HUMAN	445	Not GPI-Anchored	-	0.989	*
sp_Q14204_DYHC1_HUMAN	4646	Not GPI-Anchored	-	0.995	*
sp_O15228_GNPAT_HUMAN	680	Not GPI-Anchored	-	0.994	*
sp_Q9NRX5_SERC1_HUMAN	453	Not GPI-Anchored	-	0.776	*
tr_B8ZZG1_B8ZZG1_HUMAN	428	Not GPI-Anchored	-	0.995	*
sp_P18085_ARF4_HUMAN	180	Not GPI-Anchored	-	0.995	*
tr_Q5JRJ0_Q5JRJ0_HUMAN	110	Not GPI-Anchored	-	0.988	*
sp_Q14258_TRI25_HUMAN	630	Not GPI-Anchored	-	0.987	*
sp_Q969N2_PIGT_HUMAN	578	Not GPI-Anchored	-	0.992	*
sp_O94888_UBXN7_HUMAN	489	Not GPI-Anchored	-	0.990	*
sp_Q9Y5V3_MAGD1_HUMAN	778	Not GPI-Anchored	-	0.971	*
sp_Q9H6S0_YTDC2_HUMAN	1430	Not GPI-Anchored	-	0.991	*
tr_B1AKT2_B1AKT2_HUMAN	217	Not GPI-Anchored	-	0.995	*
sp_Q16512_PKN1_HUMAN	942	Not GPI-Anchored	-	0.989	*
sp_P09871_C1S_HUMAN	688	Not GPI-Anchored	-	0.991	*
tr_M0QYM7_M0QYM7_HUMAN	160	Not GPI-Anchored	-	0.989	*
tr_M0R2A0_M0R2A0_HUMAN	371	Not GPI-Anchored	-	0.984	*
tr_B1AHD1_B1AHD1_HUMAN	132	Not GPI-Anchored	-	0.993	*
tr_F8VW96_F8VW96_HUMAN	243	Not GPI-Anchored	-	0.991	*
sp_A6NIH7_U119B_HUMAN	251	Not GPI-Anchored	-	0.993	*
sp_O43752_STX6_HUMAN	255	GPI-Anchored	230	0.619	S
sp_Q6IQ20_NAPEP_HUMAN	393	Not GPI-Anchored	-	0.994	*
tr_A0A0A0MTC1_A0A0A0MTC1_HUMAN	5256	Not GPI-Anchored	-	0.994	*
sp_P83436_COG7_HUMAN	770	Not GPI-Anchored	-	0.993	*
sp_P19838_NFKB1_HUMAN	968	Not GPI-Anchored	-	0.994	*
sp_Q8NHG8_ZNRF2_HUMAN	242	Not GPI-Anchored	-	0.983	*
sp_Q8WUM0_NU133_HUMAN	1156	Not GPI-Anchored	-	0.995	*
sp_Q4VCS5_AMOT_HUMAN	1084	Not GPI-Anchored	-	0.992	*
tr_K7ELL7_K7ELL7_HUMAN	535	Not GPI-Anchored	-	0.995	*
sp_Q9NWB1_RFOX1_HUMAN	397	Not GPI-Anchored	-	0.993	*
sp_Q96G28_CFA36_HUMAN	342	Not GPI-Anchored	-	0.996	*
sp_Q12772_SRBP2_HUMAN	1141	Not GPI-Anchored	-	0.979	*
sp_Q96J01_THOC3_HUMAN	351	Not GPI-Anchored	-	0.974	*
sp_O14734_ACOT8_HUMAN	319	Not GPI-Anchored	-	0.994	*
sp_Q8WXF1_PSPC1_HUMAN	523	Not GPI-Anchored	-	0.994	*
sp_O96019_ACL6A_HUMAN	429	Not GPI-Anchored	-	0.996	*
sp_Q8NBM4_UBAC2_HUMAN	344	Not GPI-Anchored	-	0.991	*
tr_H0Y8P4_H0Y8P4_HUMAN	545	Not GPI-Anchored	-	0.987	*
sp_P09012_SNRPA_HUMAN	282	Not GPI-Anchored	-	0.995	*
sp_O75976_CBPD_HUMAN	1380	Not GPI-Anchored	-	0.994	*
sp_Q9NUQ2_PLCE_HUMAN	364	Not GPI-Anchored	-	0.544	*
sp_P56159_GFRA1_HUMAN	465	GPI-Anchored	435	0.509	S
sp_Q9Y2H2_SAC2_HUMAN	1132	Not GPI-Anchored	-	0.993	*
sp_P18754_RCC1_HUMAN	421	Not GPI-Anchored	-	0.989	*
tr_H3BMJ8_H3BMJ8_HUMAN	210	Not GPI-Anchored	-	0.996	*
tr_G3V2U7_G3V2U7_HUMAN	129	Not GPI-Anchored	-	0.995	*
sp_Q15067_ACOX1_HUMAN	660	Not GPI-Anchored	-	0.995	*
sp_P04264_K2C1_HUMAN	644	Not GPI-Anchored	-	0.955	*
sp_P56199_ITA1_HUMAN	1179	Not GPI-Anchored	-	0.851	*
sp_Q9NZ09_UBAP1_HUMAN	502	Not GPI-Anchored	-	0.978	*
sp_O00522_KRIT1_HUMAN	736	Not GPI-Anchored	-	0.974	*
sp_O15254_ACOX3_HUMAN	700	Not GPI-Anchored	-	0.994	*
sp_Q8NB49_AT11C_HUMAN	1132	Not GPI-Anchored	-	0.986	*
sp_Q8IUH5_ZDH17_HUMAN	632	Not GPI-Anchored	-	0.993	*
sp_Q9BZF9_UACA_HUMAN	1416	Not GPI-Anchored	-	0.993	*
sp_Q14671_PUM1_HUMAN	1186	Not GPI-Anchored	-	0.994	*
sp_P28906_CD34_HUMAN	385	Not GPI-Anchored	-	0.993	*
sp_Q5SRE5_NU188_HUMAN	1749	Not GPI-Anchored	-	0.991	*
sp_O75525_KHDR3_HUMAN	346	Not GPI-Anchored	-	0.995	*
sp_Q12980_NPRL3_HUMAN	569	Not GPI-Anchored	-	0.983	*
sp_Q8N2Q7_NLGN1_HUMAN	863	Not GPI-Anchored	-	0.995	*
tr_B1ALU1_B1ALU1_HUMAN	1384	Not GPI-Anchored	-	0.992	*
tr_J3KN16_J3KN16_HUMAN	2017	Not GPI-Anchored	-	0.996	*
sp_O94885_SASH1_HUMAN	1247	Not GPI-Anchored	-	0.992	*
sp_Q8N4S7_PAQR4_HUMAN	273	Not GPI-Anchored	-	0.985	*
sp_Q24JP5_T132A_HUMAN	1023	Not GPI-Anchored	-	0.962	*
sp_Q8N8L6_ARL10_HUMAN	244	Not GPI-Anchored	-	0.963	*
sp_Q9P2D1_CHD7_HUMAN	2997	Not GPI-Anchored	-	0.993	*
sp_Q8WU90_ZC3HF_HUMAN	426	Not GPI-Anchored	-	0.995	*
tr_J3KN01_J3KN01_HUMAN	1816	Not GPI-Anchored	-	0.994	*
tr_A0A0A0MQV0_A0A0A0MQV0_HUMAN	685	Not GPI-Anchored	-	0.994	*
sp_Q96B18_DACT3_HUMAN	629	Not GPI-Anchored	-	0.987	*
sp_Q9NW81_DMAC2_HUMAN	257	Not GPI-Anchored	-	0.993	*
sp_Q93034_CUL5_HUMAN	780	Not GPI-Anchored	-	0.994	*
sp_Q14739_LBR_HUMAN	615	Not GPI-Anchored	-	0.992	*
tr_D6REA1_D6REA1_HUMAN	468	Not GPI-Anchored	-	0.994	*
sp_Q9HAV4_XPO5_HUMAN	1204	Not GPI-Anchored	-	0.994	*
tr_E9PGY3_E9PGY3_HUMAN	400	Not GPI-Anchored	-	0.991	*
sp_Q7Z6E9_RBBP6_HUMAN	1792	Not GPI-Anchored	-	0.994	*
sp_Q9H0U9_TSYL1_HUMAN	437	Not GPI-Anchored	-	0.985	*
tr_I3L3N5_I3L3N5_HUMAN	208	Not GPI-Anchored	-	0.995	*
sp_O43172_PRP4_HUMAN	522	Not GPI-Anchored	-	0.994	*
sp_Q16538_GP162_HUMAN	588	Not GPI-Anchored	-	0.977	*
sp_Q6P1X6_CH082_HUMAN	216	Not GPI-Anchored	-	0.601	*
tr_F5H211_F5H211_HUMAN	370	Not GPI-Anchored	-	0.995	*
sp_Q9H9Q2_CSN7B_HUMAN	264	Not GPI-Anchored	-	0.994	*
sp_Q5T1Q4_S35F1_HUMAN	408	Not GPI-Anchored	-	0.993	*
tr_F6S8M0_F6S8M0_HUMAN	584	Not GPI-Anchored	-	0.992	*
sp_Q99578_RIT2_HUMAN	217	Not GPI-Anchored	-	0.996	*
sp_A0A075B6S2_KVD29_HUMAN	120	Not GPI-Anchored	-	0.993	*
sp_Q8NFY4_SEM6D_HUMAN	1073	Not GPI-Anchored	-	0.995	*
sp_O95816_BAG2_HUMAN	211	Not GPI-Anchored	-	0.989	*
tr_J3KRC8_J3KRC8_HUMAN	109	Not GPI-Anchored	-	0.994	*
tr_E9PPP8_E9PPP8_HUMAN	185	Not GPI-Anchored	-	0.978	*
sp_Q16610_ECM1_HUMAN	540	Not GPI-Anchored	-	0.995	*
sp_Q5VUJ6_LRCH2_HUMAN	765	Not GPI-Anchored	-	0.992	*
sp_Q9BX70_BTBD2_HUMAN	525	Not GPI-Anchored	-	0.991	*
tr_H0YJT2_H0YJT2_HUMAN	172	Not GPI-Anchored	-	0.991	*
sp_Q13595_TRA2A_HUMAN	282	Not GPI-Anchored	-	0.993	*
sp_P00734_THRB_HUMAN	622	Not GPI-Anchored	-	0.995	*
sp_P04844_RPN2_HUMAN	631	Not GPI-Anchored	-	0.984	*
sp_P02748_CO9_HUMAN	559	Not GPI-Anchored	-	0.995	*
sp_Q14978_NOLC1_HUMAN	699	Not GPI-Anchored	-	0.993	*
sp_O00505_IMA4_HUMAN	521	Not GPI-Anchored	-	0.995	*
sp_Q9BYT9_ANO3_HUMAN	981	Not GPI-Anchored	-	0.993	*
sp_O75821_EIF3G_HUMAN	320	Not GPI-Anchored	-	0.985	*
tr_A0A087X266_A0A087X266_HUMAN	369	Not GPI-Anchored	-	0.972	*
sp_O94830_DDHD2_HUMAN	711	Not GPI-Anchored	-	0.994	*
sp_Q04323_UBXN1_HUMAN	297	Not GPI-Anchored	-	0.987	*
sp_O76003_GLRX3_HUMAN	335	Not GPI-Anchored	-	0.987	*
sp_Q8NCA5_FA98A_HUMAN	518	Not GPI-Anchored	-	0.985	*
sp_O95260_ATE1_HUMAN	518	Not GPI-Anchored	-	0.992	*
sp_Q9NRF2_SH2B1_HUMAN	756	Not GPI-Anchored	-	0.992	*
sp_O75204_TM127_HUMAN	238	Not GPI-Anchored	-	0.996	*
sp_P20585_MSH3_HUMAN	1137	Not GPI-Anchored	-	0.995	*
sp_Q9Y342_PLLP_HUMAN	182	Not GPI-Anchored	-	0.991	*
sp_P17540_KCRS_HUMAN	419	Not GPI-Anchored	-	0.996	*
sp_Q8NG11_TSN14_HUMAN	270	Not GPI-Anchored	-	0.967	*
tr_D6RBM0_D6RBM0_HUMAN	212	Not GPI-Anchored	-	0.995	*
sp_Q9UI26_IPO11_HUMAN	975	Not GPI-Anchored	-	0.995	*
sp_Q9P0J7_KCMF1_HUMAN	381	Not GPI-Anchored	-	0.994	*
tr_F5H1U9_F5H1U9_HUMAN	2084	Not GPI-Anchored	-	0.972	*
sp_Q86YT6_MIB1_HUMAN	1006	Not GPI-Anchored	-	0.991	*
sp_Q5VST6_AB17B_HUMAN	288	Not GPI-Anchored	-	0.994	*
sp_Q8IZQ1_WDFY3_HUMAN	3526	Not GPI-Anchored	-	0.988	*
sp_Q9P2F5_STOX2_HUMAN	926	Not GPI-Anchored	-	0.991	*
sp_Q53EL9_SEZ6_HUMAN	994	Not GPI-Anchored	-	0.960	*
sp_Q58WW2_DCAF6_HUMAN	860	Not GPI-Anchored	-	0.995	*
sp_P30101_PDIA3_HUMAN	505	Not GPI-Anchored	-	0.995	*
sp_Q9NPH3_IL1AP_HUMAN	570	Not GPI-Anchored	-	0.993	*
sp_Q6PCB6_AB17C_HUMAN	329	Not GPI-Anchored	-	0.971	*
sp_O14979_HNRDL_HUMAN	420	Not GPI-Anchored	-	0.993	*
sp_O00151_PDLI1_HUMAN	329	Not GPI-Anchored	-	0.995	*
sp_P14543_NID1_HUMAN	1247	Not GPI-Anchored	-	0.995	*
sp_O15371_EIF3D_HUMAN	548	Not GPI-Anchored	-	0.996	*
sp_P41091_IF2G_HUMAN	472	Not GPI-Anchored	-	0.986	*
sp_Q9UKF6_CPSF3_HUMAN	684	Not GPI-Anchored	-	0.994	*
sp_Q8IZL9_CDK20_HUMAN	346	Not GPI-Anchored	-	0.993	*
sp_Q9NYV4_CDK12_HUMAN	1490	Not GPI-Anchored	-	0.993	*
sp_O95721_SNP29_HUMAN	258	Not GPI-Anchored	-	0.995	*
sp_Q9Y385_UB2J1_HUMAN	318	Not GPI-Anchored	-	0.376	*
sp_P00747_PLMN_HUMAN	810	Not GPI-Anchored	-	0.979	*
sp_Q9UPZ9_CILK1_HUMAN	632	Not GPI-Anchored	-	0.993	*
sp_Q6NUP7_PP4R4_HUMAN	873	Not GPI-Anchored	-	0.992	*
sp_Q8N8R3_MCATL_HUMAN	303	Not GPI-Anchored	-	0.988	*
tr_G3V2B9_G3V2B9_HUMAN	105	Not GPI-Anchored	-	0.992	*
sp_Q96QR8_PURB_HUMAN	312	Not GPI-Anchored	-	0.990	*
