# NetGPI 1.1	Timestamp: 20220609103421
# ID	Seq-length	Pred. GPI-Anchored	Omega-site pos.	Likelihood	Amino-acid
sp_P42772_CDN2B_HUMAN	138	Not GPI-Anchored	-	0.987	*
sp_P42773_CDN2C_HUMAN	168	Not GPI-Anchored	-	0.987	*
sp_P55273_CDN2D_HUMAN	166	Not GPI-Anchored	-	0.988	*
sp_Q16667_CDKN3_HUMAN	212	Not GPI-Anchored	-	0.993	*
sp_Q49AH0_CDNF_HUMAN	187	Not GPI-Anchored	-	0.996	*
sp_Q16878_CDO1_HUMAN	200	Not GPI-Anchored	-	0.976	*
sp_Q4KMG0_CDON_HUMAN	1287	Not GPI-Anchored	-	0.996	*
sp_P51861_CDR1_HUMAN	262	Not GPI-Anchored	-	0.994	*
sp_Q8N8U2_CDYL2_HUMAN	506	Not GPI-Anchored	-	0.995	*
sp_Q01850_CDR2_HUMAN	454	Not GPI-Anchored	-	0.983	*
sp_Q86X02_CDR2L_HUMAN	465	Not GPI-Anchored	-	0.994	*
sp_O95170_CDRT1_HUMAN	752	GPI-Anchored	731	0.591	G
sp_Q96T59_CDRTF_HUMAN	188	Not GPI-Anchored	-	0.993	*
sp_A8MXV6_CD15L_HUMAN	281	Not GPI-Anchored	-	0.976	*
sp_Q8N9R6_CDRT4_HUMAN	152	Not GPI-Anchored	-	0.990	*
sp_Q92903_CDS1_HUMAN	461	Not GPI-Anchored	-	0.995	*
sp_O95674_CDS2_HUMAN	445	Not GPI-Anchored	-	0.995	*
sp_Q9H211_CDT1_HUMAN	546	Not GPI-Anchored	-	0.994	*
sp_Q9UKY7_CDV3_HUMAN	258	Not GPI-Anchored	-	0.990	*
sp_Q9Y232_CDYL_HUMAN	598	Not GPI-Anchored	-	0.995	*
sp_Q03188_CENPC_HUMAN	943	Not GPI-Anchored	-	0.995	*
sp_P49454_CENPF_HUMAN	3114	Not GPI-Anchored	-	0.993	*
sp_Q9H3R5_CENPH_HUMAN	247	Not GPI-Anchored	-	0.995	*
sp_Q8IYX8_CE57L_HUMAN	460	Not GPI-Anchored	-	0.995	*
sp_Q8TEP8_CE192_HUMAN	2537	Not GPI-Anchored	-	0.989	*
sp_Q96NB1_CEP20_HUMAN	174	Not GPI-Anchored	-	0.994	*
sp_Q9BV73_CP250_HUMAN	2442	Not GPI-Anchored	-	0.992	*
sp_O15078_CE290_HUMAN	2479	Not GPI-Anchored	-	0.995	*
sp_Q9C0D2_CE295_HUMAN	2601	Not GPI-Anchored	-	0.992	*
sp_Q96MC4_C295L_HUMAN	621	Not GPI-Anchored	-	0.994	*
sp_Q5VT06_CE350_HUMAN	3117	Not GPI-Anchored	-	0.994	*
sp_Q9BYV8_CEP41_HUMAN	373	Not GPI-Anchored	-	0.994	*
sp_O95684_CEP43_HUMAN	399	Not GPI-Anchored	-	0.993	*
sp_Q9C0F1_CEP44_HUMAN	390	Not GPI-Anchored	-	0.994	*
sp_Q86XR8_CEP57_HUMAN	500	Not GPI-Anchored	-	0.994	*
sp_Q96MT8_CEP63_HUMAN	703	Not GPI-Anchored	-	0.994	*
sp_Q92674_CENPI_HUMAN	756	Not GPI-Anchored	-	0.994	*
sp_Q76N32_CEP68_HUMAN	757	Not GPI-Anchored	-	0.994	*
sp_Q8NHQ1_CEP70_HUMAN	597	Not GPI-Anchored	-	0.994	*
sp_Q9P209_CEP72_HUMAN	647	Not GPI-Anchored	-	0.992	*
sp_Q8TAP6_CEP76_HUMAN	659	Not GPI-Anchored	-	0.984	*
sp_Q5JTW2_CEP78_HUMAN	689	Not GPI-Anchored	-	0.994	*
sp_Q9Y592_CEP83_HUMAN	701	Not GPI-Anchored	-	0.991	*
sp_Q6P2H3_CEP85_HUMAN	762	Not GPI-Anchored	-	0.995	*
sp_Q5SZL2_CE85L_HUMAN	805	Not GPI-Anchored	-	0.995	*
sp_Q96ST8_CEP89_HUMAN	783	Not GPI-Anchored	-	0.993	*
sp_Q96GE4_CEP95_HUMAN	821	Not GPI-Anchored	-	0.994	*
sp_Q8IW35_CEP97_HUMAN	865	Not GPI-Anchored	-	0.986	*
sp_Q96LK0_CEP19_HUMAN	163	Not GPI-Anchored	-	0.994	*
sp_Q9Y4F5_C170B_HUMAN	1589	Not GPI-Anchored	-	0.984	*
sp_Q5SW79_CE170_HUMAN	1584	Not GPI-Anchored	-	0.995	*
sp_Q9UPV0_CE164_HUMAN	1460	Not GPI-Anchored	-	0.995	*
sp_Q9HC77_CENPJ_HUMAN	1338	Not GPI-Anchored	-	0.995	*
sp_Q9BS16_CENPK_HUMAN	269	Not GPI-Anchored	-	0.995	*
sp_Q8N0S6_CENPL_HUMAN	344	Not GPI-Anchored	-	0.526	*
sp_Q9NSP4_CENPM_HUMAN	180	Not GPI-Anchored	-	0.991	*
sp_Q96H22_CENPN_HUMAN	339	Not GPI-Anchored	-	0.996	*
sp_Q9BU64_CENPO_HUMAN	300	Not GPI-Anchored	-	0.989	*
sp_Q6IPU0_CENPP_HUMAN	288	Not GPI-Anchored	-	0.979	*
sp_Q7L2Z9_CENPQ_HUMAN	268	Not GPI-Anchored	-	0.978	*
sp_Q8N2Z9_CENPS_HUMAN	138	Not GPI-Anchored	-	0.985	*
sp_Q96BT3_CENPT_HUMAN	561	Not GPI-Anchored	-	0.994	*
sp_Q7Z7K6_CENPV_HUMAN	275	Not GPI-Anchored	-	0.996	*
sp_A0A0U1RR11_CENL1_HUMAN	272	Not GPI-Anchored	-	0.995	*
sp_P0DPI3_CENL2_HUMAN	272	Not GPI-Anchored	-	0.995	*
sp_A0A0U1RRI6_CENL3_HUMAN	272	Not GPI-Anchored	-	0.995	*
sp_O60308_CE104_HUMAN	925	Not GPI-Anchored	-	0.994	*
sp_Q8N8E3_CE112_HUMAN	955	Not GPI-Anchored	-	0.996	*
sp_Q8N960_CE120_HUMAN	986	Not GPI-Anchored	-	0.973	*
sp_Q9P2H0_CE126_HUMAN	1117	Not GPI-Anchored	-	0.995	*
sp_Q6ZU80_CE128_HUMAN	1094	Not GPI-Anchored	-	0.974	*
sp_Q9UPN4_CP131_HUMAN	1083	Not GPI-Anchored	-	0.996	*
sp_Q66GS9_CP135_HUMAN	1140	Not GPI-Anchored	-	0.994	*
sp_O94986_CE152_HUMAN	1710	Not GPI-Anchored	-	0.992	*
sp_Q5TB80_CE162_HUMAN	1403	Not GPI-Anchored	-	0.995	*
sp_P49918_CDN1C_HUMAN	316	Not GPI-Anchored	-	0.992	*
sp_P38936_CDN1A_HUMAN	164	Not GPI-Anchored	-	0.996	*
sp_P35219_CAH8_HUMAN	290	Not GPI-Anchored	-	0.993	*
sp_Q99618_CDCA3_HUMAN	268	Not GPI-Anchored	-	0.987	*
sp_Q6DT37_MRCKG_HUMAN	1551	Not GPI-Anchored	-	0.992	*
sp_Q00587_BORG5_HUMAN	391	Not GPI-Anchored	-	0.995	*
sp_O14613_BORG1_HUMAN	210	Not GPI-Anchored	-	0.989	*
sp_Q9UKI2_BORG2_HUMAN	254	Not GPI-Anchored	-	0.993	*
sp_Q9H3Q1_BORG4_HUMAN	356	Not GPI-Anchored	-	0.994	*
sp_Q6NZY7_BORG3_HUMAN	148	Not GPI-Anchored	-	0.991	*
sp_O75419_CDC45_HUMAN	566	Not GPI-Anchored	-	0.985	*
sp_Q99459_CDC5L_HUMAN	802	Not GPI-Anchored	-	0.996	*
sp_Q99741_CDC6_HUMAN	560	Not GPI-Anchored	-	0.994	*
sp_O00311_CDC7_HUMAN	574	Not GPI-Anchored	-	0.991	*
sp_Q6P1J9_CDC73_HUMAN	531	Not GPI-Anchored	-	0.995	*
sp_Q9BXL8_CDCA4_HUMAN	241	Not GPI-Anchored	-	0.993	*
sp_Q5VT25_MRCKA_HUMAN	1732	Not GPI-Anchored	-	0.991	*
sp_Q96FF9_CDCA5_HUMAN	252	Not GPI-Anchored	-	0.993	*
sp_Q9BWT1_CDCA7_HUMAN	371	Not GPI-Anchored	-	0.994	*
sp_Q96GN5_CDA7L_HUMAN	454	Not GPI-Anchored	-	0.981	*
sp_Q53HL2_BOREA_HUMAN	280	Not GPI-Anchored	-	0.994	*
sp_Q9H5V8_CDCP1_HUMAN	836	Not GPI-Anchored	-	0.995	*
sp_P12830_CADH1_HUMAN	882	Not GPI-Anchored	-	0.986	*
sp_Q9Y6N8_CAD10_HUMAN	788	Not GPI-Anchored	-	0.978	*
sp_P55287_CAD11_HUMAN	796	Not GPI-Anchored	-	0.975	*
sp_P55289_CAD12_HUMAN	794	Not GPI-Anchored	-	0.995	*
sp_P55290_CAD13_HUMAN	713	GPI-Anchored	690	0.572	N
sp_P55291_CAD15_HUMAN	814	Not GPI-Anchored	-	0.993	*
sp_Q9Y5S2_MRCKB_HUMAN	1711	Not GPI-Anchored	-	0.992	*
sp_P60953_CDC42_HUMAN	191	Not GPI-Anchored	-	0.993	*
sp_O76039_CDKL5_HUMAN	960	Not GPI-Anchored	-	0.993	*
sp_Q8IWY9_CDAN1_HUMAN	1227	Not GPI-Anchored	-	0.989	*
sp_P42081_CD86_HUMAN	329	Not GPI-Anchored	-	0.993	*
sp_P01732_CD8A_HUMAN	235	Not GPI-Anchored	-	0.988	*
sp_P10966_CD8B_HUMAN	210	Not GPI-Anchored	-	0.962	*
sp_A6NJW9_CD8B2_HUMAN	210	Not GPI-Anchored	-	0.960	*
sp_P21926_CD9_HUMAN	228	Not GPI-Anchored	-	0.889	*
sp_Q9NPY3_C1QR1_HUMAN	652	Not GPI-Anchored	-	0.909	*
sp_P40200_TACT_HUMAN	585	Not GPI-Anchored	-	0.993	*
sp_P14209_CD99_HUMAN	185	Not GPI-Anchored	-	0.991	*
sp_Q8TCZ2_C99L2_HUMAN	262	Not GPI-Anchored	-	0.987	*
sp_P32320_CDD_HUMAN	146	Not GPI-Anchored	-	0.995	*
sp_Q9BWV3_CDAC1_HUMAN	514	Not GPI-Anchored	-	0.996	*
sp_O75794_CD123_HUMAN	336	Not GPI-Anchored	-	0.988	*
sp_O60508_PRP17_HUMAN	579	Not GPI-Anchored	-	0.993	*
sp_Q9UNH5_CC14A_HUMAN	594	Not GPI-Anchored	-	0.983	*
sp_O60729_CC14B_HUMAN	498	Not GPI-Anchored	-	0.990	*
sp_Q13042_CDC16_HUMAN	620	Not GPI-Anchored	-	0.994	*
sp_Q12834_CDC20_HUMAN	499	Not GPI-Anchored	-	0.992	*
sp_Q9UJX2_CDC23_HUMAN	597	Not GPI-Anchored	-	0.993	*
sp_P30304_MPIP1_HUMAN	524	Not GPI-Anchored	-	0.996	*
sp_P30305_MPIP2_HUMAN	580	Not GPI-Anchored	-	0.995	*
sp_P30260_CDC27_HUMAN	824	Not GPI-Anchored	-	0.994	*
sp_P49427_UB2R1_HUMAN	236	Not GPI-Anchored	-	0.985	*
sp_Q16543_CDC37_HUMAN	378	Not GPI-Anchored	-	0.994	*
sp_Q7L3B6_CD37L_HUMAN	337	Not GPI-Anchored	-	0.995	*
sp_Q12864_CAD17_HUMAN	832	Not GPI-Anchored	-	0.985	*
sp_Q13634_CAD18_HUMAN	790	Not GPI-Anchored	-	0.996	*
sp_Q9H159_CAD19_HUMAN	772	Not GPI-Anchored	-	0.976	*
sp_Q15078_CD5R1_HUMAN	307	Not GPI-Anchored	-	0.993	*
sp_Q00536_CDK16_HUMAN	496	Not GPI-Anchored	-	0.994	*
sp_Q00537_CDK17_HUMAN	523	Not GPI-Anchored	-	0.993	*
sp_Q07002_CDK18_HUMAN	474	Not GPI-Anchored	-	0.995	*
sp_Q9BWU1_CDK19_HUMAN	502	Not GPI-Anchored	-	0.992	*
sp_P24941_CDK2_HUMAN	298	Not GPI-Anchored	-	0.993	*
sp_Q8IZL9_CDK20_HUMAN	346	Not GPI-Anchored	-	0.993	*
sp_O14519_CDKA1_HUMAN	115	Not GPI-Anchored	-	0.986	*
sp_O75956_CDKA2_HUMAN	126	Not GPI-Anchored	-	0.995	*
sp_Q00526_CDK3_HUMAN	305	Not GPI-Anchored	-	0.995	*
sp_P11802_CDK4_HUMAN	303	Not GPI-Anchored	-	0.995	*
sp_Q00535_CDK5_HUMAN	292	Not GPI-Anchored	-	0.995	*
sp_Q13319_CD5R2_HUMAN	367	Not GPI-Anchored	-	0.991	*
sp_P19022_CADH2_HUMAN	906	Not GPI-Anchored	-	0.984	*
sp_Q96SZ6_CK5P1_HUMAN	601	Not GPI-Anchored	-	0.991	*
sp_Q96SN8_CK5P2_HUMAN	1893	Not GPI-Anchored	-	0.973	*
sp_Q96JB5_CK5P3_HUMAN	506	Not GPI-Anchored	-	0.993	*
sp_Q00534_CDK6_HUMAN	326	Not GPI-Anchored	-	0.992	*
sp_P50613_CDK7_HUMAN	346	Not GPI-Anchored	-	0.994	*
sp_P49336_CDK8_HUMAN	464	Not GPI-Anchored	-	0.994	*
sp_P50750_CDK9_HUMAN	372	Not GPI-Anchored	-	0.995	*
sp_Q5VV42_CDKAL_HUMAN	579	Not GPI-Anchored	-	0.291	*
sp_Q00532_CDKL1_HUMAN	358	Not GPI-Anchored	-	0.996	*
sp_Q92772_CDKL2_HUMAN	493	Not GPI-Anchored	-	0.993	*
sp_Q8IVW4_CDKL3_HUMAN	592	Not GPI-Anchored	-	0.994	*
sp_Q96Q40_CDK15_HUMAN	435	Not GPI-Anchored	-	0.995	*
sp_O94921_CDK14_HUMAN	469	Not GPI-Anchored	-	0.994	*
sp_Q14004_CDK13_HUMAN	1512	Not GPI-Anchored	-	0.993	*
sp_Q9NYV4_CDK12_HUMAN	1490	Not GPI-Anchored	-	0.993	*
sp_Q9HBT6_CAD20_HUMAN	801	Not GPI-Anchored	-	0.992	*
sp_Q9UJ99_CAD22_HUMAN	828	Not GPI-Anchored	-	0.982	*
sp_Q9H251_CAD23_HUMAN	3354	Not GPI-Anchored	-	0.994	*
sp_Q86UP0_CAD24_HUMAN	819	Not GPI-Anchored	-	0.994	*
sp_Q8IXH8_CAD26_HUMAN	832	Not GPI-Anchored	-	0.986	*
sp_P22223_CADH3_HUMAN	829	Not GPI-Anchored	-	0.986	*
sp_P55283_CADH4_HUMAN	916	Not GPI-Anchored	-	0.991	*
sp_P33151_CADH5_HUMAN	784	Not GPI-Anchored	-	0.993	*
sp_P55285_CADH6_HUMAN	790	Not GPI-Anchored	-	0.979	*
sp_Q9ULB5_CADH7_HUMAN	785	Not GPI-Anchored	-	0.989	*
sp_P55286_CADH8_HUMAN	799	Not GPI-Anchored	-	0.995	*
sp_Q9ULB4_CADH9_HUMAN	789	Not GPI-Anchored	-	0.991	*
sp_Q96JP9_CDHR1_HUMAN	859	Not GPI-Anchored	-	0.994	*
sp_Q9BYE9_CDHR2_HUMAN	1310	Not GPI-Anchored	-	0.993	*
sp_Q6ZTQ4_CDHR3_HUMAN	885	Not GPI-Anchored	-	0.995	*
sp_A6H8M9_CDHR4_HUMAN	788	Not GPI-Anchored	-	0.993	*
sp_Q9Y2V0_CDIN1_HUMAN	281	Not GPI-Anchored	-	0.990	*
sp_Q9H305_CDIP1_HUMAN	208	Not GPI-Anchored	-	0.994	*
sp_O14735_CDIPT_HUMAN	213	Not GPI-Anchored	-	0.984	*
sp_P06493_CDK1_HUMAN	297	Not GPI-Anchored	-	0.996	*
sp_Q15131_CDK10_HUMAN	360	Not GPI-Anchored	-	0.996	*
sp_Q9UQ88_CD11A_HUMAN	783	Not GPI-Anchored	-	0.985	*
sp_P21127_CD11B_HUMAN	795	Not GPI-Anchored	-	0.985	*
sp_Q9Y6K0_CEPT1_HUMAN	416	Not GPI-Anchored	-	0.993	*
sp_Q5T4B2_GT253_HUMAN	595	Not GPI-Anchored	-	0.993	*
sp_Q8TCT0_CERK1_HUMAN	537	Not GPI-Anchored	-	0.983	*
sp_Q05901_ACHB3_HUMAN	458	Not GPI-Anchored	-	0.708	*
sp_P08912_ACM5_HUMAN	532	Not GPI-Anchored	-	0.995	*
sp_P02708_ACHA_HUMAN	457	GPI-Anchored	414	0.403	N
sp_Q9GZZ6_ACH10_HUMAN	450	Not GPI-Anchored	-	0.259	*
sp_Q15822_ACHA2_HUMAN	529	Not GPI-Anchored	-	0.228	*
sp_P32297_ACHA3_HUMAN	505	Not GPI-Anchored	-	0.866	*
sp_P43681_ACHA4_HUMAN	627	Not GPI-Anchored	-	0.298	*
sp_P30532_ACHA5_HUMAN	468	Not GPI-Anchored	-	0.987	*
sp_Q15825_ACHA6_HUMAN	494	Not GPI-Anchored	-	0.954	*
sp_P36544_ACHA7_HUMAN	502	Not GPI-Anchored	-	0.975	*
sp_P11230_ACHB_HUMAN	501	Not GPI-Anchored	-	0.965	*
sp_P17787_ACHB2_HUMAN	502	Not GPI-Anchored	-	0.982	*
sp_P30926_ACHB4_HUMAN	498	Not GPI-Anchored	-	0.990	*
sp_P20309_ACM3_HUMAN	590	Not GPI-Anchored	-	0.995	*
sp_O43916_CHST1_HUMAN	411	Not GPI-Anchored	-	0.988	*
sp_O43529_CHSTA_HUMAN	356	Not GPI-Anchored	-	0.992	*
sp_Q9NPF2_CHSTB_HUMAN	352	Not GPI-Anchored	-	0.995	*
sp_Q9NRB3_CHSTC_HUMAN	414	Not GPI-Anchored	-	0.994	*
sp_Q8NCH0_CHSTE_HUMAN	376	Not GPI-Anchored	-	0.994	*
sp_Q7LFX5_CHSTF_HUMAN	561	Not GPI-Anchored	-	0.995	*
sp_Q9Y4C5_CHST2_HUMAN	530	Not GPI-Anchored	-	0.994	*
sp_Q7LGC8_CHST3_HUMAN	479	Not GPI-Anchored	-	0.992	*
sp_Q9GZS9_CHST5_HUMAN	411	Not GPI-Anchored	-	0.991	*
sp_Q9GZX3_CHST6_HUMAN	395	Not GPI-Anchored	-	0.990	*
sp_Q9NS84_CHST7_HUMAN	486	Not GPI-Anchored	-	0.992	*
sp_P08173_ACM4_HUMAN	479	Not GPI-Anchored	-	0.984	*
sp_P08172_ACM2_HUMAN	466	Not GPI-Anchored	-	0.992	*
sp_Q49MI3_CERKL_HUMAN	558	Not GPI-Anchored	-	0.995	*
sp_P52757_CHIO_HUMAN	468	Not GPI-Anchored	-	0.993	*
sp_Q7LBR1_CHM1B_HUMAN	199	Not GPI-Anchored	-	0.994	*
sp_O43633_CHM2A_HUMAN	222	Not GPI-Anchored	-	0.993	*
sp_Q9UQN3_CHM2B_HUMAN	213	Not GPI-Anchored	-	0.991	*
sp_Q9Y3E7_CHMP3_HUMAN	222	Not GPI-Anchored	-	0.990	*
sp_Q9BY43_CHM4A_HUMAN	222	Not GPI-Anchored	-	0.988	*
sp_Q9H444_CHM4B_HUMAN	224	Not GPI-Anchored	-	0.992	*
sp_Q96CF2_CHM4C_HUMAN	233	Not GPI-Anchored	-	0.993	*
sp_Q9NZZ3_CHMP5_HUMAN	219	Not GPI-Anchored	-	0.981	*
sp_Q96FZ7_CHMP6_HUMAN	201	Not GPI-Anchored	-	0.980	*
sp_Q8WUX9_CHMP7_HUMAN	453	Not GPI-Anchored	-	0.995	*
sp_P15882_CHIN_HUMAN	459	Not GPI-Anchored	-	0.993	*
sp_Q9H9P2_CHODL_HUMAN	273	Not GPI-Anchored	-	0.973	*
sp_P11229_ACM1_HUMAN	460	Not GPI-Anchored	-	0.994	*
sp_Q9UHD1_CHRD1_HUMAN	332	Not GPI-Anchored	-	0.991	*
sp_Q99653_CHP1_HUMAN	195	Not GPI-Anchored	-	0.994	*
sp_O43745_CHP2_HUMAN	196	Not GPI-Anchored	-	0.995	*
sp_Q8IZ52_CHSS2_HUMAN	775	Not GPI-Anchored	-	0.991	*
sp_Q9P2E5_CHPF2_HUMAN	772	Not GPI-Anchored	-	0.992	*
sp_Q8WUD6_CHPT1_HUMAN	406	Not GPI-Anchored	-	0.991	*
sp_Q9NRG0_CHRC1_HUMAN	131	Not GPI-Anchored	-	0.975	*
sp_Q9H2X0_CHRD_HUMAN	955	Not GPI-Anchored	-	0.973	*
sp_Q9BU40_CRDL1_HUMAN	456	Not GPI-Anchored	-	0.993	*
sp_Q6WN34_CRDL2_HUMAN	429	Not GPI-Anchored	-	0.996	*
sp_Q494W8_CRFM7_HUMAN	412	Not GPI-Anchored	-	0.975	*
sp_Q9H2A9_CHST8_HUMAN	424	Not GPI-Anchored	-	0.994	*
sp_Q7L1S5_CHST9_HUMAN	443	Not GPI-Anchored	-	0.990	*
sp_Q86X52_CHSS1_HUMAN	802	Not GPI-Anchored	-	0.992	*
sp_P06732_KCRM_HUMAN	381	Not GPI-Anchored	-	0.995	*
sp_Q9NSE2_CISH_HUMAN	258	Not GPI-Anchored	-	0.988	*
sp_O14578_CTRO_HUMAN	2027	Not GPI-Anchored	-	0.992	*
sp_Q99966_CITE1_HUMAN	193	Not GPI-Anchored	-	0.986	*
sp_Q99967_CITE2_HUMAN	270	Not GPI-Anchored	-	0.987	*
sp_Q96RK1_CITE4_HUMAN	184	Not GPI-Anchored	-	0.987	*
sp_Q9ULV3_CIZ1_HUMAN	898	Not GPI-Anchored	-	0.995	*
sp_Q8WWK9_CKAP2_HUMAN	683	Not GPI-Anchored	-	0.995	*
sp_Q07065_CKAP4_HUMAN	602	Not GPI-Anchored	-	0.996	*
sp_Q14008_CKAP5_HUMAN	2032	Not GPI-Anchored	-	0.994	*
sp_P12277_KCRB_HUMAN	381	Not GPI-Anchored	-	0.995	*
sp_Q9UBR5_CKLF_HUMAN	152	Not GPI-Anchored	-	0.996	*
sp_P12532_KCRU_HUMAN	417	Not GPI-Anchored	-	0.996	*
sp_Q70JA7_CHSS3_HUMAN	882	Not GPI-Anchored	-	0.990	*
sp_P17540_KCRS_HUMAN	419	Not GPI-Anchored	-	0.996	*
sp_Q7Z460_CLAP1_HUMAN	1538	Not GPI-Anchored	-	0.984	*
sp_O75122_CLAP2_HUMAN	1294	Not GPI-Anchored	-	0.985	*
sp_Q8N2M8_CLASR_HUMAN	674	Not GPI-Anchored	-	0.995	*
sp_Q96F83_CLBA1_HUMAN	325	Not GPI-Anchored	-	0.992	*
sp_Q9UQC9_CLCA2_HUMAN	943	Not GPI-Anchored	-	0.971	*
sp_Q14CN2_CLCA4_HUMAN	919	GPI-Anchored	892	0.664	N
sp_Q96S66_CLCC1_HUMAN	551	Not GPI-Anchored	-	0.986	*
sp_Q9UBD9_CLCF1_HUMAN	225	Not GPI-Anchored	-	0.985	*
sp_P51788_CLCN2_HUMAN	898	Not GPI-Anchored	-	0.993	*
sp_P51790_CLCN3_HUMAN	818	Not GPI-Anchored	-	0.991	*
sp_Q8N5K1_CISD2_HUMAN	135	Not GPI-Anchored	-	0.995	*
sp_Q9NZ45_CISD1_HUMAN	108	Not GPI-Anchored	-	0.996	*
sp_Q14011_CIRBP_HUMAN	172	Not GPI-Anchored	-	0.993	*
sp_Q86X95_CIR1_HUMAN	450	Not GPI-Anchored	-	0.996	*
sp_Q8WVB6_CTF18_HUMAN	975	Not GPI-Anchored	-	0.984	*
sp_P0CG13_CTF8_HUMAN	121	Not GPI-Anchored	-	0.996	*
sp_Q9Y3Y2_CHTOP_HUMAN	248	Not GPI-Anchored	-	0.983	*
sp_O15111_IKKA_HUMAN	745	Not GPI-Anchored	-	0.994	*
sp_Q8WUH1_CHUR_HUMAN	112	Not GPI-Anchored	-	0.990	*
sp_O76071_CIAO1_HUMAN	339	Not GPI-Anchored	-	0.994	*
sp_Q9H5X1_CIA2A_HUMAN	160	Not GPI-Anchored	-	0.992	*
sp_Q9Y3D0_CIA2B_HUMAN	163	Not GPI-Anchored	-	0.988	*
sp_Q9H6Q4_CIAO3_HUMAN	476	Not GPI-Anchored	-	0.993	*
sp_Q6FI81_CPIN1_HUMAN	312	Not GPI-Anchored	-	0.990	*
sp_Q8N365_CIART_HUMAN	385	Not GPI-Anchored	-	0.989	*
sp_Q99828_CIB1_HUMAN	191	Not GPI-Anchored	-	0.987	*
sp_O75838_CIB2_HUMAN	187	Not GPI-Anchored	-	0.991	*
sp_A1XBS5_CBAR1_HUMAN	289	Not GPI-Anchored	-	0.995	*
sp_Q6ZTR7_CBAR2_HUMAN	304	Not GPI-Anchored	-	0.991	*
sp_Q96RK0_CIC_HUMAN	1608	Not GPI-Anchored	-	0.991	*
sp_O60543_CIDEA_HUMAN	219	Not GPI-Anchored	-	0.987	*
sp_Q9UHD4_CIDEB_HUMAN	219	Not GPI-Anchored	-	0.995	*
sp_P33076_C2TA_HUMAN	1130	Not GPI-Anchored	-	0.993	*
sp_Q9UPZ9_CILK1_HUMAN	632	Not GPI-Anchored	-	0.993	*
sp_Q9BW66_CINP_HUMAN	212	Not GPI-Anchored	-	0.990	*
sp_Q8TCG1_CIP2A_HUMAN	905	Not GPI-Anchored	-	0.993	*
sp_Q9C0C6_CIPC_HUMAN	399	Not GPI-Anchored	-	0.993	*
sp_Q9HD42_CHM1A_HUMAN	196	Not GPI-Anchored	-	0.990	*
sp_P26374_RAE2_HUMAN	656	Not GPI-Anchored	-	0.990	*
